,LOCATION,VARIABLE,TIME,Value
568,SWE,GDPVD_CAP,2039,67999.64
569,SWE,GDPVD_CAP,2040,69113.89
570,SWE,GDPVD_CAP,2041,70246.07
571,SWE,GDPVD_CAP,2042,71395.63
572,SWE,GDPVD_CAP,2043,72561.98
573,SWE,GDPVD_CAP,2044,73739.67
574,SWE,GDPVD_CAP,2045,74924.0
575,SWE,GDPVD_CAP,2046,76112.02
576,SWE,GDPVD_CAP,2047,77305.54
577,SWE,GDPVD_CAP,2048,78502.87
578,SWE,GDPVD_CAP,2049,79702.34
579,SWE,GDPVD_CAP,2050,80900.91
580,CHE,GDPVD_CAP,2022,70103.4488490808
581,CHE,GDPVD_CAP,2023,70235.9374423414
582,CHE,GDPVD_CAP,2024,70516.6702781501
583,CHE,GDPVD_CAP,2025,71119.0862529723
584,CHE,GDPVD_CAP,2026,71543.33
585,CHE,GDPVD_CAP,2027,71906.13
586,CHE,GDPVD_CAP,2028,72282.11
587,CHE,GDPVD_CAP,2029,72701.95
588,CHE,GDPVD_CAP,2030,73177.02
589,CHE,GDPVD_CAP,2031,73707.48
590,CHE,GDPVD_CAP,2032,74289.11
591,CHE,GDPVD_CAP,2033,74918.51
592,CHE,GDPVD_CAP,2034,75575.7
593,CHE,GDPVD_CAP,2035,76280.0
594,CHE,GDPVD_CAP,2036,77031.5
595,CHE,GDPVD_CAP,2037,77820.88
596,CHE,GDPVD_CAP,2038,78648.14
597,CHE,GDPVD_CAP,2039,79508.67
598,CHE,GDPVD_CAP,2040,80392.55
599,CHE,GDPVD_CAP,2041,81293.91
600,CHE,GDPVD_CAP,2042,82203.31
601,CHE,GDPVD_CAP,2043,83117.07
602,CHE,GDPVD_CAP,2044,84029.6
603,CHE,GDPVD_CAP,2045,84931.89
604,CHE,GDPVD_CAP,2046,85825.38
605,CHE,GDPVD_CAP,2047,86708.86
606,CHE,GDPVD_CAP,2048,87586.73
607,CHE,GDPVD_CAP,2049,88462.0
608,CHE,GDPVD_CAP,2050,89336.25
609,GBR,GDPVD_CAP,2022,44745.330750814
610,GBR,GDPVD_CAP,2023,44677.5793329891
611,GBR,GDPVD_CAP,2024,44744.1317118076
612,GBR,GDPVD_CAP,2025,45036.3668177327
613,GBR,GDPVD_CAP,2026,45568.43
614,GBR,GDPVD_CAP,2027,46174.56
615,GBR,GDPVD_CAP,2028,46809.21
616,GBR,GDPVD_CAP,2029,47458.79
617,GBR,GDPVD_CAP,2030,48124.29
618,GBR,GDPVD_CAP,2031,48821.05
619,GBR,GDPVD_CAP,2032,49538.36
620,GBR,GDPVD_CAP,2033,50278.98
621,GBR,GDPVD_CAP,2034,51043.4
622,GBR,GDPVD_CAP,2035,51831.58
623,GBR,GDPVD_CAP,2036,52642.1
624,GBR,GDPVD_CAP,2037,53476.35
625,GBR,GDPVD_CAP,2038,54329.87
626,GBR,GDPVD_CAP,2039,55204.4
627,GBR,GDPVD_CAP,2040,56094.03
628,GBR,GDPVD_CAP,2041,56996.92
629,GBR,GDPVD_CAP,2042,57912.57
630,GBR,GDPVD_CAP,2043,58838.3
631,GBR,GDPVD_CAP,2044,59772.42
632,GBR,GDPVD_CAP,2045,60714.94
633,GBR,GDPVD_CAP,2046,61664.44
634,GBR,GDPVD_CAP,2047,62626.07
635,GBR,GDPVD_CAP,2048,63598.68
636,GBR,GDPVD_CAP,2049,64580.56
637,GBR,GDPVD_CAP,2050,65573.81
638,BGR,GDPVD_CAP,2022,23517.3359202348
639,BGR,GDPVD_CAP,2023,24147.3738815354
640,BGR,GDPVD_CAP,2024,25127.1597337685
641,BGR,GDPVD_CAP,2025,26072.7616660128
642,BGR,GDPVD_CAP,2026,27285.44
643,BGR,GDPVD_CAP,2027,28483.95
644,BGR,GDPVD_CAP,2028,29599.74
645,BGR,GDPVD_CAP,2029,30634.65
646,BGR,GDPVD_CAP,2030,31609.61
647,BGR,GDPVD_CAP,2031,32549.86
648,BGR,GDPVD_CAP,2032,33466.43
649,BGR,GDPVD_CAP,2033,34359.16
650,BGR,GDPVD_CAP,2034,35200.16
651,BGR,GDPVD_CAP,2035,36029.67
652,BGR,GDPVD_CAP,2036,36853.26
653,BGR,GDPVD_CAP,2037,37672.44
654,BGR,GDPVD_CAP,2038,38479.17
655,BGR,GDPVD_CAP,2039,39271.58
656,BGR,GDPVD_CAP,2040,40054.43
657,BGR,GDPVD_CAP,2041,40829.42
658,BGR,GDPVD_CAP,2042,41601.31
659,BGR,GDPVD_CAP,2043,42374.12
660,BGR,GDPVD_CAP,2044,43147.73
661,BGR,GDPVD_CAP,2045,43925.74
662,BGR,GDPVD_CAP,2046,44705.99
663,BGR,GDPVD_CAP,2047,45487.45
664,BGR,GDPVD_CAP,2048,46264.63
665,BGR,GDPVD_CAP,2049,47035.34
666,BGR,GDPVD_CAP,2050,47800.4
667,HRV,GDPVD_CAP,2022,30640.8048495318
668,HRV,GDPVD_CAP,2023,31582.3830448113
669,HRV,GDPVD_CAP,2024,32578.9537672909
670,HRV,GDPVD_CAP,2025,33635.5918463734
671,HRV,GDPVD_CAP,2026,34471.76
672,HRV,GDPVD_CAP,2027,35353.97
673,HRV,GDPVD_CAP,2028,36325.26
674,HRV,GDPVD_CAP,2029,37364.15
675,HRV,GDPVD_CAP,2030,38445.39
676,HRV,GDPVD_CAP,2031,39554.69
677,HRV,GDPVD_CAP,2032,40679.02
678,HRV,GDPVD_CAP,2033,41810.95
679,HRV,GDPVD_CAP,2034,42946.72
680,HRV,GDPVD_CAP,2035,44080.08
681,HRV,GDPVD_CAP,2036,45208.55
682,HRV,GDPVD_CAP,2037,46327.38
683,HRV,GDPVD_CAP,2038,47431.88
684,HRV,GDPVD_CAP,2039,48520.91
685,HRV,GDPVD_CAP,2040,49591.97
686,HRV,GDPVD_CAP,2041,50641.96
687,HRV,GDPVD_CAP,2042,51672.93
688,HRV,GDPVD_CAP,2043,52680.56
689,HRV,GDPVD_CAP,2044,53666.74
690,HRV,GDPVD_CAP,2045,54633.38
691,HRV,GDPVD_CAP,2046,55581.31
692,HRV,GDPVD_CAP,2047,56514.85
693,HRV,GDPVD_CAP,2048,57438.65
694,HRV,GDPVD_CAP,2049,58356.65
695,HRV,GDPVD_CAP,2050,59269.06
696,EST,GDPVD_CAP,2022,35867.6684717919
697,EST,GDPVD_CAP,2023,34077.4527432709
698,EST,GDPVD_CAP,2024,34307.5707202372
699,EST,GDPVD_CAP,2025,35203.9039879971
700,EST,GDPVD_CAP,2026,36780.05
701,EST,GDPVD_CAP,2027,38358.96
702,EST,GDPVD_CAP,2028,39783.33
703,EST,GDPVD_CAP,2029,41066.49
704,EST,GDPVD_CAP,2030,42263.19
705,EST,GDPVD_CAP,2031,43413.53
706,EST,GDPVD_CAP,2032,44540.11
707,EST,GDPVD_CAP,2033,45655.68
708,EST,GDPVD_CAP,2034,46712.73
709,EST,GDPVD_CAP,2035,47764.84
710,EST,GDPVD_CAP,2036,48817.97
711,EST,GDPVD_CAP,2037,49867.19
712,EST,GDPVD_CAP,2038,50924.01
713,EST,GDPVD_CAP,2039,51983.4
714,EST,GDPVD_CAP,2040,53047.78
715,EST,GDPVD_CAP,2041,54114.14
716,EST,GDPVD_CAP,2042,55180.67
717,EST,GDPVD_CAP,2043,56251.1
718,EST,GDPVD_CAP,2044,57319.45
719,EST,GDPVD_CAP,2045,58381.58
720,EST,GDPVD_CAP,2046,59432.69
721,EST,GDPVD_CAP,2047,60468.96
722,EST,GDPVD_CAP,2048,61484.64
723,EST,GDPVD_CAP,2049,62484.19
724,EST,GDPVD_CAP,2050,63470.91
725,LVA,GDPVD_CAP,2022,30828.4876218788
726,LVA,GDPVD_CAP,2023,30951.733251141
727,LVA,GDPVD_CAP,2024,31884.4756879543
728,LVA,GDPVD_CAP,2025,33100.46733194
729,LVA,GDPVD_CAP,2026,34261.53
730,LVA,GDPVD_CAP,2027,35368.99
731,LVA,GDPVD_CAP,2028,36411.82
732,LVA,GDPVD_CAP,2029,37413.63
733,LVA,GDPVD_CAP,2030,38400.08
734,LVA,GDPVD_CAP,2031,39385.83
735,LVA,GDPVD_CAP,2032,40375.92
736,LVA,GDPVD_CAP,2033,41373.79
737,LVA,GDPVD_CAP,2034,42347.14
738,LVA,GDPVD_CAP,2035,43329.23
739,LVA,GDPVD_CAP,2036,44319.52
740,LVA,GDPVD_CAP,2037,45311.47
741,LVA,GDPVD_CAP,2038,46306.61
742,LVA,GDPVD_CAP,2039,47303.09
743,LVA,GDPVD_CAP,2040,48298.2
744,LVA,GDPVD_CAP,2041,49293.78
745,LVA,GDPVD_CAP,2042,50290.95
746,LVA,GDPVD_CAP,2043,51287.05
747,LVA,GDPVD_CAP,2044,52277.95
748,LVA,GDPVD_CAP,2045,53255.35
749,LVA,GDPVD_CAP,2046,54213.47
750,LVA,GDPVD_CAP,2047,55147.57
751,LVA,GDPVD_CAP,2048,56047.35
752,LVA,GDPVD_CAP,2049,56916.19
753,LVA,GDPVD_CAP,2050,57757.91
754,LTU,GDPVD_CAP,2022,37449.8038786008
755,LTU,GDPVD_CAP,2023,37294.7373401674
756,LTU,GDPVD_CAP,2024,38087.7051523138
757,LTU,GDPVD_CAP,2025,39477.8919523278
758,LTU,GDPVD_CAP,2026,41227.57
759,LTU,GDPVD_CAP,2027,42884.94
760,LTU,GDPVD_CAP,2028,44297.86
761,LTU,GDPVD_CAP,2029,45523.25
762,LTU,GDPVD_CAP,2030,46653.41
763,LTU,GDPVD_CAP,2031,47747.03
764,LTU,GDPVD_CAP,2032,48830.02
765,LTU,GDPVD_CAP,2033,49921.51
766,LTU,GDPVD_CAP,2034,50950.94
767,LTU,GDPVD_CAP,2035,51978.35
768,LTU,GDPVD_CAP,2036,53009.39
769,LTU,GDPVD_CAP,2037,54043.22
770,LTU,GDPVD_CAP,2038,55090.2
771,LTU,GDPVD_CAP,2039,56144.04
772,LTU,GDPVD_CAP,2040,57203.39
773,LTU,GDPVD_CAP,2041,58267.85
774,LTU,GDPVD_CAP,2042,59337.43
775,LTU,GDPVD_CAP,2043,60410.22
776,LTU,GDPVD_CAP,2044,61480.01
777,LTU,GDPVD_CAP,2045,62542.66
778,LTU,GDPVD_CAP,2046,63589.78
779,LTU,GDPVD_CAP,2047,64612.56
780,LTU,GDPVD_CAP,2048,65597.97
781,LTU,GDPVD_CAP,2049,66543.0
782,LTU,GDPVD_CAP,2050,67442.5
783,ROU,GDPVD_CAP,2022,29366.6867931237
784,ROU,GDPVD_CAP,2023,30110.2446895918
785,ROU,GDPVD_CAP,2024,31206.8299101579
786,ROU,GDPVD_CAP,2025,32370.0822831054
787,ROU,GDPVD_CAP,2026,33508.18
788,ROU,GDPVD_CAP,2027,34595.17
789,ROU,GDPVD_CAP,2028,35622.46
790,ROU,GDPVD_CAP,2029,36607.14
791,ROU,GDPVD_CAP,2030,37559.71
792,ROU,GDPVD_CAP,2031,38484.46
793,ROU,GDPVD_CAP,2032,39341.45
794,ROU,GDPVD_CAP,2033,40148.21
795,ROU,GDPVD_CAP,2034,40908.62
796,ROU,GDPVD_CAP,2035,41638.74
797,ROU,GDPVD_CAP,2036,42344.79
798,ROU,GDPVD_CAP,2037,43036.82
799,ROU,GDPVD_CAP,2038,43719.48
800,ROU,GDPVD_CAP,2039,44384.16
801,ROU,GDPVD_CAP,2040,45039.99
802,ROU,GDPVD_CAP,2041,45687.96
803,ROU,GDPVD_CAP,2042,46331.13
804,ROU,GDPVD_CAP,2043,46972.61
805,ROU,GDPVD_CAP,2044,47610.29
806,ROU,GDPVD_CAP,2045,48242.34
807,ROU,GDPVD_CAP,2046,48870.29
808,ROU,GDPVD_CAP,2047,49500.39
809,ROU,GDPVD_CAP,2048,50133.6
810,ROU,GDPVD_CAP,2049,50763.35
811,ROU,GDPVD_CAP,2050,51392.25
812,SVN,GDPVD_CAP,2022,38427.0530193335
813,SVN,GDPVD_CAP,2023,38833.1715663498
814,SVN,GDPVD_CAP,2024,39464.3106181736
815,SVN,GDPVD_CAP,2025,40454.8411302519
816,SVN,GDPVD_CAP,2026,41546.38
817,SVN,GDPVD_CAP,2027,42591.82
818,SVN,GDPVD_CAP,2028,43563.89
819,SVN,GDPVD_CAP,2029,44486.6
820,SVN,GDPVD_CAP,2030,45385.81
821,SVN,GDPVD_CAP,2031,46275.92
822,SVN,GDPVD_CAP,2032,47161.81
823,SVN,GDPVD_CAP,2033,48042.69
824,SVN,GDPVD_CAP,2034,48911.97
825,SVN,GDPVD_CAP,2035,49774.79
826,SVN,GDPVD_CAP,2036,50623.97
827,SVN,GDPVD_CAP,2037,51453.0
828,SVN,GDPVD_CAP,2038,52263.73
829,SVN,GDPVD_CAP,2039,53055.78
830,SVN,GDPVD_CAP,2040,53827.86
831,SVN,GDPVD_CAP,2041,54581.06
832,SVN,GDPVD_CAP,2042,55323.76
833,SVN,GDPVD_CAP,2043,56059.47
834,SVN,GDPVD_CAP,2044,56790.6
835,SVN,GDPVD_CAP,2045,57525.6
836,SVN,GDPVD_CAP,2046,58268.31
837,SVN,GDPVD_CAP,2047,59019.7
838,SVN,GDPVD_CAP,2048,59785.35
839,SVN,GDPVD_CAP,2049,60566.01
840,SVN,GDPVD_CAP,2050,61370.59
841,CYP,GDPVD_CAP,2022,52152.03198741479
842,CYP,GDPVD_CAP,2023,53196.76433042064
843,CYP,GDPVD_CAP,2024,54488.68096842486
844,CYP,GDPVD_CAP,2025,55848.38782932909
845,CYP,GDPVD_CAP,2026,57219.903059999175
846,CYP,GDPVD_CAP,2027,58626.0035593108
847,CYP,GDPVD_CAP,2028,60051.13576496135
848,CYP,GDPVD_CAP,2029,61470.55872896936
849,CYP,GDPVD_CAP,2030,62885.35940212656
850,CYP,GDPVD_CAP,2031,64295.431853859525
851,CYP,GDPVD_CAP,2032,65698.2790419729
852,CYP,GDPVD_CAP,2033,67094.06621692341
853,CYP,GDPVD_CAP,2034,68464.0347468624
854,CYP,GDPVD_CAP,2035,69807.08900613313
855,CYP,GDPVD_CAP,2036,71140.13433411451
856,CYP,GDPVD_CAP,2037,72463.96621812583
857,CYP,GDPVD_CAP,2038,73774.30095575721
858,CYP,GDPVD_CAP,2039,75073.22908237646
859,CYP,GDPVD_CAP,2040,76360.92941822244
860,CYP,GDPVD_CAP,2041,77634.97620709715
861,CYP,GDPVD_CAP,2042,78896.12681227512
862,CYP,GDPVD_CAP,2043,80149.07353394304
863,CYP,GDPVD_CAP,2044,81390.6707667467
864,CYP,GDPVD_CAP,2045,82622.98350320633
865,CYP,GDPVD_CAP,2046,83850.4069696315
866,CYP,GDPVD_CAP,2047,85074.07879045098
867,CYP,GDPVD_CAP,2048,86297.09273070972
868,CYP,GDPVD_CAP,2049,87522.39123982965
869,CYP,GDPVD_CAP,2050,88751.2583478452
870,MLT,GDPVD_CAP,2022,58031.635994343254
871,MLT,GDPVD_CAP,2023,58959.73498027379
872,MLT,GDPVD_CAP,2024,59736.83270697728
873,MLT,GDPVD_CAP,2025,60425.36164818654
874,MLT,GDPVD_CAP,2026,61049.47820431531
875,MLT,GDPVD_CAP,2027,61633.82819298851
876,MLT,GDPVD_CAP,2028,62204.059774824804
877,MLT,GDPVD_CAP,2029,62777.95462178711
878,MLT,GDPVD_CAP,2030,63355.83358569016
879,MLT,GDPVD_CAP,2031,63938.58970496594
880,MLT,GDPVD_CAP,2032,64523.75593310567
881,MLT,GDPVD_CAP,2033,65110.98324205419
882,MLT,GDPVD_CAP,2034,65695.09360474691
883,MLT,GDPVD_CAP,2035,66272.82097486476
884,MLT,GDPVD_CAP,2036,66850.19913102474
885,MLT,GDPVD_CAP,2037,67423.00262897249
886,MLT,GDPVD_CAP,2038,67992.97448386038
887,MLT,GDPVD_CAP,2039,68558.14352691382
888,MLT,GDPVD_CAP,2040,69119.91210508834
889,MLT,GDPVD_CAP,2041,69678.85095142598
890,MLT,GDPVD_CAP,2042,70235.20440217917
891,MLT,GDPVD_CAP,2043,70790.86667669762
892,MLT,GDPVD_CAP,2044,71346.2807662072
893,MLT,GDPVD_CAP,2045,71902.5073064345
894,MLT,GDPVD_CAP,2046,72462.79270941712
895,MLT,GDPVD_CAP,2047,73029.21473662682
896,MLT,GDPVD_CAP,2048,73605.64914487563
897,MLT,GDPVD_CAP,2049,74195.05481315561
898,MLT,GDPVD_CAP,2050,74800.29911012667
