,LOCATION,TIME,MSW_GEN_T,INC_T,INC%,DIS%,RCY%,Scenario
38,BEL,2031,5115873.501869413,1931413.6682922035,0.377533507735568,0.0009742701403515,0.6214922221240805,CIR
39,BEL,2032,5140591.9542477215,1904890.2860634828,0.3705585471512582,0.0008222845759173,0.6286191682728245,CIR
40,BEL,2033,5165610.175915543,1878008.6129549518,0.3635598794719536,0.0006940075756186,0.6357461129524278,CIR
41,BEL,2034,5191643.846181526,1851034.9380670309,0.35654120215285456,0.0005857411027932,0.6428730567443522,CIR
42,BEL,2035,5217772.240531143,1823640.8062330377,0.3495056361539078,0.0004943638460922,0.65,CIR
43,BEL,2036,5243538.05588653,1833050.4989114313,0.349582758697365,0.000417241302635,0.65,CIR
44,BEL,2037,5268930.2625829615,1842270.1387836114,0.3496478501274535,0.0003521498725465,0.65,CIR
45,BEL,2038,5293389.348341384,1851113.008936094,0.34970278721630715,0.0002972127836928,0.65,CIR
46,BEL,2039,5317060.464961971,1859637.3993640917,0.3497491539956359,0.0002508460043641,0.65,CIR
47,BEL,2040,5339803.530628808,1867800.7320947018,0.3497882874119064,0.0002117125880936,0.65,CIR
48,BEL,2041,5361615.705280484,1875607.4611738431,0.3498213158631674,0.0001786841368326,0.65,CIR
49,BEL,2042,5382413.385858932,1883032.972582384,0.34984919172682377,0.0001508082731762,0.65,CIR
50,BEL,2043,5402161.997879509,1890069.1056769588,0.3498727188149598,0.0001272811850402,0.65,CIR
51,BEL,2044,5420816.533823992,1896703.4585925112,0.3498925755479359,0.0001074244520641,0.65,CIR
52,BEL,2045,5438330.973780824,1902922.7719014664,0.34990933451380596,9.066548619403092e-05,0.65,CIR
53,BEL,2046,5454786.795304573,1908757.9724912324,0.3499234789770835,7.652102291650396e-05,0.65,CIR
54,BEL,2047,5469973.448117469,1914137.4385206162,0.3499354168125588,6.45831874411968e-05,0.65,CIR
55,BEL,2048,5483934.706871644,1919078.2305492824,0.3499454922657233,5.4507734276699175e-05,0.65,CIR
56,BEL,2049,5496816.7087344,1923632.9718346996,0.34995399587875314,4.600412124682293e-05,0.65,CIR
57,BEL,2050,5508765.957879929,1927854.1956758522,0.3499611728681599,3.882713184005772e-05,0.65,CIR
58,CZE,2022,5323526.1798484605,881847.6556179423,0.16565104140110476,0.41142368333690604,0.42292527526198925,CIR
59,CZE,2023,5318394.64475782,939973.5087124184,0.17674008258091972,0.3781349766600706,0.4451249407590097,CIR
60,CZE,2024,5326184.1196045475,997166.2997287136,0.18721964493460846,0.3466121205452188,0.4661682345201727,CIR
61,CZE,2025,5345194.589456952,1053273.523654809,0.1970505481189258,0.31679868106471804,0.4861507708163561,CIR
62,CZE,2026,5357103.890786229,1104532.749885096,0.2061809463476712,0.2886374174928242,0.5051816361595046,CIR
63,CZE,2027,5365253.758632092,1151146.941493677,0.21455591725584472,0.2620705432829931,0.5233735394611622,CIR
64,CZE,2028,5373028.436915695,1193478.1780147336,0.2221239273209266,0.23703997272367713,0.5408360999553963,CIR
65,CZE,2029,5380798.421453404,1231346.058906726,0.22884077091557872,0.21348755241529352,0.5576716766691278,CIR
