"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1995","1995",174422549079.149,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1996","1996",187353375633.917,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1997","1997",201465925417.806,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1998","1998",209889895716.861,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1999","1999",208930385415.905,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2000","2000",220124590819.311,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2001","2001",227173021432.288,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2002","2002",233953265170.783,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2003","2003",244689280594.02,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2004","2004",260414795909.489,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2005","2005",276012252722.967,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2006","2006",293531568151.146,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2007","2007",309021744692.25,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2008","2008",319489371364.516,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2009","2009",316270506004.891,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2010","2010",334744905078.591,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2011","2011",355251003769.971,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2012","2012",378096949225.369,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2013","2013",390163991820.701,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2014","2014",396897732876.316,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2015","2015",405420849400.952,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2016","2016",412106045133.497,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2017","2017",418649560870.774,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2018","2018",435497891305.049,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2019","2019",438396072883.781,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",410374475181.72,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2021","2021",459364345667.108,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2022","2022",470816399514.824,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",470873276071.484,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2024","2024",479554572960.782,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2025","2025",489677205792.636,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2026","2026",495604900000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2027","2027",501993600000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2028","2028",509893400000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2029","2029",519292400000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",530010100000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2031","2031",541894300000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2032","2032",554780300000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2033","2033",568547500000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2034","2034",583111700000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2035","2035",598406100000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2036","2036",614370600000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2037","2037",630951000000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2038","2038",648102200000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2039","2039",665789800000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",683981800000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2041","2041",702641300000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2042","2042",721725200000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2043","2043",741186300000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2044","2044",760975300000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2045","2045",781038400000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2046","2046",801313400000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2047","2047",821732400000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2048","2048",842230200000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2049","2049",862750500000,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",883249700000,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1990","1990",8726.29972876993,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1991","1991",9251.03967039795,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1992","1992",10202.0057734187,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1993","1993",10723.867288627,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1994","1994",11141.158914589,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1995","1995",12116.9347756329,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1996","1996",12836.3758890352,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1997","1997",13616.1726540068,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1998","1998",13995.7882396552,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1999","1999",13747.9408504642,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2000","2000",14295.8617174595,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2001","2001",14588.8584931842,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2002","2002",14858.3425060084,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2003","2003",15370.4327003428,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2004","2004",16184.8299764947,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2005","2005",16950.6383747994,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2006","2006",17869.7387184232,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2007","2007",18617.6163360467,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2008","2008",19058.5233417942,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2009","2009",18683.5138799844,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2010","2010",19617.1083642465,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2011","2011",20589.2969787516,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2012","2012",21675.5321068011,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2013","2013",22153.427368948,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2014","2014",22313.1481154076,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2015","2015",22559.1957521089,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2016","2016",22684.1366524668,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2017","2017",22728.9862040131,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2018","2018",23224.8138895215,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2019","2019",22944.0057035845,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",21089.9340786389,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2021","2021",23343.6259666102,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2022","2022",23744.3530080735,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",23550.6112804306,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2024","2024",23809.4008654648,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2025","2025",24157.2982190566,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2026","2026",24303.82,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2027","2027",24479.16,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2028","2028",24733.92,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2029","2029",25066.52,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",25464.63,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2031","2031",25921.63,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2032","2032",26428.11,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2033","2033",26989.05,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2034","2034",27587.11,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2035","2035",28221.93,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2036","2036",28891.26,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2037","2037",29593.32,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2038","2038",30327.18,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2039","2039",31090.13,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",31883.17,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2041","2041",32703.14,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2042","2042",33549.87,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2043","2043",34420.39,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2044","2044",35311.11,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2045","2045",36222.09,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2046","2046",37150.51,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2047","2047",38092.2,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2048","2048",39044.71,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2049","2049",40005.61,,
"CHL","Chile","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",40974.65,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1990","1990",13178782,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1991","1991",13422010,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1992","1992",13665241,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1993","1993",13908473,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1994","1994",14151708,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1995","1995",14394940,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1996","1996",14595504,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1997","1997",14796076,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1998","1998",14996647,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","1999","1999",15197213,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2000","2000",15397784,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2001","2001",15571679,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2002","2002",15745583,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2003","2003",15919479,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2004","2004",16090054.47,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2005","2005",16283295.45,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2006","2006",16426181.31,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2007","2007",16598351.75,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2008","2008",16763595.25,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2009","2009",16927785,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2010","2010",17063927,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2011","2011",17254159.000018,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2012","2012",17443491.000008,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2013","2013",17611902.001565,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2014","2014",17787617.006058,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2015","2015",17971423,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2016","2016",18167147.000002,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2017","2017",18419192.000603,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2018","2018",18751405.00056,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2019","2019",19107216.000007,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2020","2020",19458310,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2021","2021",19678363.006851,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2022","2022",19828563,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2023","2023",19994099.9604862,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2024","2024",20141396.0674823,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2025","2025",20270363.0742262,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2026","2026",20392057.4754296,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2027","2027",20506975.4247018,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2028","2028",20615147.8229174,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2029","2029",20716574.5211861,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2030","2030",20813578.0291223,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2031","2031",20905103.3052413,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2032","2032",20992053.5973525,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2033","2033",21065862.0446393,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2034","2034",21137102.7996096,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2035","2035",21203580.9255435,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2036","2036",21264927.3286855,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2037","2037",21320726.1188378,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2038","2038",21370344.2740611,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2039","2039",21414827.7248258,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2040","2040",21452752.9777107,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2041","2041",21485436.4325251,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2042","2042",21512013.3051031,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2043","2043",21533349.5256804,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2044","2044",21550589.6397993,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2045","2045",21562486.2851662,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2046","2046",21569376.847345,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2047","2047",21572195.1528723,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2048","2048",21570913.9886511,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2049","2049",21565736.6963422,,
"CHL","Chile","POP","Total population","S0","Baseline","A","Annual","2050","2050",21556004.7355564,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1990","1990",115002001792.118,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1991","1991",124167546966.478,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1992","1992",139412867577.158,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1993","1993",149152618639.452,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1994","1994",157666427740.861,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1995","1995",174422549079.149,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1996","1996",187353375633.917,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1997","1997",201465925417.806,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1998","1998",209889895716.861,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1999","1999",208930385415.905,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2000","2000",220124590819.311,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2001","2001",227173021432.288,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2002","2002",233953265170.783,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2003","2003",244689280594.02,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2004","2004",260414795909.489,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2005","2005",276012252722.967,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2006","2006",293531568151.146,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2007","2007",309021744692.25,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2008","2008",319489371364.516,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2009","2009",316270506004.891,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2010","2010",334744905078.591,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2011","2011",355251003769.971,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2012","2012",378096949225.369,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2013","2013",390163991820.701,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2014","2014",396897732876.316,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2015","2015",405420849400.952,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2016","2016",412106045133.497,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2017","2017",418649560870.774,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2018","2018",435497891305.049,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2019","2019",438396072883.781,,
"CHL","Chile","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",410374475181.72,,
