"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1990","1990",513774330384.464,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1991","1991",506945529647.63,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1992","1992",522250168284.362,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1993","1993",543637228791.63,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1994","1994",569455504292.035,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1995","1995",587295329245.582,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1996","1996",610611180470.389,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1997","1997",636094091803.415,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1998","1998",667631428353.57,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1999","1999",694951992362.2,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2000","2000",718500751916.396,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2001","2001",738175846851.642,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2002","2002",767826685501.104,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2003","2003",791933591102.963,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2004","2004",823261846262.798,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2005","2005",848066285505.868,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2006","2006",870837691172.975,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2007","2007",908932797028.07,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2008","2008",930908978603.79,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2009","2009",949354007809.659,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2010","2010",972936125078.551,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2011","2011",998810989559.241,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2012","2012",1037719189710.03,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2013","2013",1060217776924.81,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2014","2014",1087018913661.76,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2015","2015",1111682773964.33,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2016","2016",1141524823799.81,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2017","2017",1169210535649.65,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2018","2018",1202453881037.07,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2019","2019",1225634514382.66,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",1202792223571.83,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2021","2021",1265290284746.7,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2022","2022",1312306196588.78,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",1336858711474.97,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2024","2024",1355018378870.17,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2025","2025",1383375640304.39,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2026","2026",1419704000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2027","2027",1458156000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2028","2028",1497313000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2029","2029",1536964000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",1577256000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2031","2031",1618554000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2032","2032",1660975000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2033","2033",1704598000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2034","2034",1749482000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2035","2035",1795675000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2036","2036",1843224000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2037","2037",1892209000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2038","2038",1942605000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2039","2039",1994494000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",2047911000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2041","2041",2102836000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2042","2042",2159222000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2043","2043",2216993000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2044","2044",2276060000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2045","2045",2336335000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2046","2046",2397745000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2047","2047",2460248000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2048","2048",2523830000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2049","2049",2588503000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",2654292000000,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1990","1990",30106.7283745459,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1991","1991",29330.3361286525,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1992","1992",29879.4050029386,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1993","1993",30827.5244852014,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1994","1994",31982.0001848887,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1995","1995",32618.6387730886,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1996","1996",33504.4104994507,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1997","1997",34527.1721111336,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1998","1998",35879.5023728783,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","1999","1999",36941.362425764,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2000","2000",37758.5949674386,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2001","2001",38297.656868934,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2002","2002",39385.4223347852,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2003","2003",40157.4787458337,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2004","2004",41302.0737914481,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2005","2005",42031.7535737019,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2006","2006",42581.6679464562,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2007","2007",43640.7842011595,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2008","2008",43809.1306309786,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2009","2009",43765.7725217322,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2010","2010",44160.5372724222,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2011","2011",44709.533999966,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2012","2012",45647.1370316946,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2013","2013",45841.1100317281,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2014","2014",46304.0042964325,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2015","2015",46677.9800959158,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2016","2016",47188.1915844309,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2017","2017",47540.0922026189,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2018","2018",48162.5003419396,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2019","2019",48367.1997214963,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",46882.7970661746,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2021","2021",49255.8922126082,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2022","2022",50480.8873865226,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",50475.7139182801,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2024","2024",50257.3518886562,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2025","2025",50439.368838906,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2026","2026",50939.95,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2027","2027",51537.97,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2028","2028",52142.02,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2029","2029",52783.39,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",53431.59,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2031","2031",54134.85,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2032","2032",54859.16,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2033","2033",55608.44,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2034","2034",56381.61,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2035","2035",57178.14,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2036","2036",58002.17,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2037","2037",58853.91,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2038","2038",59729.9,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2039","2039",60635.32,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",61568.66,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2041","2041",62529.1,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2042","2042",63514.83,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2043","2043",64520.09,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2044","2044",65543.84,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2045","2045",66583.48,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2046","2046",67637.85,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2047","2047",68705.81,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2048","2048",69786.95,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2049","2049",70882.7,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",71993.19,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1990","1990",17065100,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1991","1991",17284000,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1992","1992",17478600,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1993","1993",17634800,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1994","1994",17805500,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1995","1995",18004900,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1996","1996",18224800,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1997","1997",18423000,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1998","1998",18607600,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","1999","1999",18812300,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2000","2000",19028800,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2001","2001",19274700,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2002","2002",19495200,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2003","2003",19720700,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2004","2004",19932700,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2005","2005",20176800,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2006","2006",20451000,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2007","2007",20827600,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2008","2008",21249200,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2009","2009",21691700,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2010","2010",22031800,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2011","2011",22340000,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2012","2012",22733500,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2013","2013",23128100,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2014","2014",23475700,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2015","2015",23816000,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2016","2016",24190900,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2017","2017",24594200,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2018","2018",24966600,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2019","2019",25340200,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2020","2020",25655300,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2021","2021",25688100,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2022","2022",25996100,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2023","2023",26485186.7898161,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2024","2024",26961595.2283395,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2025","2025",27426505.7662128,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2026","2026",27870153.7823247,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2027","2027",28292842.7102385,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2028","2028",28716043.4954622,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2029","2029",29118324.9276015,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2030","2030",29519165.270408,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2031","2031",29898565.8160507,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2032","2032",30277074.1278203,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2033","2033",30653589.2086742,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2034","2034",31029308.1842753,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2035","2035",31404920.4148854,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2036","2036",31778530.6251685,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2037","2037",32150947.7235898,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2038","2038",32523164.1597142,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2039","2039",32893279.570575,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2040","2040",33262223.138645,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2041","2041",33629720.4012527,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2042","2042",33995560.4658747,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2043","2043",34361284.567062,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2044","2044",34725765.2696867,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2045","2045",35088802.1709337,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2046","2046",35449743.3660419,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2047","2047",35808436.6797277,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2048","2048",36164784.3912469,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2049","2049",36518116.3699867,,
"AUS","Australia","POP","Total population","S0","Baseline","A","Annual","2050","2050",36868650.7236646,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1990","1990",513774330384.464,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1991","1991",506945529647.63,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1992","1992",522250168284.362,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1993","1993",543637228791.63,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1994","1994",569455504292.035,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1995","1995",587295329245.582,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1996","1996",610611180470.389,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1997","1997",636094091803.415,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1998","1998",667631428353.57,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1999","1999",694951992362.2,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2000","2000",718500751916.396,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2001","2001",738175846851.642,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2002","2002",767826685501.104,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2003","2003",791933591102.963,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2004","2004",823261846262.798,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2005","2005",848066285505.868,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2006","2006",870837691172.975,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2007","2007",908932797028.07,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2008","2008",930908978603.79,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2009","2009",949354007809.659,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2010","2010",972936125078.551,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2011","2011",998810989559.241,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2012","2012",1037719189710.03,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2013","2013",1060217776924.81,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2014","2014",1087018913661.76,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2015","2015",1111682773964.33,,
