DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ES,2017,473,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ES,2018,475,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ES,2019,472,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ES,2020,464,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ES,2021,472,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2012,488,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2013,479,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2014,478,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2015,480,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2016,493,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2017,499,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2018,500,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2019,504,s
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2020,521,s
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,EU27_2020,2021,527,s
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2012,506,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2013,493,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2014,482,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2015,500,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2016,504,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2017,510,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2018,551,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2019,566,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2020,609,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FI,2021,630,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2012,527,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2013,520,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2014,517,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2015,516,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2016,553,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2017,558,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2018,557,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2019,555,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2020,538,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,FR,2021,565,p
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2012,391,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2013,404,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2014,387,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2015,393,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2016,403,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2017,416,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2018,432,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2019,445,
