STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,DISPOSAL,Disposal operations,T,Tonnes,2018,,53,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,DISPOSAL,Disposal operations,T,Tonnes,2019,,45.87,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,DISPOSAL,Disposal operations,T,Tonnes,2020,,41.46,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,DISPOSAL,Disposal operations,T,Tonnes,2021,,3,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1985,,17.74892,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1993,,63.1,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1994,,55.26,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1995,,56.29358,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1996,,49.67722,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1997,,53.54382,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1998,,52.65839,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1999,,50.22529,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2000,,52.90468,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2001,,56.77749,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2002,,56.27803,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2003,,54.03538,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2004,,54.45834,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2005,,53.78446,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2006,,53.17085,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2007,,51.07814,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2008,,48.22368,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2009,,48.14551,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2010,,48.14551,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2011,,55.02811,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2012,,55.35833,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2013,,55.00767,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2014,,53.16956,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2015,,51.29523,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2016,,50.48339,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2017,,51.37479,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2018,,48.90588,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2019,,47.53623,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2020,,53.457,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2021,,66.60338,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1985,,500,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1993,,468,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1994,,511,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1995,,503,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1996,,432,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1997,,344,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1998,,357,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1999,,361,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2000,,355,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2001,,251,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2002,,218,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2003,,184,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2004,,169,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2005,,207,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2006,,203,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2007,,204,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2008,,175,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2009,,130,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2010,,130,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2011,,124,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2012,,98,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2013,,78,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2014,,66,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2015,,61,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2016,,56,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2017,,48,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,53,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2019,,46,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2020,,41,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2021,,3,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,1995,,25.24771,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,1996,,37.04273,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,1997,,35.37371,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,1998,,35.9758,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,1999,,38.93061,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2000,,37.08404,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2001,,36.0898,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2002,,37.61211,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2003,,40.87894,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2004,,41.04338,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2005,,41.02757,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2006,,41.78065,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2007,,44.19198,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2008,,47.93859,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2009,,48.76367,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2010,,48.76367,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2011,,42.39017,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2012,,42.46727,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2013,,43.28293,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2014,,45.38276,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2015,,47.39884,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2016,,48.33964,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2017,,47.60999,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2018,,49.96813,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2019,,51.50947,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2020,,45.00422,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,MAT_RECOV,Material recovery (Recycling + Composting),PT_WST_TR,Percentage of treated waste,2021,,33.33333,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,WEEE,Electric and electronic equipment waste,T,Tonnes,2011,,52,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,WEEE,Electric and electronic equipment waste,T,Tonnes,2012,,44,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,WEEE,Electric and electronic equipment waste,T,Tonnes,2013,,54,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,WEEE,Electric and electronic equipment waste,T,Tonnes,2014,,29,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,WEEE,Electric and electronic equipment waste,T,Tonnes,2015,,32,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,WEEE,Electric and electronic equipment waste,T,Tonnes,2016,,58,,A,Normal value,3,Thousands,1,One,,,,,,
