STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GBR,United Kingdom,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2018,,718,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GBR,United Kingdom,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2019,,843,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GBR,United Kingdom,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2020,,728,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GBR,United Kingdom,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2021,,803,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2007,,218.8676,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2008,,225.5331,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2009,,228.2632,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2015,,205.429,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2016,,230.7808,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2017,,244.4657,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2018,,259.0975,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2019,,263.763,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2020,,258.45,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2015,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2016,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2017,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2018,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2019,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2020,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2015,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2016,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2017,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2018,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2019,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GEO,Georgia,A,Annual,LANDFILL,Landfill,PT_WST_TR,Percentage of treated waste,2020,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,1997,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,1998,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,1999,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2000,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2001,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2002,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2003,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2004,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2006,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2007,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2008,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2009,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2010,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2011,,0.2864304,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2012,,0.5308439,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2013,,0.5488266,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2014,,0.4703669,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2015,,0.3411029,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2016,,0.5030743,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2017,,1.071099,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2018,,1.502806,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,INCINERATION,Memo: total incineration,PT_WST_TR,Percentage of treated waste,2019,,1.318133,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2006,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2007,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2008,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2009,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2010,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2011,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2012,,2,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2013,,1,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2014,,3,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2015,,0,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2016,,1,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2017,,1,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2018,,1,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2019,,1,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2020,,3,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2021,,5,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2007,,39,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2008,,35,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2009,,28,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2010,,53,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2011,,123,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2012,,220,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2013,,228,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2014,,236,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2015,,270,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2016,,322,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2017,,366,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2018,,398,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2019,,484,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2020,,412,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HRV,Croatia,A,Annual,RECYCLING,Recycling,T,Tonnes,2021,,467,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1990,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1994,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1995,,0.45,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1996,,0.44,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1997,,0.43,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1998,,0.42,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,1999,,0.41,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2007,,1.47,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2008,,1.92,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2009,,2.1,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2010,,3.67,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2011,,4.83,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2012,,4.59,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2013,,5.03,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2014,,6.36,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2015,,6.23,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2016,,7.87,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2017,,8.24,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2018,,8.25,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2019,,9.31,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2020,,9.768507,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,COMPOST,Composting,PT_WST_TR,Percentage of treated waste,2021,,9.450767,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,IX,Index,1990,,120.826,,A,Normal value,0,Units,1,One,,,2000,,,
