,LOCATION,TIME,MSW_GEN_T,INC_T,INC%,DIS%,RCY%
1153,SVN,2015,926000.0,158000.0,0.18181818181818182,0.24165707710011508,0.5765247410817032
1154,SVN,2016,943000.0,188000.0,0.2379746835443038,0.09873417721518987,0.6620253164556962
1155,SVN,2017,974000.0,111000.0,0.14359637774902975,0.12807244501940493,0.7283311772315654
1156,SVN,2018,1009000.0,105000.0,0.13190954773869346,0.12185929648241206,0.7462311557788944
1157,SVN,2019,1052000.0,137000.0,0.1578341013824885,0.12442396313364056,0.717741935483871
1158,SVN,2020,1024000.0,134000.0,0.16563658838071693,0.08529048207663782,0.7503090234857849
1159,SVN,2021,1077000.0,118000.0,0.13833528722157093,0.07737397420867527,0.7678780773739742
1160,SVN,2022,1085766.370645927,163247.62206993956,0.15035243905447437,0.04799755604398892,0.8016500049015367
1161,SVN,2023,1093707.2735918467,162689.6803109472,0.14875066138735427,0.03616082960367192,0.8150885090089738
1162,SVN,2024,1102929.6566911552,161915.88323505787,0.14680526745541844,0.02715488731779934,0.8260398452267822
1163,SVN,2025,1115879.8335113705,161520.03021465175,0.14474679563514659,0.020341742802085814,0.8349114615627676
1164,SVN,2026,1129549.977492926,161216.72601301566,0.1427265098715168,0.015209711995391458,0.8420637781330917
1165,SVN,2027,1142244.2218222157,160868.8875817245,0.14083580770939796,0.011356557199144527,0.8478076350914575
1166,SVN,2028,1153832.7190345526,160525.0440264499,0.13912332470582578,0.008470657384075257,0.852406017910099
1167,SVN,2029,1164582.912916765,160256.69920970642,0.13760866438297148,0.006313160946924183,0.8560781746701044
1168,SVN,2030,1174857.649871733,160124.58155348207,0.1362927513566975,0.00470242730398416,0.8590048213393183
1169,SVN,2031,1184797.447665049,160143.47468748761,0.13516527656528288,0.003501123263483717,0.8613336001712334
1170,SVN,2032,1194410.0251697577,160301.57715402025,0.13420983897990735,0.002605860259006883,0.8631843007610858
1171,SVN,2033,1203763.4998445038,160590.91028972226,0.13340735976000817,0.0019390515535760212,0.8646535886864158
1172,SVN,2034,1212960.4159959112,161006.24532393581,0.13273825196656586,0.0014426103241207953,0.8658191377093134
1173,SVN,2035,1221874.0989795206,161511.86735497988,0.13218372293010439,0.0010731248263641205,0.8667431522435315
1174,SVN,2036,1230527.4412566181,162093.06081982818,0.13172649010923176,0.0007981930343553663,0.8674753168564129
1175,SVN,2037,1238930.1210744062,162734.8498196375,0.13135111258616672,0.0005936537947781552,0.8680552336190551
1176,SVN,2038,1247009.238482424,163413.17817035702,0.13104407980908495,0.00044150383235661944,0.8685144163585584
1177,SVN,2039,1254748.8630120626,164113.3146695249,0.1307937544374943,0.00032833546224541677,0.8688779101002603
1178,SVN,2040,1262189.3954460334,164829.60849753174,0.13059023399517955,0.00024416745744049916,0.86916559854738
1179,SVN,2041,1269375.3841222848,165558.5046459214,0.13042517344890658,0.0001815715746393329,0.869393254976454
1180,SVN,2042,1276279.9808470965,166288.55471084872,0.13029159526617284,0.0001350207664764221,0.8695733839673507
1181,SVN,2043,1282956.020061929,167019.96544233066,0.13018370297235016,0.00010040325612192045,0.8697158937715279
1182,SVN,2044,1289450.1984406344,167753.2249602021,0.13009670723465738,7.46605096250214e-05,0.8698286322557176
1183,SVN,2045,1295710.3452998374,168476.9001357979,0.1300266689595745,5.551764964847357e-05,0.869917813390777
1184,SVN,2046,1301750.176275859,169188.9403735762,0.12997036102395942,4.1282780454196646e-05,0.8699883561955863
1185,SVN,2047,1307631.3181987992,169894.19322746643,0.12992514852082904,3.069765013737895e-05,0.8700441538290336
1186,SVN,2048,1313351.8255108185,170589.80607754493,0.12988888640802343,2.2826539528258646e-05,0.8700882870524483
