LOCATION,TIME,POP,Variable
ESP,2037,50401899.0299376,Total Population
ESP,2038,50545691.1254341,Total Population
ESP,2039,50686327.4798337,Total Population
ESP,2040,50819604.1601436,Total Population
ESP,2041,50946500.9479854,Total Population
ESP,2042,51061130.0740823,Total Population
ESP,2043,51165524.3276898,Total Population
ESP,2044,51257613.1302512,Total Population
ESP,2045,51338139.3801953,Total Population
ESP,2046,51404514.5563175,Total Population
ESP,2047,51455250.0052489,Total Population
ESP,2048,51488998.6832746,Total Population
ESP,2049,51507678.6208739,Total Population
ESP,2050,51509693.9594726,Total Population
SWE,2010,9378126.0,Total Population
SWE,2011,9449212.5,Total Population
SWE,2012,9519374.0,Total Population
SWE,2013,9600378.5,Total Population
SWE,2014,9696109.5,Total Population
SWE,2015,9799186.0,Total Population
SWE,2016,9923085.0,Total Population
SWE,2017,10057697.5,Total Population
SWE,2018,10175213.5,Total Population
SWE,2019,10278887.0,Total Population
SWE,2020,10353442.0,Total Population
SWE,2021,10415810.5,Total Population
SWE,2022,10486941.0,Total Population
SWE,2023,10570051.3471516,Total Population
SWE,2024,10640609.0598386,Total Population
SWE,2025,10711448.4344472,Total Population
SWE,2026,10781787.5294513,Total Population
SWE,2027,10851201.8667679,Total Population
SWE,2028,10918989.0438887,Total Population
SWE,2029,10984780.9052514,Total Population
SWE,2030,11048433.159785,Total Population
SWE,2031,11109955.180591,Total Population
SWE,2032,11169208.5531736,Total Population
SWE,2033,11227319.1773288,Total Population
SWE,2034,11285303.2075393,Total Population
SWE,2035,11342095.9617392,Total Population
SWE,2036,11397921.6525808,Total Population
SWE,2037,11453094.0378607,Total Population
SWE,2038,11507670.8223688,Total Population
SWE,2039,11561442.4276162,Total Population
SWE,2040,11614994.3155935,Total Population
SWE,2041,11668547.8086706,Total Population
SWE,2042,11722071.0515765,Total Population
SWE,2043,11775233.3055944,Total Population
SWE,2044,11828276.1648006,Total Population
SWE,2045,11881209.5300103,Total Population
SWE,2046,11933931.1238845,Total Population
SWE,2047,11985796.584443,Total Population
SWE,2048,12036670.7657533,Total Population
SWE,2049,12086297.4150138,Total Population
SWE,2050,12134567.7019802,Total Population
CHE,2010,7827970.0,Total Population
CHE,2011,7912398.0,Total Population
CHE,2012,7996861.0,Total Population
CHE,2013,8089345.5,Total Population
CHE,2014,8188648.5,Total Population
CHE,2015,8282396.0,Total Population
CHE,2016,8373338.0,Total Population
CHE,2017,8451840.0,Total Population
CHE,2018,8514328.0,Total Population
CHE,2019,8575280.0,Total Population
CHE,2020,8638166.5,Total Population
CHE,2021,8704545.5,Total Population
CHE,2022,8781667.5,Total Population
CHE,2023,8839133.84125601,Total Population
CHE,2024,8882516.26993464,Total Population
CHE,2025,8928629.40351789,Total Population
CHE,2026,8977277.89630832,Total Population
CHE,2027,9028429.92035403,Total Population
CHE,2028,9078754.41685332,Total Population
CHE,2029,9127546.04840178,Total Population
CHE,2030,9174631.90305665,Total Population
CHE,2031,9219706.89793522,Total Population
CHE,2032,9262871.14066853,Total Population
CHE,2033,9304425.49500786,Total Population
CHE,2034,9346808.25181137,Total Population
CHE,2035,9387511.75386434,Total Population
CHE,2036,9426387.25605702,Total Population
CHE,2037,9464291.35513252,Total Population
CHE,2038,9500771.24962881,Total Population
CHE,2039,9535789.70161861,Total Population
CHE,2040,9569783.86644232,Total Population
CHE,2041,9602688.37236768,Total Population
CHE,2042,9634878.09568188,Total Population
CHE,2043,9666085.4033629,Total Population
CHE,2044,9696390.30429041,Total Population
CHE,2045,9726384.7721413,Total Population
CHE,2046,9755636.39983466,Total Population
CHE,2047,9784283.98346273,Total Population
CHE,2048,9811952.69654197,Total Population
CHE,2049,9838495.08580385,Total Population
CHE,2050,9863903.25000654,Total Population
GBR,2010,62760000.0,Total Population
GBR,2011,63285000.0,Total Population
GBR,2012,63705000.0,Total Population
GBR,2013,64106000.0,Total Population
GBR,2014,64597000.0,Total Population
GBR,2015,65110000.0,Total Population
GBR,2016,65648000.0,Total Population
GBR,2017,66040000.0,Total Population
GBR,2018,66436000.0,Total Population
GBR,2019,66797000.0,Total Population
GBR,2020,67081000.0,Total Population
GBR,2021,67026000.0,Total Population
GBR,2022,67791000.0,Total Population
GBR,2023,68254851.7738075,Total Population
GBR,2024,68616456.9938476,Total Population
GBR,2025,68956262.5252037,Total Population
GBR,2026,69271045.4921129,Total Population
GBR,2027,69564837.3848644,Total Population
GBR,2028,69834472.0360938,Total Population
GBR,2029,70079363.5525487,Total Population
GBR,2030,70301544.7388806,Total Population
GBR,2031,70496309.2169305,Total Population
GBR,2032,70686427.5074321,Total Population
GBR,2033,70870879.134695,Total Population
GBR,2034,71049144.1059033,Total Population
GBR,2035,71220853.1689577,Total Population
GBR,2036,71387635.4669988,Total Population
GBR,2037,71547275.4618631,Total Population
GBR,2038,71704581.8484849,Total Population
GBR,2039,71854559.9461505,Total Population
GBR,2040,72001866.2598457,Total Population
GBR,2041,72146028.0501577,Total Population
GBR,2042,72284967.0016786,Total Population
GBR,2043,72418510.4027049,Total Population
GBR,2044,72545281.5943767,Total Population
GBR,2045,72663656.3352179,Total Population
GBR,2046,72775434.7947902,Total Population
GBR,2047,72875329.6801169,Total Population
GBR,2048,72964128.0623943,Total Population
GBR,2049,73042652.3973252,Total Population
GBR,2050,73107491.2717216,Total Population
BGR,2010,7395599.00321645,Total Population
BGR,2011,7348328.0,Total Population
BGR,2012,7305888.0,Total Population
BGR,2013,7265115.0,Total Population
BGR,2014,7223937.0,Total Population
BGR,2015,7177991.0,Total Population
BGR,2016,7127821.5,Total Population
BGR,2017,7075946.5,Total Population
BGR,2018,7025036.5,Total Population
BGR,2019,6975760.5,Total Population
BGR,2020,6934015.0,Total Population
BGR,2021,6877742.5,Total Population
BGR,2022,6819462.0,Total Population
BGR,2023,6755873.6652477,Total Population
BGR,2024,6671557.22417575,Total Population
BGR,2025,6619605.84029041,Total Population
BGR,2026,6566564.59832202,Total Population
BGR,2027,6512259.0740935,Total Population
BGR,2028,6459009.60108613,Total Population
BGR,2029,6406388.73812253,Total Population
BGR,2030,6354459.0126744,Total Population
BGR,2031,6303301.99426299,Total Population
BGR,2032,6253268.70368622,Total Population
BGR,2033,6205250.00672636,Total Population
BGR,2034,6164186.10215263,Total Population
BGR,2035,6123329.37456094,Total Population
BGR,2036,6082511.13781175,Total Population
BGR,2037,6041882.42522617,Total Population
BGR,2038,6002591.23475342,Total Population
BGR,2039,5964365.18512715,Total Population
BGR,2040,5926424.05710809,Total Population
BGR,2041,5889106.27244225,Total Population
BGR,2042,5852235.6814956,Total Population
BGR,2043,5815712.50545845,Total Population
BGR,2044,5779853.50100982,Total Population
BGR,2045,5744278.37525158,Total Population
BGR,2046,5709309.61349764,Total Population
BGR,2047,5674781.18573965,Total Population
BGR,2048,5640974.77605866,Total Population
BGR,2049,5607827.86665663,Total Population
BGR,2050,5575145.14618204,Total Population
HRV,2010,4376152.0,Total Population
HRV,2011,4361212.0,Total Population
HRV,2012,4342471.0,Total Population
HRV,2013,4320718.0,Total Population
HRV,2014,4296989.0,Total Population
HRV,2015,4270955.0,Total Population
HRV,2016,4238675.0,Total Population
HRV,2017,4208827.0,Total Population
HRV,2018,4176106.0,Total Population
HRV,2019,4144864.0,Total Population
HRV,2020,4114639.0,Total Population
HRV,2021,4079100.0,Total Population
HRV,2022,4041170.90919268,Total Population
HRV,2023,4019543.90984325,Total Population
HRV,2024,3997688.89596328,Total Population
HRV,2025,3975564.89051251,Total Population
HRV,2026,3953217.87818691,Total Population
HRV,2027,3930704.88051367,Total Population
HRV,2028,3907950.89309298,Total Population
HRV,2029,3884987.88124193,Total Population
HRV,2030,3861824.86519775,Total Population
HRV,2031,3838455.84798876,Total Population
HRV,2032,3814819.85218395,Total Population
HRV,2033,3790855.84572417,Total Population
HRV,2034,3766460.83040862,Total Population
HRV,2035,3741851.83099466,Total Population
HRV,2036,3716883.85847886,Total Population
HRV,2037,3691589.85882143,Total Population
HRV,2038,3666074.84809146,Total Population
HRV,2039,3640236.82378735,Total Population
HRV,2040,3614124.82263084,Total Population
HRV,2041,3587858.80445318,Total Population
HRV,2042,3561252.81873374,Total Population
HRV,2043,3534622.79664125,Total Population
HRV,2044,3507898.794847,Total Population
HRV,2045,3481068.80711,Total Population
HRV,2046,3454271.81560657,Total Population
HRV,2047,3427471.82292561,Total Population
HRV,2048,3400614.80680355,Total Population
HRV,2049,3373684.80916583,Total Population
HRV,2050,3346887.81438431,Total Population
EST,2010,1333290.0,Total Population
EST,2011,1329660.0,Total Population
EST,2012,1325217.0,Total Population
EST,2013,1320174.0,Total Population
EST,2014,1315819.0,Total Population
EST,2015,1313271.0,Total Population
EST,2016,1315944.0,Total Population
EST,2017,1315635.0,Total Population
EST,2018,1319133.0,Total Population
EST,2019,1324820.0,Total Population
EST,2020,1328889.0,Total Population
EST,2021,1330068.0,Total Population
EST,2022,1331796.0,Total Population
EST,2023,1365884.0,Total Population
EST,2024,1364511.22395142,Total Population
EST,2025,1362442.94770561,Total Population
EST,2026,1359706.03843657,Total Population
EST,2027,1356291.314224,Total Population
EST,2028,1352892.5964349,Total Population
EST,2029,1349549.3429709,Total Population
EST,2030,1346154.71808909,Total Population
EST,2031,1342834.53867212,Total Population
EST,2032,1339653.72773419,Total Population
EST,2033,1336659.03800512,Total Population
EST,2034,1335416.26217834,Total Population
EST,2035,1334387.7652781,Total Population
EST,2036,1333428.43251718,Total Population
EST,2037,1332682.97770169,Total Population
EST,2038,1331872.08073604,Total Population
EST,2039,1331167.28961465,Total Population
EST,2040,1330492.77835574,Total Population
EST,2041,1329895.45532485,Total Population
EST,2042,1329366.57542133,Total Population
EST,2043,1328757.26092929,Total Population
EST,2044,1328140.86571355,Total Population
EST,2045,1327503.85789302,Total Population
EST,2046,1326839.57771943,Total Population
EST,2047,1326129.95376677,Total Population
EST,2048,1325437.27276819,Total Population
EST,2049,1324650.04904145,Total Population
EST,2050,1323745.63491923,Total Population
LVA,2010,2097288.0,Total Population
LVA,2011,2058825.0,Total Population
LVA,2012,2033650.0,Total Population
LVA,2013,2012813.0,Total Population
LVA,2014,1994250.0,Total Population
LVA,2015,1977313.0,Total Population
LVA,2016,1959338.0,Total Population
LVA,2017,1941163.0,Total Population
LVA,2018,1926250.0,Total Population
LVA,2019,1913188.0,Total Population
LVA,2020,1900863.0,Total Population
LVA,2021,1883013.0,Total Population
LVA,2022,1886225.0,Total Population
LVA,2023,1876493.44105188,Total Population
LVA,2024,1856839.84666514,Total Population
LVA,2025,1836681.83659416,Total Population
LVA,2026,1815770.70146511,Total Population
LVA,2027,1793865.83397092,Total Population
LVA,2028,1772113.55563082,Total Population
LVA,2029,1750457.98780219,Total Population
LVA,2030,1728962.8548824,Total Population
LVA,2031,1707807.32571698,Total Population
LVA,2032,1687084.92219272,Total Population
LVA,2033,1666908.20870565,Total Population
LVA,2034,1648635.24829453,Total Population
LVA,2035,1630832.90926301,Total Population
LVA,2036,1613413.77606161,Total Population
LVA,2037,1596506.25264843,Total Population
LVA,2038,1579973.58669203,Total Population
LVA,2039,1563829.58953394,Total Population
LVA,2040,1548129.39531227,Total Population
LVA,2041,1532804.70166013,Total Population
LVA,2042,1517803.4971777,Total Population
LVA,2043,1503132.55804876,Total Population
LVA,2044,1488772.26971322,Total Population
LVA,2045,1474783.61881924,Total Population
LVA,2046,1461133.71894474,Total Population
LVA,2047,1447768.65899849,Total Population
LVA,2048,1434801.06080841,Total Population
LVA,2049,1422046.78047299,Total Population
LVA,2050,1409445.30759869,Total Population
LTU,2010,3097282.0,Total Population
LTU,2011,3028115.0,Total Population
LTU,2012,2987773.0,Total Population
LTU,2013,2957689.0,Total Population
LTU,2014,2932367.0,Total Population
LTU,2015,2904910.0,Total Population
LTU,2016,2868231.0,Total Population
LTU,2017,2828403.0,Total Population
LTU,2018,2801543.0,Total Population
LTU,2019,2794137.0,Total Population
LTU,2020,2794885.0,Total Population
LTU,2021,2808380.0,Total Population
LTU,2022,2833000.0,Total Population
LTU,2023,2832543.21998849,Total Population
LTU,2024,2820967.31050652,Total Population
LTU,2025,2805693.35370991,Total Population
LTU,2026,2786507.27181504,Total Population
LTU,2027,2762982.15513015,Total Population
LTU,2028,2739503.16062835,Total Population
LTU,2029,2716041.51644081,Total Population
LTU,2030,2692584.50376512,Total Population
LTU,2031,2669274.1173215,Total Population
LTU,2032,2646196.62064141,Total Population
LTU,2033,2623274.82729468,Total Population
LTU,2034,2603246.45282459,Total Population
LTU,2035,2583302.28710138,Total Population
LTU,2036,2563315.44969742,Total Population
LTU,2037,2543389.29660792,Total Population
LTU,2038,2523144.38792476,Total Population
LTU,2039,2503013.15832408,Total Population
LTU,2040,2483154.52731772,Total Population
LTU,2041,2463637.05895791,Total Population
LTU,2042,2444438.25482581,Total Population
LTU,2043,2425576.41213885,Total Population
LTU,2044,2407189.85524397,Total Population
LTU,2045,2389241.84476642,Total Population
LTU,2046,2371765.86057143,Total Population
LTU,2047,2354744.23678458,Total Population
LTU,2048,2338324.11991683,Total Population
LTU,2049,2322336.37120279,Total Population
LTU,2050,2306801.91174837,Total Population
ROU,2010,20246800.0,Total Population
ROU,2011,20147660.0,Total Population
ROU,2012,20060180.0,Total Population
ROU,2013,19988690.0,Total Population
ROU,2014,19916450.0,Total Population
ROU,2015,19822250.0,Total Population
ROU,2016,19706420.0,Total Population
ROU,2017,19592930.0,Total Population
ROU,2018,19483840.0,Total Population
ROU,2019,19394230.0,Total Population
ROU,2020,19269470.0,Total Population
ROU,2021,19126300.0,Total Population
ROU,2022,19042460.0,Total Population
ROU,2023,18918275.3379144,Total Population
ROU,2024,18793378.7353568,Total Population
ROU,2025,18712400.1653627,Total Population
ROU,2026,18624915.8554388,Total Population
ROU,2027,18528861.0307632,Total Population
ROU,2028,18432359.5691764,Total Population
ROU,2029,18334003.8835664,Total Population
ROU,2030,18234743.5667289,Total Population
ROU,2031,18133765.6609831,Total Population
ROU,2032,18046285.85503,Total Population
ROU,2033,17960486.2354248,Total Population
ROU,2034,17875643.474915,Total Population
ROU,2035,17788865.1225946,Total Population
ROU,2036,17701973.8042881,Total Population
ROU,2037,17614066.6487381,Total Population
ROU,2038,17525126.1329198,Total Population
ROU,2039,17439327.6761013,Total Population
ROU,2040,17353498.204162,Total Population
ROU,2041,17268541.8851629,Total Population
ROU,2042,17184564.0980706,Total Population
ROU,2043,17100818.0430992,Total Population
ROU,2044,17017558.2705741,Total Population
ROU,2045,16934559.8956658,Total Population
ROU,2046,16851320.1409554,Total Population
ROU,2047,16766647.5857864,Total Population
ROU,2048,16681287.1846282,Total Population
ROU,2049,16598256.6080246,Total Population
ROU,2050,16517068.9774687,Total Population
SVN,2010,2048821.0,Total Population
SVN,2011,2052839.0,Total Population
SVN,2012,2056768.0,Total Population
SVN,2013,2059547.0,Total Population
SVN,2014,2061800.0,Total Population
SVN,2015,2063298.0,Total Population
SVN,2016,2064633.0,Total Population
SVN,2017,2065819.0,Total Population
SVN,2018,2071956.0,Total Population
SVN,2019,2089014.0,Total Population
SVN,2020,2102800.0,Total Population
SVN,2021,2107730.0,Total Population
SVN,2022,2109393.0,Total Population
SVN,2023,2115562.55158115,Total Population
SVN,2024,2119209.46890314,Total Population
SVN,2025,2122307.29103393,Total Population
SVN,2026,2125015.22069829,Total Population
SVN,2027,2127273.81869734,Total Population
SVN,2028,2129321.62882909,Total Population
SVN,2029,2131100.74267312,Total Population
SVN,2030,2132732.46232457,Total Population
SVN,2031,2134178.54138435,Total Population
SVN,2032,2135353.02899262,Total Population
SVN,2033,2136385.12878647,Total Population
SVN,2034,2137560.25612451,Total Population
SVN,2035,2138551.78681405,Total Population
SVN,2036,2139510.58601404,Total Population
SVN,2037,2140544.23369933,Total Population
SVN,2038,2141478.92020444,Total Population
SVN,2039,2142279.62246367,Total Population
SVN,2040,2143022.30155726,Total Population
SVN,2041,2143752.3783532,Total Population
SVN,2042,2144287.93798805,Total Population
SVN,2043,2144660.99288926,Total Population
SVN,2044,2144910.95493312,Total Population
SVN,2045,2144829.07720456,Total Population
SVN,2046,2144388.51528182,Total Population
SVN,2047,2143683.08721998,Total Population
SVN,2048,2142639.53194327,Total Population
SVN,2049,2141385.73363339,Total Population
SVN,2050,2139751.23359943,Total Population
MLT,2010,414509.0,Total Population
MLT,2011,416264.0,Total Population
MLT,2012,420033.0,Total Population
MLT,2013,425968.0,Total Population
MLT,2014,434557.0,Total Population
MLT,2015,445056.0,Total Population
MLT,2016,455356.0,Total Population
MLT,2017,468005.0,Total Population
MLT,2018,484634.0,Total Population
MLT,2019,504059.0,Total Population
MLT,2020,515330.0,Total Population
MLT,2021,518538.0,Total Population
MLT,2022,523281.0,Total Population
CYP,2010,829444.0,Total Population
CYP,2011,850882.0,Total Population
CYP,2012,863945.0,Total Population
CYP,2013,861938.0,Total Population
CYP,2014,852511.0,Total Population
CYP,2015,847662.0,Total Population
CYP,2016,851559.0,Total Population
CYP,2017,859520.0,Total Population
CYP,2018,870071.0,Total Population
CYP,2019,881949.0,Total Population
CYP,2020,892006.0,Total Population
CYP,2021,900357.0,Total Population
CYP,2022,908945.0,Total Population
CYP,2023,931053.0,Total Population
CYP,2024,938925.0,Total Population
CYP,2025,944102.0,Total Population
CYP,2026,948302.0,Total Population
CYP,2027,951485.0,Total Population
CYP,2028,954099.0,Total Population
CYP,2029,956557.0,Total Population
CYP,2030,958828.0,Total Population
CYP,2031,960900.0,Total Population
CYP,2032,962797.0,Total Population
CYP,2033,964501.0,Total Population
CYP,2034,966258.0,Total Population
CYP,2035,968051.0,Total Population
CYP,2036,969634.0,Total Population
CYP,2037,971008.0,Total Population
CYP,2038,972251.0,Total Population
CYP,2039,973357.0,Total Population
CYP,2040,974349.0,Total Population
CYP,2041,975286.0,Total Population
CYP,2042,976186.0,Total Population
CYP,2043,977021.0,Total Population
CYP,2044,977855.0,Total Population
CYP,2045,978685.0,Total Population
CYP,2046,979491.0,Total Population
CYP,2047,980301.0,Total Population
CYP,2048,981127.0,Total Population
CYP,2049,981979.0,Total Population
CYP,2050,982878.0,Total Population
MLT,2023,537967.0,Total Population
MLT,2024,548462.0,Total Population
MLT,2025,558807.0,Total Population
MLT,2026,569198.0,Total Population
MLT,2027,579595.0,Total Population
MLT,2028,589858.0,Total Population
MLT,2029,599822.0,Total Population
MLT,2030,609474.0,Total Population
MLT,2031,618795.0,Total Population
MLT,2032,627799.0,Total Population
MLT,2033,636479.0,Total Population
MLT,2034,644873.0,Total Population
MLT,2035,653001.0,Total Population
MLT,2036,660802.0,Total Population
MLT,2037,668326.0,Total Population
MLT,2038,675571.0,Total Population
MLT,2039,682574.0,Total Population
MLT,2040,689341.0,Total Population
MLT,2041,695889.0,Total Population
MLT,2042,702239.0,Total Population
MLT,2043,708397.0,Total Population
MLT,2044,714380.0,Total Population
MLT,2045,720197.0,Total Population
MLT,2046,725842.0,Total Population
MLT,2047,731327.0,Total Population
MLT,2048,736651.0,Total Population
MLT,2049,741819.0,Total Population
MLT,2050,746831.0,Total Population
