"scenario","country","region","sector","wregion","year","urt","activity","technology","perc"
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2025,"rur",0.016636083,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2025,"rur",0.016636083,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2025,"rur",0.016636083,"SWD_USE",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2025,"rur",0.016636083,"TREAT_INC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2025,"rur",0.016636083,"TREAT_INC_ENE",70.4
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2025,"rur",0.016636083,"TREAT_REC",29.6
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2025,"rur",0.016636083,"UNC_BURN",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"NOC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"SWD_COMP",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"SWD_COVER",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"SWD_FLA",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"SWD_USE",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"TREAT_INC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"TREAT_INC_ENE",60.2
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"TREAT_REC",39.8
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2030,"rur",0.0160932806163106,"UNC_BURN",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"NOC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"SWD_COMP",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"SWD_COVER",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"SWD_FLA",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"SWD_USE",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"TREAT_INC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"TREAT_INC_ENE",60.2
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"TREAT_REC",39.8
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2035,"rur",0.0155442654391959,"UNC_BURN",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"NOC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"SWD_COMP",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"SWD_COVER",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"SWD_FLA",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"SWD_USE",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"TREAT_INC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"TREAT_INC_ENE",60.2
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"TREAT_REC",39.8
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2040,"rur",0.0149289136120466,"UNC_BURN",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"NOC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"SWD_COMP",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"SWD_COVER",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"SWD_FLA",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"SWD_USE",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"TREAT_INC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"TREAT_INC_ENE",60.2
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"TREAT_REC",39.8
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2045,"rur",0.014352151261647,"UNC_BURN",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"NOC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"SWD_COMP",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"SWD_COVER",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"SWD_FLA",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"SWD_USE",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"TREAT_INC",0
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"TREAT_INC_ENE",60.2
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"TREAT_REC",39.8
"reference","AUST","WHOL","MSW_RUR_WOOD","EU27",2050,"rur",0.0136583704752531,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"TREAT_REC",87.812639484
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"TREAT_AD",9.062498005
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2015,"urb",0,"TREAT_AD_IMP",3.124862511
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"TREAT_REC",86.287140887
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"TREAT_AD",10.19685585
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2020,"urb",0.00453769867,"TREAT_AD_IMP",3.516003263
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"TREAT_REC",86.287140887
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"TREAT_AD",10.19685585
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2025,"urb",0.00496395184,"TREAT_AD_IMP",3.516003263
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"TREAT_REC",86.287140887
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"TREAT_AD",10.19685585
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2030,"urb",0.00513814023625609,"TREAT_AD_IMP",3.516003263
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"TREAT_REC",86.287140887
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"TREAT_AD",10.19685585
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2035,"urb",0.0053944482653755,"TREAT_AD_IMP",3.516003263
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"TREAT_REC",86.287140887
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"TREAT_AD",10.19685585
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2040,"urb",0.00570509453230056,"TREAT_AD_IMP",3.516003263
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"TREAT_REC",86.287140887
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"TREAT_AD",10.19685585
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2045,"urb",0.00611861761717467,"TREAT_AD_IMP",3.516003263
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"NOC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"TREAT_REC",86.287140887
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"TREAT_LSC",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"TREAT_LSC_IMP",0
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"TREAT_AD",10.19685585
"reference","AUST","WHOL","MSW_URB_BIO_PLA","EU27",2050,"urb",0.00650608075066976,"TREAT_AD_IMP",3.516003263
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"NOC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_HSC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_LSC",24.0339376309614
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_HSC_IMP",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_LSC_IMP",63.7787018525511
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_AD",9.0624980053625
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2015,"urb",0.712818181,"TREAT_AD_IMP",3.12486251112499
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"NOC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_HSC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_LSC",23.6164152992915
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_HSC_IMP",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_LSC_IMP",62.6707255881199
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_AD",10.1968558496941
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2020,"urb",1.146074892,"TREAT_AD_IMP",3.51600326289452
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"NOC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_INC_ENE",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"UNC_BURN",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_HSC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_LSC",23.6164152992915
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_HSC_IMP",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_LSC_IMP",62.6707255881199
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_AD",10.1968558496941
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2025,"urb",1.214887998,"TREAT_AD_IMP",3.51600326289452
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"NOC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"SWD_COMP",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"SWD_COVER",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"SWD_FLA",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"SWD_UNM_HIGH",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"SWD_UNM_LOW",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"SWD_USE",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"TREAT_INC",0
"reference","AUST","WHOL","MSW_URB_FOOD","EU27",2030,"urb",1.06656922098813,"TREAT_INC_ENE",0
