unit,NUTS_code,Geopolitical entity (reporting),TIME_PERIOD,Animal and mixed food waste; vegetal wastes (W091+W092),Glass wastes,Health care and biological wastes,"Metal wastes, ferrous","Metal wastes, mixed ferrous and non-ferrous","Metal wastes, non-ferrous","Mixed ordinary wastes (subtotal, W101+W102+W103)",Paper and cardboard wastes,Plastic wastes,Textile + rubber,Wood wastes,"weee + batt, no elv"
T,HUN,Hungary,2016,,8.78659428909218,0.0,0.0,2.6682021670018816,0.0,,61.18428166699107,11.5535586842276,6.3723263911416765,0.47290526755913115,8.962131533986462
T,HUN,Hungary,2018,,10.9029105587423,0.0,0.0,3.8994147980763665,0.0,,61.05683990961238,8.719508662147286,5.712961353496728,0.45522143036483387,9.253143287560116
T,HUN,Hungary,2020,,3.2332760181788816,0.0009183782942125052,39.593667698172474,19.224078877007024,3.3089169940476566,,16.860924548126572,1.6801313447938597,2.0716109649359,0.33395574335000194,13.69251943309343
T,HUN,Hungary,2022,,2.5055481919335953,0.006623620412687946,36.09105221669283,19.746067862266546,3.327604993481921,,16.9727725528816,1.6331227604338399,6.333127346017202,0.4359215675998692,12.948158888279904
T,IRL,Ireland,2004,28.56358012666169,4.52363758896471,0.0,,,,14.701447533247986,21.49040722174949,11.368386904200198,16.746608172947436,0.6747811041850522,1.9311513480434344
T,IRL,Ireland,2006,28.345099698368497,4.8029502213297475,0.0,,,,13.463787731126281,23.720697225537435,11.708427790512395,16.952616700660727,0.9430632822755883,0.06335735018933535
T,IRL,Ireland,2010,,32.62055389424015,0.0,0.8717522953701894,4.238733526680391,0.9540249748298195,,11.815709198010428,3.4058635250274234,0.1284806227177784,3.8153485506484133,42.149533412475385
T,IRL,Ireland,2012,,34.354371646262585,0.0,0.9213128708409483,2.9454472623488472,1.1403750344240544,,10.103146984452845,3.110682722880104,0.30167989384873445,3.837551844712048,43.28543174022983
T,IRL,Ireland,2014,,32.88152630000039,0.0,0.7310858563230258,4.1258722187374595,0.7673187284989071,,9.611645946398726,2.9085645938606706,0.6031020013791867,3.6770521246878323,44.6938322301138
T,IRL,Ireland,2016,,29.420420384495095,0.0,0.5214216987307116,4.602046379357786,0.5598746263657198,,8.895443926231904,2.9593373107902337,0.7577790272605622,4.994778946936669,47.288897699831324
T,IRL,Ireland,2018,,30.22767163552383,0.0,0.6348939743858912,4.723913499895024,0.6782280075582615,,8.399748057946672,2.5607390300230946,0.7719504513961788,5.770480789418434,46.232374553852615
T,IRL,Ireland,2020,,35.27152501964474,0.0,0.4021157516049884,5.211869163374725,0.7649420279783827,,7.307842393076499,2.190187787655087,1.2989581607180085,6.879132744971216,40.67342695097636
T,IRL,Ireland,2022,,34.62978853815507,0.0,0.3820104198590255,5.160128715905609,0.7456328532025743,,6.821483297578916,1.949586270303402,1.0867300030646645,7.289917254060681,41.93472264787006
T,ISL,Iceland,2004,10.765948284299332,3.588649428099777,0.0,,,,71.77298856199555,7.634036056139528,1.468083856949909,1.7617006283398906,1.957445142599879,1.051148041576135
T,ISL,Iceland,2010,,0.06950158167202408,0.0,0.0,54.32621793856265,1.178971683215879,,26.369717752032663,2.727426039585239,11.955294129671554,1.9470663689000862,1.4258045063599056
T,ISL,Iceland,2012,,0.03884607727455923,0.0,0.0,53.13997698369922,1.0823488280624065,,29.020933179891333,3.820997275918832,9.760076915233006,1.750015781218893,1.3868049587017643
T,ISL,Iceland,2014,,0.16736599865001955,0.23210190378823467,25.522920062999095,24.876350473874723,1.70523847681152,,28.870634767128372,2.694039954684867,11.368256512076801,1.5410303271926329,3.0220615227937495
T,ISL,Iceland,2016,,0.08784799856026891,0.2122993298539832,22.34450446713173,29.777726261976152,1.3588987277291595,,27.86337196001696,2.9923224509591595,10.96269815366689,1.6880236945573894,2.7123069555483026
T,ISL,Iceland,2018,,0.07492700659357657,0.15758841386778039,36.31808689599164,18.827948256859443,1.2928534137711,,22.39979117118162,3.260049886884389,13.53036719067231,1.4453661271922187,2.6930216369859035
T,ISL,Iceland,2020,,0.07110670139319525,0.023702233797731752,55.903923270908265,5.967175162263839,3.682665674480136,,16.964736037041632,2.702881475050643,8.706436810120302,2.9627792247164693,3.014593410227789
T,ISL,Iceland,2022,,12.326043737574553,0.0,5.943765975575122,23.59102527690997,1.6154501562056236,,14.685600681624539,8.049985799488782,18.62198239136609,14.48452144277194,0.6816245384833854
T,ITA,Italy,2004,9.957926804331189,3.160455934960186,0.0,,,,72.92832248090883,9.665470944882085,1.5848441957152726,0.5071059848007917,1.4294212060549953,0.7664524483466348
T,ITA,Italy,2006,11.266990230643394,5.162282874280409,0.0,,,,67.88897537611537,10.528856439991507,1.9032971058229025,0.5864777452641305,1.6119424522319947,1.0511777756502843
T,ITA,Italy,2008,10.351696647020619,4.65670734114289,0.0,,,,71.0808867586002,9.131942691974578,1.796973568325127,0.5000719200665908,1.412969690814259,1.0687513820557333
T,ITA,Italy,2010,,25.29561811262482,0.0,0.0,4.520366768188511,0.0,,43.56088838259397,9.2256034549255,3.174477350400748,6.560459465798282,7.662586465468167
T,ITA,Italy,2012,,16.773692255826948,0.0,0.0,3.918714080776454,0.0,,47.822018240006855,14.008749082143005,3.703072789995579,6.44541327600112,7.32834027525004
T,ITA,Italy,2014,,16.776628461128222,0.0,0.0,3.7134182386813137,0.0,,46.92657582161119,15.06568420783243,4.141160501599769,6.705223515468658,6.671309253678431
T,ITA,Italy,2016,,16.98443995484313,0.0,0.0,4.032300368389824,0.0,,44.277279142643074,16.97470976806206,4.242508168863219,6.781509160223437,6.707253436975261
T,ITA,Italy,2018,,17.691987910201014,0.0,0.0,4.157626465676951,0.0,,42.8000143733405,17.055796481511415,4.084632933304571,7.581277714014513,6.628664121951033
T,ITA,Italy,2020,,17.582962712114742,0.0,1.186008984097122e-05,4.3654737287545275,0.0,,41.61156403037164,18.678253869018278,3.7971500836650276,6.969834810296678,6.994748905689279
T,ITA,Italy,2022,,17.547389597970394,0.0,0.0,4.022861072082721,0.0,,41.2747105331758,19.244851206005208,3.9886008766707928,7.559518144061637,6.362068570033457
T,LTU,Lithuania,2004,4.048445650641478,0.3150993937685041,0.0,,,,93.83106583956013,1.1779218948258845,0.5670203017059071,0.002114761032003383,0.03454109685605526,0.023791061610038064
T,LTU,Lithuania,2006,0.10963710663163173,2.8446143188738966,0.0,,,,87.14300377903388,4.956430283246547,0.8476421079878393,3.041871854007606,0.1919021269400338,0.8648984232785711
T,LTU,Lithuania,2008,3.2569050991501416,2.3169460182562167,0.0,,,,81.04028958136607,7.283404154863078,1.2457211992445703,0.6291312559017942,0.27472851746931065,3.9528741737488193
T,LTU,Lithuania,2010,,3.204799167548353,0.00013967309512086958,59.94385141576141,11.776956034401481,1.9178512691046603,,10.378898188789137,2.89437571364222,1.3584605231455775,1.3422584441115568,7.182409570400476
T,LTU,Lithuania,2012,,5.346681722760721,0.0,40.53777538631764,23.70368545899614,1.5136300596433523,,5.565702419837666,2.6759933611719497,5.462254927965684,0.2699865859296254,14.924290077377206
T,LTU,Lithuania,2014,,5.726114103502394,0.0,30.430625158288745,23.86864676333165,2.1016757169607763,,9.159608899666372,3.8067072550587584,4.660419537467819,0.3757051950615905,19.87049737066189
T,LTU,Lithuania,2016,,7.622877092186651,0.00020145024027977407,31.793380546554644,23.679367768565903,4.263996510881838,,8.509560324778077,5.15420512267816,5.399873690699344,0.5014096480563577,13.075127845358736
T,LTU,Lithuania,2018,,4.56838868330081,0.0,43.121246750842445,26.819000739844828,3.2637570640888027,,5.694627174697986,3.8955178471400265,4.332482318933698,0.46922633466441876,7.835753086486975
T,LTU,Lithuania,2020,,6.39524803208231,0.0010879047430606974,38.27010906924989,26.274735384169762,2.8243367010784532,,5.9679054501987805,5.016124788113553,5.463049655372175,0.9663993820701058,8.8210036329219
T,LTU,Lithuania,2022,,5.299170877600046,0.0,34.161433130210966,19.900064549210477,3.138744489682457,,8.549233016388987,10.326433684294882,6.667789443104972,1.1554997367318816,10.80163107277532
T,LUX,Luxembourg,2004,37.49220067940748,0.22983048426165384,0.0,,,,56.22023390608882,2.3041871584842952,0.08508349737291573,3.1638456060150886,0.33949365865341186,0.16512500971632532
T,LUX,Luxembourg,2006,43.97931532410055,1.661056362460032,0.0,,,,49.023432005925976,0.2538701722472784,0.016174553910491423,4.533094543783814,0.3769374302618871,0.1561196073099607
T,LUX,Luxembourg,2008,33.900094143154654,5.056470043774982,0.0,,,,46.31716416727685,7.132057170570278,0.21110889224888024,3.037305413706863,1.4035888511682308,2.9422113180992593
T,LUX,Luxembourg,2010,,15.470219242571757,0.0,13.363444782667639,0.3734148355372614,1.8301024117915288,,45.58803593655645,0.6396115499796656,14.278495988563403,6.637664370309207,1.8190108820230952
T,LUX,Luxembourg,2012,,11.375656466309128,0.0,18.91736411379368,0.5956909829829087,0.8443594930131572,,48.74273943622766,0.4286748195297567,14.088741254848108,4.145712323937127,0.8610611093584724
T,LUX,Luxembourg,2014,,13.322994159982551,0.0016154958360594823,0.3634865631133835,0.41922116945743565,0.1332784064749073,,52.048852594082426,0.6009644510141274,28.749363898514545,3.696254472904095,0.6639687886204472
T,LUX,Luxembourg,2016,,1.5102208992373218,0.006727041867426823,24.89846371181353,0.3834413864433289,2.570570873590475,,37.53941626094196,0.6130016901692693,23.712822582679554,4.9056952818210116,3.85964027143614
T,LUX,Luxembourg,2018,,0.12087090669084084,0.0031808133339694955,20.70709480414142,1.0830669402166133,2.664726370532945,,36.60479984732096,0.665585190133117,26.17968414523594,5.873371821174675,6.097619161219524
T,LUX,Luxembourg,2020,,0.5007654362986902,0.004082326926348018,16.361966320802857,0.24493961558088106,2.9780574927708794,,45.63429154618132,0.8348358564381696,22.43238646028236,5.587344786528321,5.421330158190168
T,LUX,Luxembourg,2022,,0.25195263290501385,0.006107942615879123,24.056895485466914,4.961176389747819,4.860395336585813,,42.87775716347145,0.8841246936485032,12.565564946517327,4.556525191445826,4.979500217595455
T,LVA,Latvia,2004,0.0,0.0,0.0,,,,100.0,0.0,0.0,0.0,0.0,0.0
T,LVA,Latvia,2006,1.8649444727899744,1.0133708405079864,0.0010691445477488866,,,,90.3254891781783,3.1586093755661273,1.4921694071415295,0.4825405725506641,0.022095653986810324,1.639711354730876
T,LVA,Latvia,2008,0.0,0.0,1.041788366075135,,,,94.50668549227048,0.0,0.0,0.0,0.0,4.451526141654383
T,LVA,Latvia,2010,,6.728261282840957,0.28211855062545155,0.0,0.0,0.0,,45.60967263602144,4.288810311395004,9.786700125470514,0.0,33.30443709364663
T,LVA,Latvia,2012,,10.237795631271576,0.0,0.0,0.0,0.0,,58.67474107056431,9.834478753266865,8.596699254670408,1.3547413932178232,11.301543897009001
T,LVA,Latvia,2014,,13.968050891127811,0.24201716509408816,0.0,0.0,0.0,,46.102137640599175,4.560477637400714,11.072018764326454,7.794303178918563,16.26099472253318
T,LVA,Latvia,2016,,13.567219633564553,0.5424610822008341,0.0,0.0,2.2088593183345457,,42.350701714438046,19.2824296480598,9.038703980361992,4.2366668703036225,8.772957752736604
T,LVA,Latvia,2018,,8.076187838155512,0.022596852112714557,16.396567465271005,0.0,1.500686106033906,,34.56388986585852,7.273817355475819,13.977975358497236,2.682829490349868,15.505449668245408
T,LVA,Latvia,2020,,6.055507022377528,0.0,0.0,0.0,0.0,,46.73073046166252,11.7032457496136,30.167327464552113,0.0,5.343189301794234
T,LVA,Latvia,2022,,10.89350132985725,0.0,8.93309868705515,3.158630350740874,2.487559013911248,,30.961661499874747,11.120542345622479,13.297934293723742,8.116038222027925,11.031034257186572
T,MLT,Malta,2004,2.1528492355243074,0.12393801569116482,0.0,,,,94.02840628717661,1.1188848638785713,0.10557682818136262,2.2676066574605707,0.20273811208739922,0.0
T,MLT,Malta,2006,2.623946915741766,0.5248660059229405,0.0,,,,92.03851060650757,1.6711427137488077,0.2482577896628215,2.6342909903110505,0.2589849781050422,0.0
T,MLT,Malta,2008,1.7193515704154,4.863897331982439,0.0,,,,87.5920297196893,0.9898682877406282,0.591691995947315,3.349544072948328,0.0,0.8936170212765958
T,MLT,Malta,2010,,7.1673456217480735,0.0,0.0,0.25410398096236836,0.0,,13.013753882144153,6.915258339047312,18.27128625015125,27.00762311942887,27.370628806517967
T,MLT,Malta,2012,,7.428383513592516,0.007307804735457469,0.0,7.865024846536101,0.0,,7.4978076585793625,3.2556270096463025,16.738526746565334,35.103040046769955,22.10428237357498
T,MLT,Malta,2014,,7.343691360804624,0.006004653606545072,0.0,6.21481648277415,0.0,,7.561360054041883,3.35059671245215,17.89687007430759,35.316370186894844,22.310290475118215
T,MLT,Malta,2016,,5.421526157947351,0.009996667777407531,0.0,7.322559146951016,0.16494501832722425,,7.52749083638787,3.2189270243252253,23.482172609130288,26.451182939020324,26.401199600133285
T,MLT,Malta,2018,,11.727375239294052,0.010489602181837253,0.0,4.783258594917788,0.0,,6.639918181102981,2.517504523640941,25.190779639682166,19.117299976398392,30.013374242781843
T,MLT,Malta,2020,,15.483076923076922,0.0,0.0,5.316923076923078,0.0,,7.846153846153847,2.9206153846153846,28.032,18.299076923076925,22.102153846153847
T,MLT,Malta,2022,,16.714204221334857,0.0,0.0,3.876584240680572,0.0,,8.608844465388525,2.001537736551006,27.09144572037997,16.148714005803715,25.55866960986135
T,NLD,Netherlands,2004,25.74973508943703,3.3315594094808834,0.0005711587397211061,,,,44.62257616294702,15.951478351584472,0.06783937931037437,5.066349368948127,2.510909012937269,2.6989820666151005
T,NLD,Netherlands,2006,24.444066772974864,3.334190667765624,0.0,,,,45.43870258912288,16.891489347759194,0.08742036870674155,4.292007182858529,2.769603178205867,2.7425198926063064
T,NLD,Netherlands,2008,24.366422563335526,3.369580889503021,4.727325501415598e-05,,,,44.395675253538286,17.618382867037823,0.18062165275808714,4.17659208050068,2.9984196550848763,2.894257764986685
T,NLD,Netherlands,2010,,10.858997818930396,0.0,0.007421494925837411,2.922111183100118,0.00031871450601755755,,51.33912452767648,4.077314675482613,10.384538157638927,9.081056535552072,11.329116892187534
T,NLD,Netherlands,2012,,,,,,,,,,,,
T,NLD,Netherlands,2014,,,,,,,,,,,,
T,NLD,Netherlands,2016,,11.589436022502213,0.0,0.07347983650077958,2.9036387004340316,0.00898745312039105,,42.81691800809069,2.490512146559353,13.883541043361006,11.476286292191649,14.757200497239896
T,NLD,Netherlands,2018,,11.65895982441568,0.0,0.11077808672897659,3.071914779201159,0.012065421830823975,,40.215413187181724,1.8260140224851462,12.732425594132831,13.041034434778773,17.331394649244892
T,NLD,Netherlands,2020,,12.05016012678818,0.0,0.0928526445543461,3.257722050936137,0.008819658137515033,,37.36231036242676,1.7852868403537412,12.067083125651026,14.250000746163971,19.125764444988313
T,NLD,Netherlands,2022,,11.8312396761063,0.0,0.029071450265695298,2.868652713533609,0.0048531717301160725,,36.0082503919412,1.6749627883850597,14.812926882844277,12.444579078547635,20.32546384664612
T,NOR,Norway,2004,15.855103977804822,1.7529937064145078,0.0,,,,43.052603535047126,16.907854336313296,0.439816867140234,5.037046783313622,4.180024733435906,12.774556060530475
T,NOR,Norway,2006,16.093657379964434,1.7362461777112037,0.0,,,,45.5948158647051,19.452058635479922,0.7408220640892635,4.998801431331888,5.91717752282908,5.466420923889112
T,NOR,Norway,2008,17.977044696771816,1.8822119447474763,0.0,,,,39.87623496151069,20.16655655086582,1.0371371940445278,5.817072046463747,7.307860731681084,5.935881873914848
T,NOR,Norway,2010,,4.372072368463272,0.0,0.0,8.732679138214797,0.0,,39.78733881314796,3.1885059939839833,15.190035881334474,17.55682637361509,11.17254143124042
T,NOR,Norway,2012,,5.0432175848945935,0.0,1.518054207185648,9.712671823323024,0.09286581608351598,,43.36804860073545,4.76864528037522,0.5094681922600319,22.518283257031303,12.468745238111211
T,NOR,Norway,2014,,5.171969792791802,0.0,1.5265577923513776,9.766885088671568,0.09336244009015937,,37.7764360844921,4.9580369500510955,0.03658060518152443,27.02778943038902,13.642381815981357
T,NOR,Norway,2016,,5.566185454475958,0.0,0.0,11.943769242154135,0.0,,34.66634488073698,5.308401146162369,0.1330700377742903,28.62881415218074,13.753415086515524
T,NOR,Norway,2018,,6.2778826930326534,0.0,0.0,12.86096753503147,0.0,,32.009644262842784,6.163761298241414,0.06673086646501497,27.133288429207212,15.48772491517944
T,NOR,Norway,2020,,5.838504519409986,0.0,0.0,13.370176975501483,0.0,,28.257461040795622,6.996010073395949,1.0561211734408695,29.431877541977563,15.049848675478517
T,NOR,Norway,2022,,7.749155570881107,0.0,0.0,13.118578616155046,0.0,,29.989038095312736,7.658345154034843,1.1814170735339067,24.589148987860597,15.71431650222177
T,POL,Poland,2004,0.0,0.8870241396445359,0.0,,,,97.42931718947442,0.6086443920811014,0.5029673348885842,0.5701983656514206,0.0,0.0018485782599274153
T,POL,Poland,2006,0.0,1.2853696803857284,0.0,,,,95.85587097255328,0.9531205631039557,0.8675879634808499,1.0177432817326806,0.0,0.020307538743514066
T,POL,Poland,2008,0.0,1.949003724199624,0.0,,,,93.18874689901675,1.484294094889466,1.2961408367743308,1.5612862290587044,0.0,0.5205282160611305
T,POL,Poland,2010,,28.494630620360894,0.0,0.0,3.0297485653587577,0.0,,23.017005194502378,22.774120108294365,17.12631319869943,0.0,5.558182312784176
T,POL,Poland,2012,,29.13961791709172,0.0,0.0,2.145931868063928,0.0,,20.555504034127793,25.91830504806949,14.388775541747814,0.0,7.851865590899256
T,POL,Poland,2014,,29.708290247903175,0.0,0.0,2.2453314950216465,0.0,,20.731120025619024,33.4716956225203,7.687418565481298,0.0,6.1561440434545585
T,POL,Poland,2016,,35.15471360583544,0.0,0.0,2.8799326039607305,0.0,,26.26989444234024,35.320516876311444,0.37494247155212834,0.0,0.0
T,POL,Poland,2018,,21.62297195935185,0.0,0.0,0.7625381461730526,0.0,,17.300894958026365,21.22558388048046,0.2878302148515767,0.0005137531724258397,38.799667087944265
T,POL,Poland,2020,,31.161879403404345,0.0,0.14689773061424966,0.2878497545780326,0.0014217994164159669,,31.53628658306055,30.638355624347668,2.79874752396863,0.12274868295057846,3.305812897659524
T,POL,Poland,2022,,23.73907608530471,0.0,0.2756162244940641,4.253815489698019,0.021711661313731548,,32.11976230620875,24.47098325990288,5.4091376754047955,0.17915505978004265,9.530742237893003
T,PRT,Portugal,2004,0.0,3.424825920727273,0.41862821460562255,,,,93.13531605060255,3.01905495589409,0.0,0.0,0.0,0.002174858170462398
T,PRT,Portugal,2006,0.0,0.0,0.0,,,,100.0,0.0,0.0,0.0,0.0,0.0
T,PRT,Portugal,2008,0.013188977746298215,3.1233548076476314,0.0,,,,92.87954347478528,3.5411033302443196,0.0008048752022706262,0.05154859818178692,0.1429202262577364,0.24753570993468438
T,PRT,Portugal,2010,,37.357967815916446,0.0,0.0,1.5424009579481266,0.0,,56.30095001210494,0.9598567899696724,0.0,1.0511712663780903,2.787653157682722
T,PRT,Portugal,2012,,39.46767333103325,0.0,0.0,0.9738420043970212,0.0,,55.38433643005185,0.8635387207337435,0.0,0.6633307058654652,2.6472788079186675
T,PRT,Portugal,2014,,32.536926937670685,0.0,0.0,3.794487462985357,0.0,,45.5548989792126,15.725892654518667,0.0,0.8353989907240015,1.5523949748886958
T,PRT,Portugal,2016,,27.65699269621672,0.0,0.0,1.2108564877432983,0.0,,39.27966920431271,25.282168206000183,0.0,4.413958341384241,2.156355064342853
T,PRT,Portugal,2018,,22.82867967809249,0.0,0.0,15.492045370096957,0.0,,37.36601162334165,18.03479110670338,0.0,3.5376416993464916,2.7408305224190284
T,PRT,Portugal,2020,,24.417099681967603,0.0,0.0,1.335125208553659,0.0,,40.89560672411358,26.730756749120925,0.0,3.86983960935084,2.7515720268934
T,PRT,Portugal,2022,,34.30105254920374,0.0,0.0,1.7124075595727195,0.0,,54.167625308134745,3.1217279023359543,0.1751379269867355,3.454552568767852,3.0674961849982387
T,ROU,Romania,2004,0.0,9.017958010669647,0.0,,,,58.28239311481587,15.404070009787404,4.685703632760422,12.609875231966667,0.0,0.0
T,ROU,Romania,2006,0.0,8.227814876928138,0.0,,,,61.40081337280897,14.418217711001382,7.183414201922641,7.138902190885515,1.6191440028895099,0.011693643563855173
T,ROU,Romania,2008,0.8440353532513214,1.810569228904441,0.0,,,,84.76218905503131,5.047961220958127,4.708186422707554,0.0,2.0003086214962686,0.8267500976509674
T,ROU,Romania,2010,,10.915432764562514,0.0,0.0,5.648321334446262,1.5938315938705723,,28.302246109247875,31.553388597447128,0.027730431252752857,14.195530723146167,7.7635184460267235
T,ROU,Romania,2012,,11.274490914332347,0.0,0.0,5.384233038729387,0.0,,30.763471191850922,31.646014798324178,0.14370051758526547,14.706426086180313,6.08166345299759
T,ROU,Romania,2014,,4.378363906147175,0.0,0.0,1.4375186101734783,0.0,,21.474200982366938,26.598222931737258,0.23420668740163197,1.0584340680650677,44.81905281410846
T,ROU,Romania,2016,,8.92801193854691,0.0,0.0,15.512595058325381,0.0,,29.723667553485306,18.88144943232137,0.07715141054873488,4.279911112881931,22.59721349389037
T,ROU,Romania,2018,,6.811936435372321,0.0,0.004583767199631466,17.684403044538175,0.0,,28.797975808404647,16.185281981898704,0.0935088508724819,4.819678418172497,25.60263169354155
T,ROU,Romania,2020,,10.737108197230636,0.0,0.0,14.640954848974847,0.0,,23.861338831576294,23.888877120389395,0.3770627237485966,1.6654780482178961,24.82918022986233
T,ROU,Romania,2022,,9.458520854932738,0.0,0.04090408179960849,6.963478803932565,0.0,,18.96778415905218,18.01704497149814,0.8565795953329779,1.3280726584819291,44.36761487496985
T,SVK,Slovakia,2004,,,,,,,,,,,,
T,SVK,Slovakia,2006,7.11765249588143,1.3969614095753842,0.0,,,,86.81809477033566,2.7577663841208917,1.000328035826587,0.12233380273266534,0.05394769671124451,0.732915404816146
T,SVK,Slovakia,2008,7.2780148684078405,2.131017763418845,0.0,,,,84.10635119440461,3.687806226824687,1.5035459358752592,0.0943059297527802,0.08292228785417524,1.1160357934617844
T,SVK,Slovakia,2010,,22.658643180701127,0.0,0.0,7.975929542103375,0.0,,38.38759813493803,18.163631291595266,0.42242856573546406,0.8283850741906773,11.563384210736062
T,SVK,Slovakia,2012,,20.818647251022664,0.0,0.0,7.877743188659343,0.0,,37.89974015282102,18.211814042038643,3.599269340605624,1.0548251820216625,10.537960842831048
T,SVK,Slovakia,2014,,18.88094669751654,0.0,0.0,10.038549805559368,0.0,,34.7827884797919,17.800198857602545,7.483661912002693,1.981809604183152,9.032044643343816
T,SVK,Slovakia,2016,,12.64585001575536,0.0,0.0,37.36188648687111,0.0,,24.584120630711322,12.23937303834482,3.054167941966066,1.9706058076852273,8.143996078666115
T,SVK,Slovakia,2018,,7.264232609826688,0.0,0.0,57.11656532529841,0.0,,17.32402867711275,8.189818934196916,1.123663881081099,1.4676817798800792,7.514008792604082
T,SVK,Slovakia,2020,,7.530461240512004,0.0,0.0,54.85073717325233,0.0,,14.500520731519051,9.827128606585546,1.3349271525521103,2.948119463792312,9.008105631786657
T,SVK,Slovakia,2022,,7.4984218832193585,0.0,0.0,55.15255128879537,0.0,,14.252893214097842,9.194502893214098,2.2075223566543922,3.6612309310889004,8.032877432930038
T,SVN,Slovenia,2004,3.033811225351848,1.0868340853196827,0.0655510985675755,,,,87.44203655842652,4.048992797201484,2.0693183311535113,0.3294764047334464,0.7778521767971013,1.1461273224488262
T,SVN,Slovenia,2006,5.493101036895891,1.6576972763600952,0.06608132650638193,,,,81.87941101931536,5.686770155349211,2.043873643789699,1.0182333629367994,1.3810271071410676,0.773805071705501
T,SVN,Slovenia,2008,8.56183263940797,1.9226073103994101,0.0,,,,78.10336838473792,6.84703089010725,1.656559370359973,0.2467691038046952,1.2648269470779034,1.39700535410487
T,SVN,Slovenia,2010,,14.447750092971365,0.0,0.19922435318493337,7.380266163735856,0.005976730595548,,38.71427243266217,14.973702385379589,5.673909578706902,9.422647824470063,9.182250438293577
T,SVN,Slovenia,2012,,18.475318095708158,0.0,0.7653894449565591,5.3098212276716055,0.02721868580926597,,44.36319162680642,6.965806072307347,2.0903950701516263,10.884570997220067,11.118288779368964
T,SVN,Slovenia,2014,,19.636757268259814,0.0,0.0,4.990555115471331,0.0,,47.28177298583805,4.170086778236979,2.5936692390684875,11.468634739253085,9.85852387387226
T,SVN,Slovenia,2016,,17.51214379228915,0.0,0.019271005395881512,7.289028374261278,0.02936534155562897,,38.961384575854346,2.840179128583489,7.333994053518335,12.458857932924666,13.555775795617222
T,SVN,Slovenia,2018,,13.572492507582146,0.0,0.0,21.667668646698846,0.0,,34.87473754105127,1.6245535954632735,2.1252445130377042,13.505643989017102,12.629659207149649
T,SVN,Slovenia,2020,,13.618069253309315,0.0,0.0,19.571299896245453,0.0,,32.67310476928865,1.5652114426442587,2.2342572428654495,15.93168162176337,14.406375773883498
T,SVN,Slovenia,2022,,12.596689177296685,0.0,0.0,24.034127226745962,0.0,,31.421504599394158,1.425117416557819,2.293305171886724,15.758923195212555,12.470333212906095
T,SWE,Sweden,2004,12.359325075203678,6.930947183271452,0.0,,,,52.68253559384173,17.911471130498686,1.6134988690733634,1.932224628371922,0.0,6.5699975197391804
T,SWE,Sweden,2006,12.575910780039361,5.7780645225748,0.0,,,,50.617836455483896,17.5093390852187,1.556697008354272,2.0481209268594798,0.31666935082674486,9.597361870642743
T,SWE,Sweden,2008,15.117522713059236,5.064568326703283,0.0,,,,50.086889936569264,16.011230150329926,2.087178216025151,1.9978259781119403,0.43961588921515105,9.195168789986052
T,SWE,Sweden,2010,,13.536621114197574,0.0,0.0,13.923738359101781,0.0,,36.6409250655262,5.408930674847285,5.12908203202596,1.3438103654326663,24.01689238886855
T,SWE,Sweden,2012,,14.164337759688884,0.0,0.0,14.318137286917901,0.0,,32.60168987552808,6.015283129775978,5.582501744531795,2.130104832324427,25.187945371232928
T,SWE,Sweden,2014,,8.102507284816543,0.0,0.0,12.159163230596372,0.0,,26.17508391340961,6.82645005641616,4.744501853132223,21.5286528219216,20.4636408397075
T,SWE,Sweden,2016,,8.773236031549828,0.0,0.0,12.579811335701145,0.0,,25.164082930148403,6.514765431043355,4.95660191470545,21.630210633396235,20.381291723455597
T,SWE,Sweden,2018,,9.208290906612397,0.0,0.0,12.51227899535367,0.0,,25.700645346692514,8.07063306424315,5.200767618544979,21.265032414705594,18.042351653847692
T,SWE,Sweden,2020,,9.01267439417058,0.0,0.0,12.625579620407166,0.0,,22.368293420280498,8.509507419287864,4.9177411978252605,23.241675809792536,19.324528138236104
T,SWE,Sweden,2022,,12.682634057788908,0.0,0.0,15.178857053315637,0.0,,29.204478595989137,12.392713855323729,7.269055763664478,22.99676848071289,0.2754921932052355
