TIME_PERIOD,unit,DSP_I,DSP_I_RCV_E,DSP_L_OTH,GEN,PRP_REU,RCV_E,RCY,RCY_C_D,RCY_M,TRT,Country
2020,THS_T,10.0,1568.0,128.0,3247.0,5.0,1558.0,1330.0,310.0,1015.0,3247.0,NOR
2021,THS_T,0.0,2160.0,135.0,4320.0,0.0,2160.0,1651.0,417.0,1234.0,4320.0,NOR
1995,THS_T,0.0,0.0,10784.0,10985.0,0.0,0.0,201.0,201.0,0.0,10985.0,POL
1996,THS_T,0.0,0.0,11402.0,11621.0,0.0,0.0,219.0,219.0,0.0,11621.0,POL
1997,THS_T,0.0,0.0,11814.0,12183.0,0.0,0.0,369.0,369.0,0.0,12183.0,POL
1998,THS_T,0.0,0.0,11592.0,11827.0,0.0,0.0,235.0,222.0,13.0,11827.0,POL
1999,THS_T,0.0,0.0,12074.0,12317.0,0.0,0.0,243.0,225.0,18.0,12317.0,POL
2000,THS_T,0.0,0.0,11965.0,12226.0,0.0,0.0,261.0,248.0,13.0,12226.0,POL
2001,THS_T,14.0,14.0,10638.0,11109.0,0.0,0.0,456.0,309.0,147.0,11108.0,POL
2002,THS_T,36.0,36.0,10142.0,10509.0,0.0,0.0,331.0,215.0,116.0,10509.0,POL
2003,THS_T,42.0,42.0,9609.0,9925.0,0.0,0.0,274.0,129.0,145.0,9925.0,POL
2004,THS_T,44.0,44.0,9194.0,9759.0,0.0,0.0,477.0,234.0,243.0,9715.0,POL
2005,THS_T,44.0,44.0,8623.0,12169.0,0.0,0.0,685.0,318.0,367.0,9352.0,POL
2006,THS_T,45.0,45.0,8987.0,12235.0,0.0,0.0,845.0,358.0,487.0,9877.0,POL
2007,THS_T,41.0,41.0,9098.0,12264.0,0.0,0.0,943.0,363.0,580.0,10082.0,POL
2008,THS_T,40.0,40.0,8716.0,12194.0,0.0,0.0,1281.0,386.0,895.0,10037.0,POL
2009,THS_T,46.0,46.0,8423.0,12053.0,0.0,0.0,1585.0,164.0,1421.0,10054.0,POL
2010,THS_T,39.0,39.0,8037.0,12032.0,0.0,0.0,1964.0,181.0,1783.0,10040.0,POL
2011,THS_T,45.0,45.0,8400.0,12129.0,0.0,0.0,1383.0,210.0,1173.0,9828.0,POL
2012,THS_T,51.0,51.0,8085.0,12084.0,0.0,0.0,1446.0,202.0,1244.0,9582.0,POL
2013,THS_T,203.0,766.0,6997.0,11295.0,0.0,563.0,1711.0,212.0,1499.0,9474.0,POL
2014,THS_T,398.0,1560.0,6031.0,10330.0,0.0,1162.0,2740.0,560.0,2180.0,10331.0,POL
2015,THS_T,121.0,1439.0,5897.0,10863.0,0.0,1318.0,3528.0,661.0,2867.0,10864.0,POL
2016,THS_T,152.0,2266.0,5331.0,11654.0,0.0,2114.0,4057.0,814.0,3243.0,11654.0,POL
2017,THS_T,198.0,2922.0,5000.0,11969.0,0.0,2724.0,4047.0,848.0,3199.0,11969.0,POL
2018,THS_T,191.0,3013.0,5191.0,12485.0,0.0,2822.0,4281.0,1012.0,3269.0,12485.0,POL
2019,THS_T,179.0,2920.0,5487.0,12753.0,0.0,2742.0,4345.0,1153.0,3192.0,12753.0,POL
2020,THS_T,166.0,2823.0,5218.0,13117.0,0.0,2656.0,5077.0,1578.0,3499.0,13117.0,POL
2021,THS_T,171.0,2873.0,5296.0,13674.0,0.0,2702.0,5505.0,1824.0,3681.0,13674.0,POL
1995,THS_T,0.0,4.0,3183.0,3529.0,0.0,4.0,342.0,302.0,40.0,3529.0,PRT
1996,THS_T,0.0,6.0,3371.0,3740.0,0.0,6.0,364.0,311.0,54.0,3740.0,PRT
1997,THS_T,0.0,7.0,3607.0,4013.0,0.0,7.0,399.0,332.0,67.0,4013.0,PRT
1998,THS_T,0.0,4.0,3761.0,4198.0,0.0,4.0,432.0,351.0,82.0,4198.0,PRT
1999,THS_T,0.0,3.0,3951.0,4427.0,0.0,3.0,472.0,364.0,109.0,4427.0,PRT
2000,THS_T,0.0,985.0,3224.0,4705.0,0.0,985.0,496.0,339.0,157.0,4705.0,PRT
2001,THS_T,0.0,973.0,3176.0,4709.0,0.0,973.0,560.0,370.0,190.0,4709.0,PRT
2002,THS_T,0.0,944.0,3290.0,4595.0,0.0,944.0,347.0,135.0,213.0,4595.0,PRT
2003,THS_T,0.0,1002.0,3178.0,4693.0,0.0,1002.0,513.0,286.0,227.0,4693.0,PRT
2004,THS_T,0.0,993.0,3044.0,4665.0,0.0,993.0,628.0,308.0,320.0,4665.0,PRT
2005,THS_T,0.0,1057.0,2969.0,4745.0,0.0,1057.0,719.0,313.0,406.0,4745.0,PRT
2006,THS_T,0.0,978.0,3143.0,4898.0,0.0,978.0,777.0,302.0,475.0,4898.0,PRT
2007,THS_T,0.0,948.0,3170.0,4967.0,0.0,948.0,849.0,321.0,528.0,4967.0,PRT
2008,THS_T,0.0,993.0,3530.0,5472.0,0.0,993.0,949.0,382.0,567.0,5472.0,PRT
2009,THS_T,0.0,1083.0,3342.0,5496.0,0.0,1083.0,1072.0,424.0,648.0,5496.0,PRT
2010,THS_T,0.0,1058.0,3381.0,5457.0,0.0,1058.0,1018.0,399.0,619.0,5457.0,PRT
2011,THS_T,0.0,1088.0,3048.0,5178.0,0.0,1088.0,1041.0,447.0,595.0,5178.0,PRT
2012,THS_T,0.0,930.0,2593.0,4766.0,0.0,930.0,1243.0,694.0,549.0,4766.0,PRT
2013,THS_T,0.0,1091.0,2320.0,4598.0,0.0,1091.0,1187.0,593.0,594.0,4598.0,PRT
2014,THS_T,0.0,974.0,2307.0,4710.0,0.0,974.0,1430.0,665.0,765.0,4710.0,PRT
2015,THS_T,0.0,941.0,2221.0,4769.0,0.0,941.0,1423.0,745.0,678.0,4586.0,PRT
2016,THS_T,0.0,950.0,2185.0,4891.0,0.0,950.0,1513.0,814.0,699.0,4607.0,PRT
2017,THS_T,0.0,989.0,2335.0,5007.0,0.0,989.0,1458.0,854.0,604.0,4783.0,PRT
2018,THS_T,0.0,946.0,2518.0,5213.0,0.0,946.0,1519.0,881.0,638.0,4984.0,PRT
2019,THS_T,0.0,996.0,2505.0,5281.0,0.0,996.0,1526.0,883.0,643.0,5027.0,PRT
2020,THS_T,0.0,1129.0,3009.0,5279.0,0.0,1129.0,1413.0,740.0,673.0,5551.0,PRT
2021,THS_T,0.0,1248.0,2809.0,5311.0,0.0,1248.0,1617.0,893.0,724.0,5674.0,PRT
1995,THS_T,0.0,0.0,5758.0,7758.0,0.0,0.0,0.0,0.0,0.0,5758.0,ROU
1996,THS_T,0.0,0.0,5202.0,7375.0,0.0,0.0,0.0,0.0,0.0,5202.0,ROU
1997,THS_T,0.0,0.0,5790.0,7347.0,0.0,0.0,0.0,0.0,0.0,5790.0,ROU
1998,THS_T,0.0,0.0,5050.0,6246.0,0.0,0.0,0.0,0.0,0.0,5050.0,ROU
1999,THS_T,0.0,0.0,5727.0,7066.0,0.0,0.0,0.0,0.0,0.0,5727.0,ROU
2000,THS_T,0.0,0.0,6611.0,7961.0,0.0,0.0,0.0,0.0,0.0,6611.0,ROU
2001,THS_T,0.0,0.0,5956.0,7539.0,0.0,0.0,123.0,0.0,123.0,6079.0,ROU
2002,THS_T,0.0,0.0,6695.0,8365.0,0.0,0.0,170.0,0.0,170.0,6865.0,ROU
2003,THS_T,0.0,0.0,6023.0,7611.0,0.0,0.0,17.0,0.0,17.0,6040.0,ROU
2004,THS_T,0.0,0.0,5918.0,7483.0,0.0,0.0,84.0,0.0,83.0,6001.0,ROU
2005,THS_T,0.0,0.0,6413.0,8173.0,0.0,0.0,145.0,0.0,145.0,6558.0,ROU
2006,THS_T,0.0,0.0,6294.0,8392.0,0.0,0.0,41.0,0.0,41.0,6335.0,ROU
2007,THS_T,0.0,0.0,6122.0,8161.0,0.0,0.0,37.0,2.0,34.0,6159.0,ROU
2008,THS_T,0.0,0.0,6486.0,8439.0,0.0,0.0,75.0,3.0,72.0,6561.0,ROU
2009,THS_T,0.0,0.0,6164.0,7768.0,0.0,0.0,82.0,4.0,78.0,6246.0,ROU
2010,THS_T,0.0,21.0,4813.0,6343.0,0.0,21.0,811.0,650.0,162.0,5645.0,ROU
2011,THS_T,0.0,47.0,4057.0,5216.0,0.0,47.0,610.0,436.0,173.0,4713.0,ROU
2012,THS_T,0.0,89.0,3427.0,5044.0,0.0,89.0,745.0,580.0,165.0,4261.0,ROU
2013,THS_T,0.0,97.0,3503.0,5071.0,0.0,97.0,670.0,455.0,215.0,4270.0,ROU
2014,THS_T,0.0,133.0,3558.0,4956.0,0.0,133.0,648.0,391.0,256.0,4338.0,ROU
2015,THS_T,0.0,116.0,3522.0,4904.0,0.0,116.0,650.0,365.0,284.0,4288.0,ROU
2016,THS_T,0.0,220.0,3568.0,5143.0,0.0,220.0,689.0,352.0,337.0,4760.0,ROU
2017,THS_T,0.0,227.0,4052.0,5333.0,0.0,227.0,745.0,353.0,393.0,5072.0,ROU
2018,THS_T,0.0,241.0,4095.0,5296.0,0.0,241.0,586.0,181.0,406.0,4960.0,ROU
2019,THS_T,0.0,251.0,4120.0,5430.0,0.0,251.0,623.0,239.0,384.0,5007.0,ROU
2020,THS_T,0.0,298.0,4114.0,5588.0,0.0,298.0,663.0,353.0,310.0,5093.0,ROU
2021,THS_T,0.0,335.0,4356.0,5768.0,0.0,335.0,654.0,270.0,384.0,5345.0,ROU
1995,THS_T,6.0,151.0,1382.0,1580.0,0.0,145.0,44.0,20.0,24.0,1578.0,SVK
1996,THS_T,5.0,149.0,1326.0,1479.0,0.0,144.0,41.0,19.0,22.0,1517.0,SVK
1997,THS_T,8.0,162.0,1206.0,1477.0,0.0,154.0,74.0,39.0,35.0,1451.0,SVK
1998,THS_T,7.0,180.0,1113.0,1396.0,0.0,174.0,66.0,38.0,28.0,1366.0,SVK
1999,THS_T,6.0,175.0,1134.0,1408.0,0.0,170.0,67.0,39.0,28.0,1380.0,SVK
2000,THS_T,5.0,209.0,1056.0,1369.0,0.0,204.0,71.0,36.0,34.0,1340.0,SVK
2001,THS_T,4.0,133.0,1049.0,1286.0,0.0,129.0,70.0,34.0,36.0,1258.0,SVK
2002,THS_T,65.0,156.0,1121.0,1449.0,0.0,91.0,69.0,35.0,34.0,1376.0,SVK
2003,THS_T,67.0,162.0,1171.0,1511.0,0.0,96.0,84.0,37.0,47.0,1427.0,SVK
2004,THS_T,68.0,184.0,1123.0,1400.0,0.0,116.0,86.0,41.0,46.0,1400.0,SVK
2005,THS_T,181.0,183.0,1144.0,1468.0,0.0,2.0,30.0,16.0,14.0,1381.0,SVK
2006,THS_T,190.0,190.0,1169.0,1524.0,0.0,0.0,61.0,48.0,14.0,1441.0,SVK
2007,THS_T,64.0,180.0,1210.0,1579.0,0.0,116.0,104.0,65.0,39.0,1494.0,SVK
2008,THS_T,0.0,157.0,1276.0,1686.0,0.0,157.0,124.0,64.0,60.0,1557.0,SVK
2009,THS_T,3.0,183.0,1264.0,1654.0,0.0,180.0,137.0,64.0,72.0,1583.0,SVK
2010,THS_T,12.0,183.0,1325.0,1719.0,0.0,171.0,157.0,59.0,98.0,1666.0,SVK
2011,THS_T,4.0,186.0,1240.0,1679.0,0.0,182.0,183.0,69.0,113.0,1609.0,SVK
2012,THS_T,4.0,168.0,1211.0,1657.0,0.0,164.0,222.0,81.0,141.0,1601.0,SVK
2013,THS_T,0.0,174.0,1152.0,1645.0,0.0,174.0,177.0,69.0,108.0,1502.0,SVK
2014,THS_T,4.0,190.0,1158.0,1733.0,0.0,186.0,180.0,91.0,88.0,1528.0,SVK
2015,THS_T,0.0,191.0,1226.0,1784.0,0.0,191.0,266.0,130.0,136.0,1683.0,SVK
2016,THS_T,0.0,197.0,1236.0,1890.0,0.0,197.0,434.0,143.0,291.0,1875.0,SVK
2017,THS_T,0.0,197.0,1246.0,2058.0,0.0,197.0,614.0,181.0,433.0,2057.0,SVK
2018,THS_T,30.0,187.0,1248.0,2254.0,0.0,157.0,818.0,215.0,603.0,2253.0,SVK
2019,THS_T,85.0,211.0,1197.0,2299.0,0.0,125.0,886.0,269.0,616.0,2293.0,SVK
2020,THS_T,0.0,193.0,1189.0,2612.0,18.0,193.0,1184.0,355.0,810.0,2568.0,SVK
2021,THS_T,0.0,220.0,1099.0,2705.0,0.0,219.0,1323.0,420.0,903.0,2660.0,SVK
1995,THS_T,0.0,0.0,908.0,1186.0,0.0,0.0,24.0,3.0,21.0,933.0,SVN
1996,THS_T,0.0,0.0,925.0,1175.0,0.0,0.0,62.0,8.0,54.0,987.0,SVN
1997,THS_T,0.0,0.0,975.0,1170.0,0.0,0.0,70.0,16.0,54.0,1045.0,SVN
1998,THS_T,0.0,0.0,1017.0,1159.0,0.0,0.0,110.0,21.0,90.0,1127.0,SVN
1999,THS_T,0.0,0.0,900.0,1090.0,0.0,0.0,69.0,19.0,50.0,969.0,SVN
2000,THS_T,0.0,0.0,800.0,1020.0,0.0,0.0,61.0,14.0,47.0,861.0,SVN
2001,THS_T,0.0,0.0,712.0,953.0,0.0,0.0,26.0,12.0,14.0,738.0,SVN
2002,THS_T,0.0,5.0,713.0,812.0,0.0,5.0,73.0,11.0,62.0,791.0,SVN
2003,THS_T,0.0,5.0,694.0,834.0,0.0,5.0,105.0,13.0,92.0,804.0,SVN
2004,THS_T,0.0,15.0,625.0,969.0,0.0,15.0,198.0,15.0,183.0,838.0,SVN
2005,THS_T,0.0,1.0,659.0,989.0,0.0,1.0,184.0,15.0,169.0,844.0,SVN
2006,THS_T,0.0,1.0,725.0,1036.0,0.0,1.0,160.0,15.0,145.0,886.0,SVN
2007,THS_T,0.0,0.0,688.0,1060.0,0.0,0.0,232.0,15.0,217.0,920.0,SVN
2008,THS_T,0.0,13.0,685.0,1095.0,0.0,13.0,207.0,17.0,190.0,905.0,SVN
2009,THS_T,0.0,14.0,628.0,1069.0,0.0,14.0,209.0,20.0,189.0,851.0,SVN
2010,THS_T,1.0,9.0,571.0,1004.0,0.0,8.0,225.0,22.0,203.0,805.0,SVN
2011,THS_T,0.0,11.0,481.0,852.0,0.0,11.0,304.0,45.0,258.0,796.0,SVN
2012,THS_T,1.0,10.0,316.0,744.0,0.0,9.0,313.0,42.0,270.0,639.0,SVN
2013,THS_T,1.0,4.0,224.0,853.0,0.0,3.0,297.0,58.0,239.0,526.0,SVN
2014,THS_T,0.0,2.0,208.0,892.0,0.0,2.0,321.0,62.0,259.0,530.0,SVN
2015,THS_T,0.0,158.0,210.0,926.0,0.0,158.0,501.0,71.0,430.0,869.0,SVN
2016,THS_T,19.0,188.0,78.0,943.0,0.0,169.0,523.0,144.0,380.0,790.0,SVN
2017,THS_T,37.0,111.0,99.0,974.0,0.0,74.0,563.0,151.0,412.0,773.0,SVN
2018,THS_T,7.0,105.0,97.0,1009.0,1.0,98.0,594.0,165.0,429.0,796.0,SVN
2019,THS_T,1.0,137.0,108.0,1052.0,1.0,136.0,623.0,176.0,447.0,868.0,SVN
2020,THS_T,21.0,134.0,69.0,1024.0,0.0,113.0,607.0,147.0,460.0,809.0,SVN
2021,THS_T,21.0,118.0,66.0,1077.0,1.0,97.0,655.0,152.0,502.0,853.0,SVN
1995,THS_T,0.0,1310.0,1200.0,3405.0,0.0,1310.0,895.0,210.0,685.0,3405.0,SWE
1996,THS_T,0.0,1298.0,1110.0,3458.0,0.0,1298.0,1050.0,240.0,810.0,3458.0,SWE
1997,THS_T,0.0,1330.0,1150.0,3678.0,0.0,1330.0,1198.0,275.0,923.0,3678.0,SWE
1998,THS_T,0.0,1464.0,1020.0,3839.0,0.0,1464.0,1355.0,309.0,1046.0,3839.0,SWE
1999,THS_T,0.0,1440.0,920.0,3774.0,0.0,1440.0,1414.0,320.0,1094.0,3774.0,SWE
2000,THS_T,0.0,1457.0,865.0,3773.0,0.0,1457.0,1451.0,360.0,1091.0,3773.0,SWE
2001,THS_T,0.0,1504.0,880.0,3907.0,0.0,1504.0,1523.0,388.0,1135.0,3907.0,SWE
2002,THS_T,0.0,1675.0,825.0,4149.0,0.0,1675.0,1649.0,354.0,1295.0,4149.0,SWE
2003,THS_T,0.0,1868.0,575.0,4159.0,0.0,1868.0,1717.0,403.0,1314.0,4159.0,SWE
2004,THS_T,0.0,1944.0,380.0,4143.0,0.0,1944.0,1819.0,434.0,1385.0,4143.0,SWE
2005,THS_T,0.0,2182.0,210.0,4321.0,0.0,2182.0,1929.0,454.0,1474.0,4321.0,SWE
2006,THS_T,0.0,2108.0,226.0,4461.0,0.0,2108.0,2127.0,470.0,1658.0,4461.0,SWE
2007,THS_T,0.0,2191.0,186.0,4460.0,0.0,2191.0,2082.0,491.0,1591.0,4460.0,SWE
2008,THS_T,0.0,2293.0,140.0,4476.0,0.0,2293.0,2043.0,522.0,1520.0,4476.0,SWE
2009,THS_T,0.0,2173.0,58.0,4390.0,0.0,2173.0,2159.0,555.0,1604.0,4390.0,SWE
2010,THS_T,0.0,2124.0,38.0,4140.0,0.0,2124.0,1979.0,564.0,1414.0,4140.0,SWE
2011,THS_T,0.0,2236.0,33.0,4278.0,0.0,2236.0,2009.0,602.0,1408.0,4278.0,SWE
2012,THS_T,0.0,2271.0,27.0,4324.0,0.0,2271.0,2026.0,621.0,1405.0,4324.0,SWE
2013,THS_T,0.0,2236.0,28.0,4371.0,0.0,2236.0,2108.0,663.0,1445.0,4371.0,SWE
2014,THS_T,0.0,2149.0,27.0,4295.0,0.0,2149.0,2119.0,699.0,1420.0,4295.0,SWE
2015,THS_T,0.0,2284.0,35.0,4422.0,0.0,2284.0,2103.0,684.0,1418.0,4422.0,SWE
2016,THS_T,0.0,2263.0,28.0,4439.0,0.0,2263.0,2149.0,715.0,1435.0,4439.0,SWE
2017,THS_T,0.0,2400.0,20.0,4551.0,0.0,2400.0,2130.0,704.0,1426.0,4551.0,SWE
2018,THS_T,0.0,2362.0,30.0,4416.0,0.0,2362.0,2024.0,704.0,1320.0,4416.0,SWE
2019,THS_T,0.0,2427.0,35.0,4611.0,0.0,2427.0,2150.0,653.0,1497.0,4611.0,SWE
2020,THS_T,0.0,2680.0,21.0,4460.0,1.0,2680.0,1707.0,808.0,898.0,4422.0,SWE
2021,THS_T,0.0,2599.0,24.0,4352.0,3.0,2599.0,1720.0,851.0,867.0,4356.0,SWE
1995,THS_T,1160.0,2610.0,23990.0,28900.0,0.0,1450.0,2020.0,,2020.0,28910.0,GBR
1996,THS_T,614.0,2100.0,25574.0,29750.0,0.0,1486.0,1922.0,,1922.0,29909.0,GBR
1997,THS_T,66.0,1730.0,26848.0,31042.0,0.0,1664.0,2265.0,,2265.0,31193.0,GBR
1998,THS_T,17.0,2174.0,26607.0,31697.0,0.0,2157.0,2763.0,,2763.0,31825.0,GBR
1999,THS_T,8.0,2369.0,27482.0,33392.0,0.0,2361.0,3421.0,,3421.0,33498.0,GBR
2000,THS_T,20.0,2456.0,27563.0,33954.0,0.0,2436.0,3773.0,937.0,2836.0,33954.0,GBR
2001,THS_T,9.0,2535.0,27948.0,34945.0,0.0,2526.0,4318.0,1137.0,3181.0,34942.0,GBR
2002,THS_T,7.0,2681.0,27546.0,35532.0,0.0,2674.0,5156.0,1423.0,3733.0,35534.0,GBR
2003,THS_T,8.32,2677.59,26144.0,35279.0,0.0,2669.27,6385.0,1687.0,4698.0,35244.59,GBR
2004,THS_T,7.71,2900.71,25006.0,36121.0,0.0,2893.0,8156.0,2499.0,5657.0,36090.11,GBR
2005,THS_T,7.0,2942.0,22569.0,35121.0,0.0,2935.0,9369.0,3007.0,6362.0,35097.0,GBR
2006,THS_T,7.0,3302.0,21335.0,35479.0,0.0,3295.0,10733.0,3626.0,7107.0,35370.0,GBR
2007,THS_T,6.0,3245.0,19685.0,34780.0,0.0,3239.0,11696.0,4016.0,7680.0,34626.0,GBR
2008,THS_T,7.0,3448.0,17590.0,33424.0,0.0,3441.0,12177.0,4402.0,7775.0,33215.0,GBR
2009,THS_T,6.69,3746.92,16020.3,32507.45,0.0,3740.23,12456.830078125,4566.49,7890.34,32507.75,GBR
2010,THS_T,5.51,4124.23,14685.53,31954.51,0.0,4118.72,12855.0,4786.38,8068.62,31954.77,GBR
2011,THS_T,5.0,5039.68,12573.8,31066.06,0.0,5034.67,13055.6201171875,4921.59,8134.03,31066.09,GBR
2012,THS_T,47.63,5698.3,11280.9,30412.98,0.0,5650.66,12961.2900390625,4788.19,8173.1,30472.53,GBR
2013,THS_T,92.0,6510.0,10533.0,30890.0,0.0,6418.0,13354.0,4894.0,8460.0,30988.0,GBR
2014,THS_T,122.0,8265.0,8706.0,31131.0,0.0,8143.0,13540.0,5074.0,8466.0,31175.0,GBR
2015,THS_T,311.0,9913.0,7217.0,31475.0,0.0,9602.0,13659.0,5101.0,8558.0,31528.0,GBR
2016,THS_T,327.0,10954.0,6046.0,31710.0,0.0,10627.0,13962.0,5322.0,8640.0,31782.0,GBR
2017,THS_T,310.0,11591.0,5055.0,30912.0,0.0,11281.0,13555.0,5231.0,8324.0,30994.0,GBR
2018,THS_T,330.0,12045.0,4463.0,30786.0,0.0,11715.0,13608.0,5222.0,8386.0,30914.0,GBR
2019,THS_T,612.0,12763.0,3463.0,30678.0,0.0,12151.0,13682.0,5373.0,8309.0,30864.0,GBR
2020,THS_T,684.0,13826.0,3112.0,31002.0,0.0,13142.0,13337.0,5309.0,8028.0,31132.0,GBR
2021,THS_T,643.0,13739.0,3248.0,31237.0,0.0,13096.0,13533.0,5365.0,8168.0,31459.0,GBR
1995,THS_T,16258.0,34603.0,147269.0,232949.0,0.0,18344.0,40897.0,14540.0,26357.0,223289.0,EU27+4
1996,THS_T,16537.0,34809.0,144382.0,239085.0,0.0,18273.0,46325.0,16581.0,29744.0,226088.0,EU27+4
1997,THS_T,17527.0,37087.0,145776.0,247323.0,0.0,19560.0,51724.0,18016.0,33709.0,234979.0,EU27+4
1998,THS_T,16247.0,37773.0,142065.0,246546.0,0.0,21527.0,55433.0,18640.0,36794.0,235585.0,EU27+4
1999,THS_T,15847.0,38772.0,141268.0,253809.0,0.0,22926.0,61892.0,19864.0,42029.0,242187.0,EU27+4
2000,THS_T,16107.0,41160.0,141045.0,261645.0,0.0,25054.0,66951.0,24476.0,42477.0,249351.0,EU27+4
2001,THS_T,16068.0,42533.0,135152.0,259144.0,0.0,26465.0,70041.0,25164.0,44875.0,247917.0,EU27+4
2002,THS_T,16286.0,44326.0,131146.0,262796.0,0.0,28041.0,75727.0,26873.0,48858.0,251434.0,EU27+4
2003,THS_T,15515.32,44468.59,124662.0,258020.0,0.0,28954.27,77144.0,27131.0,50014.0,246363.59,EU27+4
2004,THS_T,16398.71,47350.71,117536.0,259761.0,0.0,30951.0,80257.0,29015.0,51243.0,245420.11,EU27+4
2005,THS_T,18007.0,50684.0,109781.0,262458.0,0.0,32677.0,84241.0,29731.0,54507.0,245128.0,EU27+4
2006,THS_T,17894.0,55049.0,109857.0,267049.0,0.0,37156.0,88503.0,31601.0,56904.0,253642.0,EU27+4
2007,THS_T,16242.0,55770.0,107494.0,269355.0,0.0,39530.0,95285.0,33150.0,62132.0,258549.0,EU27+4
2008,THS_T,15829.0,58065.0,101632.0,269096.0,0.0,42235.0,99202.0,36065.0,63139.0,258896.0,EU27+4
2009,THS_T,15561.69,59078.92,98182.3,264911.45,0.0,43518.23,100063.830078125,35373.49,64688.34,257606.75,EU27+4
2010,THS_T,13111.51,61562.23,93546.53,262275.01,0.0,48450.72,100969.5,35035.88,65934.62,256366.27,EU27+4
2011,THS_T,11682.0,64349.68,86354.8,258944.06,0.0,52668.67,102257.6201171875,35107.59,67149.03,253360.09,EU27+4
2012,THS_T,9086.63,63716.3,78859.9,253519.98,0.0,54630.66,104602.2900390625,36314.19,68288.1,247709.53,EU27+4
2013,THS_T,6109.0,66368.0,73347.5,250733.0,0.0,60258.0,105143.0,37670.0,67474.0,245450.0,EU27+4
2014,THS_T,6301.0,68759.0,68093.0,251349.0,0.0,62458.0,109671.0,39245.0,70426.0,247183.0,EU27+4
2015,THS_T,8344.0,70869.0,64021.0,253369.0,0.0,62524.0,113671.0,39863.0,73805.0,249334.5,EU27+4
2016,THS_T,5142.0,73518.0,60298.0,261489.0,152.0,68377.0,119516.0,43080.0,76286.0,257631.0,EU27+4
2017,THS_T,1654.0,75153.0,61784.0,263576.0,161.0,73498.0,121222.0,44265.0,76797.0,259704.0,EU27+4
2018,THS_T,1418.0,75213.0,60357.0,264076.0,175.0,73795.0,122036.0,44594.0,77267.0,259120.0,EU27+4
2019,THS_T,1725.5,76385.0,59079.5,266480.0,197.0,74657.5,124936.5,46352.5,78390.5,261774.0,EU27+4
