TIME_PERIOD,unit,DSP_I,DSP_I_RCV_E,DSP_L_OTH,GEN,PRP_REU,RCV_E,RCY,RCY_C_D,RCY_M,TRT,Country
2009,THS_T,0.0,406.0,3212.0,4312.0,0.0,406.0,666.0,90.0,576.0,4284.0,HUN
2010,THS_T,0.0,406.0,2838.0,4033.0,0.0,406.0,789.0,148.0,641.0,4033.0,HUN
2011,THS_T,0.0,408.0,2563.0,3809.0,0.0,408.0,838.0,184.0,654.0,3809.0,HUN
2012,THS_T,0.0,364.0,2609.0,3988.0,0.0,364.0,1015.0,183.0,832.0,3988.0,HUN
2013,THS_T,0.0,336.0,2415.0,3738.0,0.0,336.0,987.0,188.0,799.0,3738.0,HUN
2014,THS_T,0.0,373.0,2181.0,3795.0,0.0,373.0,1159.0,236.0,923.0,3713.0,HUN
2015,THS_T,0.0,525.0,1991.0,3712.0,0.0,525.0,1194.0,231.0,963.0,3710.0,HUN
2016,THS_T,0.0,554.0,1888.0,3721.0,0.0,554.0,1292.0,294.0,998.0,3734.0,HUN
2017,THS_T,0.0,608.0,1825.0,3768.0,0.0,608.0,1319.0,309.0,1010.0,3752.0,HUN
2018,THS_T,0.0,501.0,1851.0,3729.0,0.0,501.0,1394.0,309.0,1085.0,3746.0,HUN
2019,THS_T,0.0,515.0,1918.0,3780.0,0.0,515.0,1358.0,353.0,1005.0,3791.0,HUN
2020,THS_T,4.0,470.0,2124.0,3931.0,0.0,466.0,1257.0,384.0,873.0,3931.0,HUN
2021,THS_T,3.0,503.0,2061.0,4042.0,0.0,500.0,1411.0,382.0,1029.0,4042.0,HUN
1995,THS_T,0.0,0.0,1426.0,1848.0,0.0,0.0,124.0,0.0,124.0,1550.0,IRL
1996,THS_T,0.0,0.0,1518.0,1898.0,0.0,0.0,130.0,0.0,130.0,1648.0,IRL
1997,THS_T,0.0,0.0,1604.0,2000.0,0.0,0.0,150.0,0.0,150.0,1754.0,IRL
1998,THS_T,0.0,0.0,1767.0,2057.0,0.0,0.0,167.0,6.0,161.0,1934.0,IRL
1999,THS_T,0.0,0.0,1930.0,2168.0,0.0,0.0,205.0,0.0,205.0,2135.0,IRL
2000,THS_T,0.0,0.0,2093.0,2279.0,0.0,0.0,271.0,17.0,254.0,2364.0,IRL
2001,THS_T,0.0,0.0,2071.0,2704.0,0.0,0.0,306.0,22.0,284.0,2377.0,IRL
2002,THS_T,0.0,0.0,1967.0,2720.0,0.0,0.0,497.0,34.0,463.0,2464.0,IRL
2003,THS_T,0.0,0.0,1904.0,2918.0,0.0,0.0,690.0,40.0,650.0,2594.0,IRL
2004,THS_T,0.0,0.0,1819.0,3001.0,0.0,0.0,885.0,50.0,835.0,2704.0,IRL
2005,THS_T,0.0,0.0,1833.0,3041.0,0.0,0.0,946.0,48.0,898.0,2779.0,IRL
2006,THS_T,0.0,0.0,1981.0,3385.0,0.0,0.0,1119.0,55.0,1064.0,3100.0,IRL
2007,THS_T,0.0,0.0,2015.0,3398.0,0.0,0.0,1160.0,79.0,1081.0,3175.0,IRL
2008,THS_T,0.0,82.0,1939.0,3224.0,0.0,82.0,1084.0,107.0,977.0,3104.0,IRL
2009,THS_T,0.0,111.0,1724.0,2953.0,0.0,111.0,990.0,88.0,902.0,2825.0,IRL
2010,THS_T,1.0,109.0,1496.0,2846.0,0.0,108.0,1017.0,107.0,910.0,2622.0,IRL
2011,THS_T,0.0,196.0,1344.0,2823.0,0.0,196.0,1018.0,157.0,861.0,2558.0,IRL
2012,THS_T,0.0,427.0,1028.0,2693.0,0.0,427.0,985.0,156.0,829.0,2439.0,IRL
2013,THS_T,0.0,660.0,782.5,2656.0,0.0,660.0,1014.0,168.0,846.0,2456.0,IRL
2014,THS_T,0.0,893.0,537.0,2619.0,0.0,893.0,1043.0,180.0,863.0,2473.0,IRL
2015,THS_T,0.0,852.0,624.0,2691.0,0.0,852.0,1084.0,185.0,899.0,2595.5,IRL
2016,THS_T,0.0,811.0,711.0,2763.0,0.0,811.0,1125.0,190.0,935.0,2718.0,IRL
2017,THS_T,0.0,881.0,623.0,2768.0,0.0,881.0,1118.0,246.0,872.0,2724.0,IRL
2018,THS_T,0.0,1243.0,418.0,2912.0,0.0,1243.0,1097.0,245.0,851.0,2865.0,IRL
2019,THS_T,0.0,1413.0,472.0,3086.0,0.0,1413.0,1153.0,295.0,858.0,3037.0,IRL
2020,THS_T,0.0,1353.0,517.0,3210.0,12.0,1353.0,1310.0,351.0,948.0,3181.0,IRL
1995,THS_T,13.0,15.0,86.0,114.0,0.0,2.0,9.0,2.0,7.0,120.0,ISL
1996,THS_T,13.0,15.0,88.0,117.0,0.0,2.0,11.0,2.0,9.0,119.0,ISL
1997,THS_T,13.0,15.0,90.0,120.0,0.0,2.0,10.0,2.0,8.0,118.0,ISL
1998,THS_T,11.0,15.0,92.0,123.0,0.0,4.0,13.0,2.0,11.0,122.0,ISL
1999,THS_T,11.0,15.0,95.0,126.0,0.0,4.0,16.0,2.0,14.0,127.0,ISL
2000,THS_T,11.0,17.0,98.0,130.0,0.0,6.0,20.0,3.0,17.0,135.0,ISL
2001,THS_T,5.0,11.0,100.0,133.0,0.0,6.0,21.0,3.0,18.0,132.0,ISL
2002,THS_T,3.0,10.0,103.0,137.0,0.0,7.0,22.0,3.0,19.0,135.0,ISL
2003,THS_T,2.0,13.0,105.0,140.0,0.0,11.0,23.0,3.0,20.0,141.0,ISL
2004,THS_T,2.0,15.0,106.0,147.0,0.0,13.0,23.0,0.0,23.0,144.0,ISL
2005,THS_T,2.0,13.0,108.0,153.0,0.0,11.0,0.0,0.0,0.0,121.0,ISL
2006,THS_T,2.0,13.0,117.0,171.0,0.0,11.0,0.0,0.0,0.0,130.0,ISL
2007,THS_T,2.0,17.0,117.0,174.0,0.0,15.0,0.0,0.0,0.0,134.0,ISL
2008,THS_T,0.0,13.0,155.0,208.0,0.0,13.0,40.0,4.0,36.0,208.0,ISL
2009,THS_T,2.0,11.0,94.0,132.0,0.0,9.0,27.0,6.0,21.0,132.0,ISL
2010,THS_T,2.0,12.0,110.0,154.0,0.0,10.0,32.0,8.0,24.0,154.0,ISL
2011,THS_T,2.0,10.0,108.0,158.0,0.0,8.0,40.0,8.0,32.0,158.0,ISL
2012,THS_T,2.0,9.0,110.0,164.0,0.0,7.0,46.0,7.0,39.0,165.0,ISL
2013,THS_T,1.0,6.0,110.0,167.0,0.0,5.0,50.0,8.0,42.0,166.0,ISL
2014,THS_T,7.0,7.0,116.0,175.0,0.0,0.0,52.0,15.0,37.0,175.0,ISL
2015,THS_T,6.0,7.0,113.0,195.0,0.0,0.0,55.0,14.0,40.0,175.0,ISL
2016,THS_T,8.0,8.0,126.0,220.0,0.0,1.0,73.0,17.0,56.0,220.0,ISL
2017,THS_T,8.0,8.0,143.0,225.0,0.0,0.0,58.0,15.0,43.0,225.0,ISL
2018,THS_T,11.0,12.0,148.0,247.0,0.0,1.0,68.0,17.0,51.0,247.0,ISL
2019,THS_T,8.5,18.0,127.5,236.0,0.0,9.5,63.5,18.5,45.5,236.0,ISL
2020,THS_T,6.0,24.0,107.0,225.0,0.0,18.0,59.0,20.0,40.0,225.0,ISL
2021,THS_T,6.0,20.0,98.0,246.0,0.0,15.0,65.0,11.0,54.0,246.0,ISL
1995,THS_T,193.0,1362.0,24000.0,25780.0,0.0,1169.0,1245.0,315.0,930.0,26607.0,ITA
1996,THS_T,0.0,1196.0,21623.0,25960.0,0.0,1196.0,1664.0,465.0,1199.0,24483.0,ITA
1997,THS_T,524.0,1746.0,21275.0,26605.0,0.0,1222.0,2478.0,604.0,1874.0,25499.0,ITA
1998,THS_T,0.0,1949.0,20768.0,26846.0,0.0,1949.0,2958.0,723.0,2235.0,25675.0,ITA
1999,THS_T,377.0,2121.0,21745.0,28364.0,0.0,1744.0,3436.0,841.0,2595.0,27302.0,ITA
2000,THS_T,171.0,2237.0,21917.0,28959.0,0.0,2066.0,4125.0,1237.0,2888.0,28279.0,ITA
2001,THS_T,91.0,2516.0,19912.0,29409.0,0.0,2425.0,5240.0,1727.0,3513.0,27668.0,ITA
2002,THS_T,163.0,2672.0,18745.0,29864.0,0.0,2509.0,4423.0,1696.0,2727.0,25840.0,ITA
2003,THS_T,59.0,3169.0,17883.0,30035.0,0.0,3110.0,4904.0,1796.0,3108.0,25956.0,ITA
2004,THS_T,50.0,3518.0,17641.0,31150.0,0.0,3468.0,5467.0,1958.0,3509.0,26626.0,ITA
2005,THS_T,49.0,3825.0,17117.0,31668.0,0.0,3776.0,5868.0,2185.0,3683.0,26810.0,ITA
2006,THS_T,39.0,4121.0,17462.0,32516.0,0.0,4082.0,6246.0,2433.0,3813.0,27829.0,ITA
2007,THS_T,26.0,4029.0,16912.0,32536.0,0.0,4003.0,8135.0,2599.0,5536.0,29076.0,ITA
2008,THS_T,31.0,4372.0,16069.0,32461.0,0.0,4341.0,7737.0,3106.0,4631.0,28178.0,ITA
2009,THS_T,26.0,4770.0,15538.0,32107.0,0.0,4744.0,9532.0,3490.0,6042.0,29840.0,ITA
2010,THS_T,53.0,5440.0,15015.0,32440.0,0.0,5387.0,10050.0,3943.0,6107.0,30505.0,ITA
2011,THS_T,41.0,5593.0,13206.0,31386.0,0.0,5552.0,11129.0,3980.0,7149.0,29928.0,ITA
2012,THS_T,0.0,5529.0,11720.0,29994.0,0.0,5529.0,11516.0,4339.0,7177.0,28765.0,ITA
2013,THS_T,0.0,5970.0,10914.0,29573.0,0.0,5970.0,11654.0,4319.0,7335.0,28538.0,ITA
2014,THS_T,0.0,5868.0,9332.0,29652.0,0.0,5868.0,12337.0,4865.0,7472.0,27537.0,ITA
2015,THS_T,3071.0,6040.0,7819.0,29524.0,0.0,2969.0,13067.0,5203.0,7864.0,26926.0,ITA
2016,THS_T,1999.0,5865.0,7432.0,30112.0,0.0,3866.0,13814.0,5721.0,8093.0,27374.0,ITA
2017,THS_T,256.0,5634.0,6927.0,29572.0,0.0,5378.0,14121.0,5903.0,8218.0,26948.0,ITA
2018,THS_T,180.0,5756.0,6486.0,30165.0,0.0,5576.0,15009.0,6334.0,8675.0,27488.0,ITA
2019,THS_T,178.0,5889.0,6283.0,30023.0,0.0,5711.0,15435.0,6387.0,9048.0,27607.0,ITA
2020,THS_T,158.0,5615.0,5817.0,28945.0,0.0,5457.0,14872.0,6868.0,8004.0,26304.0,ITA
2021,THS_T,208.0,5617.0,5619.0,29254.0,0.0,5409.0,15174.0,7047.0,8127.0,26751.0,ITA
1995,THS_T,0.0,0.0,1546.0,1546.0,0.0,0.0,0.0,0.0,0.0,1546.0,LTU
1996,THS_T,0.0,0.0,1445.0,1445.0,0.0,0.0,0.0,0.0,0.0,1445.0,LTU
1997,THS_T,0.0,0.0,1510.0,1510.0,0.0,0.0,0.0,0.0,0.0,1510.0,LTU
1998,THS_T,0.0,0.0,1578.0,1578.0,0.0,0.0,0.0,0.0,0.0,1578.0,LTU
1999,THS_T,0.0,0.0,1236.0,1236.0,0.0,0.0,0.0,0.0,0.0,1236.0,LTU
2000,THS_T,0.0,0.0,1209.0,1276.0,0.0,0.0,0.0,0.0,0.0,1209.0,LTU
2001,THS_T,0.0,0.0,1169.0,1313.0,0.0,0.0,0.0,0.0,0.0,1169.0,LTU
2002,THS_T,0.0,0.0,1119.0,1395.0,0.0,0.0,0.0,0.0,0.0,1119.0,LTU
2003,THS_T,0.0,0.0,1136.0,1328.0,0.0,0.0,0.0,0.0,0.0,1136.0,LTU
2004,THS_T,0.0,0.0,1153.0,1260.0,0.0,0.0,24.0,10.0,14.0,1177.0,LTU
2005,THS_T,0.0,0.0,1174.0,1287.0,0.0,0.0,24.0,10.0,14.0,1198.0,LTU
2006,THS_T,0.0,0.0,1211.0,1326.0,0.0,0.0,25.0,11.0,14.0,1237.0,LTU
2007,THS_T,0.0,0.0,1245.0,1354.0,0.0,0.0,102.0,22.0,80.0,1347.0,LTU
2008,THS_T,0.0,0.0,1237.0,1369.0,0.0,0.0,115.0,15.0,101.0,1353.0,LTU
2009,THS_T,0.0,0.0,1093.0,1206.0,0.0,0.0,103.0,16.0,87.0,1196.0,LTU
2010,THS_T,0.0,1.0,1079.0,1253.0,0.0,1.0,62.0,19.0,43.0,1143.0,LTU
2011,THS_T,2.0,7.0,1034.0,1339.0,0.0,6.0,268.0,23.0,244.0,1309.0,LTU
2012,THS_T,0.0,0.0,971.0,1330.0,0.0,0.0,312.0,51.0,261.0,1283.0,LTU
2013,THS_T,0.0,92.0,798.0,1280.0,0.0,91.0,356.0,95.0,261.0,1246.0,LTU
2014,THS_T,0.0,113.0,748.0,1270.0,0.0,113.0,387.0,119.0,268.0,1247.0,LTU
2015,THS_T,0.0,150.0,702.0,1300.0,0.0,150.0,431.0,132.0,298.0,1283.0,LTU
2016,THS_T,0.0,221.0,379.0,1272.0,0.0,221.0,611.0,299.0,312.0,1211.0,LTU
2017,THS_T,0.0,236.0,421.0,1286.0,0.0,236.0,619.0,308.0,311.0,1275.0,LTU
2018,THS_T,0.0,163.0,320.0,1301.0,0.0,163.0,684.0,368.0,315.0,1167.0,LTU
2019,THS_T,0.0,194.0,284.0,1319.0,0.0,194.0,655.0,293.0,363.0,1159.0,LTU
2020,THS_T,0.0,349.0,220.0,1350.0,1.0,349.0,611.0,280.0,329.0,1197.0,LTU
2021,THS_T,0.0,473.0,207.0,1345.0,2.0,473.0,596.0,240.0,354.0,1290.0,LTU
1995,THS_T,0.0,127.0,65.0,240.0,0.0,127.0,48.0,17.0,31.0,240.0,LUX
1996,THS_T,0.0,126.0,67.0,242.0,0.0,126.0,49.0,12.0,37.0,242.0,LUX
1997,THS_T,0.0,125.0,60.0,253.0,0.0,125.0,68.0,22.0,46.0,253.0,LUX
1998,THS_T,0.0,122.0,62.0,266.0,0.0,122.0,82.0,30.0,52.0,266.0,LUX
1999,THS_T,0.0,133.0,60.0,278.0,0.0,133.0,85.0,33.0,52.0,278.0,LUX
2000,THS_T,0.0,123.0,60.0,285.0,0.0,123.0,102.0,41.0,62.0,285.0,LUX
2001,THS_T,0.0,121.0,58.0,285.0,0.0,121.0,107.0,40.0,66.0,285.0,LUX
2002,THS_T,0.0,122.0,57.0,291.0,0.0,122.0,112.0,45.0,66.0,291.0,LUX
2003,THS_T,0.0,120.0,57.0,306.0,0.0,120.0,129.0,59.0,71.0,306.0,LUX
2004,THS_T,0.0,130.0,52.0,311.0,0.0,130.0,129.0,57.0,72.0,311.0,LUX
2005,THS_T,0.0,118.0,58.0,313.0,0.0,118.0,136.0,56.0,80.0,313.0,LUX
2006,THS_T,0.0,125.0,56.0,323.0,0.0,125.0,141.0,57.0,84.0,323.0,LUX
2007,THS_T,0.0,128.0,56.0,333.0,0.0,128.0,150.0,64.0,86.0,333.0,LUX
2008,THS_T,0.0,131.0,53.0,341.0,0.0,131.0,156.0,68.0,89.0,341.0,LUX
2009,THS_T,0.0,131.0,51.0,338.0,0.0,131.0,157.0,67.0,89.0,338.0,LUX
2010,THS_T,0.0,130.0,55.0,344.0,0.0,130.0,160.0,67.0,93.0,344.0,LUX
2011,THS_T,0.0,135.0,50.0,345.0,0.0,135.0,160.0,62.0,98.0,345.0,LUX
2012,THS_T,0.0,132.0,50.0,346.0,0.0,132.0,164.0,68.0,96.0,346.0,LUX
2013,THS_T,0.0,132.0,48.0,335.0,0.0,132.0,155.0,61.0,95.0,335.0,LUX
2014,THS_T,0.0,132.0,50.0,348.0,0.0,132.0,166.0,67.0,99.0,348.0,LUX
2015,THS_T,0.0,156.0,26.0,346.0,0.0,156.0,164.0,63.0,101.0,346.0,LUX
2016,THS_T,0.0,221.0,22.0,474.0,0.0,221.0,233.0,97.0,136.0,474.0,LUX
2017,THS_T,0.0,222.0,21.0,476.0,0.0,222.0,233.0,91.0,141.0,476.0,LUX
2018,THS_T,0.0,228.0,21.0,488.0,0.0,228.0,239.0,94.0,145.0,488.0,LUX
2019,THS_T,0.0,229.0,22.0,491.0,0.0,229.0,240.0,94.0,146.0,491.0,LUX
2020,THS_T,0.0,215.0,19.0,498.0,0.0,215.0,263.0,117.0,146.0,498.0,LUX
2021,THS_T,0.0,207.0,20.0,508.0,0.0,207.0,281.0,128.0,152.0,508.0,LUX
1995,THS_T,0.0,0.0,457.0,657.0,0.0,0.0,0.0,0.0,0.0,457.0,LVA
1996,THS_T,0.0,0.0,476.0,650.0,0.0,0.0,0.0,0.0,0.0,476.0,LVA
1997,THS_T,0.0,0.0,506.0,621.0,0.0,0.0,0.0,0.0,0.0,506.0,LVA
1998,THS_T,0.0,0.0,537.0,597.0,0.0,0.0,0.0,0.0,0.0,537.0,LVA
1999,THS_T,0.0,0.0,567.0,613.0,0.0,0.0,0.0,0.0,0.0,567.0,LVA
2000,THS_T,0.0,0.0,597.0,642.0,0.0,0.0,0.0,0.0,0.0,597.0,LVA
2001,THS_T,0.0,9.0,628.0,713.0,0.0,9.0,3.0,3.0,0.0,640.0,LVA
2002,THS_T,0.0,13.0,657.0,793.0,0.0,13.0,3.0,0.0,3.0,673.0,LVA
2003,THS_T,0.0,11.0,579.0,695.0,0.0,11.0,16.0,2.0,14.0,606.0,LVA
2004,THS_T,0.0,14.0,601.0,720.0,0.0,14.0,32.0,8.0,25.0,647.0,LVA
2005,THS_T,0.0,7.0,561.0,716.0,0.0,7.0,28.0,1.0,26.0,596.0,LVA
2006,THS_T,0.0,5.0,670.0,760.0,0.0,5.0,34.0,5.0,29.0,709.0,LVA
2007,THS_T,0.0,3.0,735.0,861.0,0.0,3.0,43.0,5.0,38.0,782.0,LVA
2008,THS_T,0.0,3.0,705.0,752.0,0.0,3.0,48.0,5.0,43.0,756.0,LVA
2009,THS_T,0.0,1.0,694.0,753.0,0.0,1.0,58.0,2.0,56.0,753.0,LVA
2010,THS_T,0.0,0.0,617.0,680.0,0.0,0.0,64.0,4.0,60.0,680.0,LVA
2011,THS_T,0.0,0.0,531.0,721.0,0.0,0.0,70.0,8.0,62.0,601.0,LVA
2012,THS_T,0.0,3.0,516.0,658.0,0.0,3.0,96.0,13.0,84.0,615.0,LVA
2013,THS_T,0.0,12.0,521.0,704.0,0.0,12.0,182.0,40.0,142.0,715.0,LVA
2014,THS_T,0.0,11.0,515.0,726.0,0.0,11.0,196.0,26.0,170.0,722.0,LVA
2015,THS_T,0.0,15.0,494.0,798.0,0.0,15.0,229.0,47.0,182.0,738.0,LVA
2016,THS_T,0.0,19.0,516.0,802.0,0.0,19.0,202.0,81.0,121.0,737.0,LVA
2017,THS_T,0.0,22.0,518.0,798.0,0.0,21.0,198.0,57.0,141.0,737.0,LVA
2018,THS_T,0.0,15.0,462.0,785.0,0.0,15.0,198.0,48.0,150.0,676.0,LVA
2019,THS_T,0.0,28.0,482.0,840.0,0.0,28.0,344.0,42.0,302.0,854.0,LVA
2020,THS_T,0.0,24.0,480.0,909.0,1.0,24.0,361.0,66.0,294.0,865.0,LVA
2021,THS_T,0.0,30.0,456.0,869.0,0.0,30.0,383.0,69.0,314.0,868.0,LVA
1995,THS_T,0.0,0.0,126.0,146.0,0.0,0.0,20.0,20.0,0.0,146.0,MLT
1996,THS_T,0.0,0.0,137.0,156.0,0.0,0.0,19.0,19.0,0.0,156.0,MLT
1997,THS_T,0.0,0.0,148.0,167.0,0.0,0.0,18.0,18.0,0.0,167.0,MLT
1998,THS_T,0.0,0.0,159.0,177.0,0.0,0.0,18.0,17.0,0.0,177.0,MLT
1999,THS_T,0.0,0.0,167.0,181.0,0.0,0.0,14.0,13.0,0.0,181.0,MLT
2000,THS_T,0.0,0.0,188.0,208.0,0.0,0.0,20.0,20.0,1.0,208.0,MLT
2001,THS_T,0.0,0.0,193.0,212.0,0.0,0.0,19.0,18.0,1.0,212.0,MLT
2002,THS_T,0.0,0.0,204.0,214.0,0.0,0.0,10.0,10.0,1.0,214.0,MLT
2003,THS_T,0.0,0.0,216.0,231.0,0.0,0.0,15.0,14.0,1.0,231.0,MLT
2004,THS_T,0.0,0.0,238.0,254.0,0.0,0.0,16.0,13.0,3.0,254.0,MLT
2005,THS_T,0.0,0.0,230.0,253.0,0.0,0.0,23.0,18.0,5.0,253.0,MLT
2006,THS_T,0.0,0.0,234.0,270.0,0.0,0.0,37.0,28.0,8.0,270.0,MLT
2007,THS_T,0.0,0.0,263.0,275.0,0.0,0.0,13.0,6.0,6.0,275.0,MLT
2008,THS_T,0.0,0.0,266.0,282.0,0.0,0.0,14.0,0.0,14.0,280.0,MLT
2009,THS_T,0.0,0.0,258.0,277.0,0.0,0.0,19.0,0.0,19.0,277.0,MLT
2010,THS_T,0.0,0.0,226.0,258.0,0.0,0.0,23.0,0.0,23.0,249.0,MLT
2011,THS_T,0.0,3.0,213.0,259.0,0.0,3.0,40.0,3.0,37.0,256.0,MLT
2012,THS_T,0.0,1.0,211.0,257.0,0.0,1.0,38.0,5.0,32.0,250.0,MLT
2013,THS_T,0.0,1.0,210.0,257.0,0.0,1.0,32.0,0.0,32.0,243.0,MLT
2014,THS_T,0.0,1.0,219.0,273.0,0.0,1.0,32.0,0.0,32.0,252.0,MLT
2015,THS_T,0.0,1.0,300.0,285.0,0.0,1.0,31.0,0.0,31.0,332.0,MLT
2016,THS_T,0.0,1.0,222.0,292.0,0.0,1.0,37.0,0.0,37.0,259.0,MLT
2017,THS_T,0.0,0.0,248.0,312.0,0.0,0.0,36.0,0.0,36.0,284.0,MLT
2018,THS_T,0.0,0.0,272.0,326.0,0.0,0.0,34.0,0.0,34.0,306.0,MLT
2019,THS_T,0.0,0.0,321.0,351.0,0.0,0.0,32.0,0.0,32.0,353.0,MLT
2020,THS_T,0.0,0.0,274.0,331.0,0.0,0.0,36.0,0.0,36.0,310.0,MLT
2021,THS_T,0.0,13.0,269.0,317.0,0.0,13.0,43.0,0.0,43.0,325.0,MLT
1995,THS_T,2137.0,2137.0,2425.0,8337.0,0.0,0.0,3308.0,2013.0,1295.0,7870.0,NLD
1996,THS_T,2650.0,2650.0,1778.0,8565.0,0.0,0.0,3558.0,2121.0,1437.0,7986.0,NLD
1997,THS_T,3406.0,3406.0,1080.0,8986.0,0.0,0.0,3917.0,2313.0,1604.0,8404.0,NLD
1998,THS_T,3106.0,3106.0,838.0,9069.0,0.0,0.0,3979.0,2269.0,1710.0,7923.0,NLD
1999,THS_T,3200.0,3200.0,616.0,9205.0,0.0,0.0,4031.0,2209.0,1822.0,7846.0,NLD
2000,THS_T,3020.0,3020.0,900.0,9529.0,0.0,0.0,4202.0,2303.0,1899.0,8121.0,NLD
2001,THS_T,3180.0,3180.0,783.0,9550.0,0.0,0.0,4178.0,2261.0,1917.0,8141.0,NLD
2002,THS_T,3125.0,3125.0,800.0,9684.0,0.0,0.0,4388.0,2366.0,2022.0,8313.0,NLD
2003,THS_T,3194.0,3194.0,252.0,9504.0,0.0,0.0,4332.0,2293.0,2039.0,7778.0,NLD
2004,THS_T,3281.0,3281.0,159.0,9746.0,0.0,0.0,4570.0,2387.0,2183.0,8009.0,NLD
2005,THS_T,3300.0,3300.0,168.0,9769.0,0.0,0.0,4566.0,2424.0,2142.0,8034.0,NLD
2006,THS_T,3253.0,3253.0,232.0,9761.0,0.0,0.0,4564.0,2317.0,2247.0,8049.0,NLD
2007,THS_T,3267.0,3267.0,199.0,9922.0,0.0,0.0,4789.0,2401.0,2388.0,8255.0,NLD
2008,THS_T,4065.0,4935.0,154.0,9868.0,0.0,870.0,4780.0,2330.0,2450.0,9869.0,NLD
2009,THS_T,3958.0,4808.0,152.0,9738.0,0.0,850.0,4777.0,2393.0,2384.0,9737.0,NLD
2010,THS_T,1833.0,4674.0,145.0,9484.0,0.0,2841.0,4664.0,2310.0,2354.0,9483.0,NLD
2011,THS_T,722.0,4678.0,151.0,9479.0,0.0,3956.0,4651.0,2360.0,2291.0,9480.0,NLD
2012,THS_T,110.0,4515.0,138.0,9203.0,0.0,4405.0,4549.0,2353.0,2196.0,9202.0,NLD
2013,THS_T,104.0,4304.0,131.0,8840.0,0.0,4200.0,4406.0,2294.0,2112.0,8841.0,NLD
2014,THS_T,97.0,4238.0,128.0,8894.0,0.0,4141.0,4527.0,2415.0,2112.0,8893.0,NLD
2015,THS_T,94.0,4151.0,125.0,8866.0,0.0,4057.0,4590.0,2414.0,2176.0,8866.0,NLD
2016,THS_T,94.0,3995.0,127.0,8861.0,0.0,3901.0,4740.0,2449.0,2291.0,8861.0,NLD
2017,THS_T,93.0,3868.0,124.0,8792.0,0.0,3775.0,4801.0,2474.0,2327.0,8792.0,NLD
2018,THS_T,91.0,3759.0,125.0,8806.0,0.0,3668.0,4922.0,2527.0,2395.0,8806.0,NLD
2019,THS_T,95.0,3672.0,124.0,8806.0,0.0,3577.0,5010.0,2569.0,2441.0,8806.0,NLD
2020,THS_T,84.0,3878.0,128.0,9304.0,0.0,3794.0,5297.0,2713.0,2584.0,9304.0,NLD
2021,THS_T,84.0,3685.0,122.0,9023.0,0.0,3601.0,5216.0,2699.0,2517.0,9023.0,NLD
1995,THS_T,53.0,367.0,1982.0,2722.0,0.0,314.0,373.0,51.0,322.0,2722.0,NOR
1996,THS_T,0.0,353.0,1859.0,2761.0,0.0,353.0,549.0,82.0,467.0,2761.0,NOR
1997,THS_T,0.0,367.0,1683.0,2721.0,0.0,367.0,671.0,124.0,548.0,2721.0,NOR
1998,THS_T,0.0,374.0,1843.0,2858.0,0.0,374.0,640.0,158.0,482.0,2857.0,NOR
1999,THS_T,0.0,410.0,1459.0,2650.0,0.0,410.0,781.0,202.0,579.0,2650.0,NOR
2000,THS_T,0.0,405.0,1507.0,2755.0,0.0,405.0,843.0,237.0,606.0,2755.0,NOR
2001,THS_T,0.0,481.0,413.0,1629.0,0.0,481.0,723.0,226.0,496.0,1629.0,NOR
2002,THS_T,0.0,543.0,424.0,1780.0,0.0,543.0,807.0,248.0,560.0,1780.0,NOR
2003,THS_T,0.0,598.0,393.0,1836.0,0.0,598.0,840.0,264.0,576.0,1836.0,NOR
2004,THS_T,0.0,587.0,375.0,1903.0,0.0,587.0,695.0,220.0,475.0,1902.0,NOR
2005,THS_T,0.0,656.0,355.0,1968.0,0.0,656.0,774.0,255.0,519.0,1968.0,NOR
2006,THS_T,0.0,675.0,390.0,2140.0,0.0,675.0,863.0,289.0,574.0,2139.0,NOR
2007,THS_T,0.0,866.0,432.0,2312.0,0.0,866.0,986.0,344.0,642.0,2284.0,NOR
2008,THS_T,0.0,873.0,415.0,2324.0,0.0,873.0,1013.0,343.0,670.0,2300.0,NOR
2009,THS_T,0.0,941.0,324.0,2269.0,0.0,941.0,975.0,356.0,620.0,2240.0,NOR
2010,THS_T,0.0,1154.0,137.0,2295.0,0.0,1154.0,967.0,358.0,609.0,2258.0,NOR
2011,THS_T,0.0,1341.0,56.0,2403.0,0.0,1341.0,959.0,361.0,598.0,2356.0,NOR
2012,THS_T,0.0,1346.0,44.0,2392.0,0.0,1346.0,953.0,333.0,620.0,2343.0,NOR
2013,THS_T,0.0,1446.0,52.0,2518.0,0.0,1446.0,987.0,397.0,590.0,2485.0,NOR
2014,THS_T,0.0,1148.0,60.0,2175.0,0.0,1148.0,918.0,351.0,567.0,2127.0,NOR
2015,THS_T,0.0,1145.0,74.0,2187.0,0.0,1145.0,936.0,365.0,572.0,2155.0,NOR
2016,THS_T,0.0,2113.0,167.0,3946.0,0.0,2113.0,1509.0,404.0,1105.0,3946.0,NOR
2017,THS_T,0.0,2088.0,138.0,3949.0,0.0,2088.0,1532.0,395.0,1138.0,3949.0,NOR
2018,THS_T,0.0,2006.0,124.0,3927.0,0.0,2006.0,1598.0,382.0,1217.0,3927.0,NOR
2019,THS_T,0.0,2053.0,154.0,4151.0,0.0,2053.0,1696.0,455.0,1241.0,4151.0,NOR
