LOCATION,TIME,GDPVD,Variable
HUN,2049,548781500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HUN,2050,557252400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2010,14243604482.7812,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2011,14506509968.5395,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2012,14660806513.3178,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2013,15328233911.8867,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2014,15586854176.883,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2015,16278390482.612,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2016,17304529287.6109,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2017,18030445433.0622,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2018,18911985104.0363,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2019,19263970797.9925,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2020,17873946127.8064,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2021,18679656254.1736,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2022,20031706466.1077,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2023,21020411856.1472,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2024,21436072310.7932,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2025,21931473793.1738,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2026,22520470000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2027,23154800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2028,23807600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2029,24468160000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2030,25135320000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2031,25814860000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2032,26508140000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2033,27217070000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2034,27942880000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2035,28685310000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2036,29442910000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2037,30213960000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2038,30997450000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2039,31793730000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2040,32603250000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2041,33425430000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2042,34259240000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2043,35103180000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2044,35955190000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2045,36813540000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2046,37677730000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2047,38547860000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2048,39423800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2049,40305400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ISL,2050,41192060000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2010,239014922717.899,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2011,241883371382.688,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2012,241647989907.871,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2013,245937883602.565,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2014,266439129691.851,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2015,325447844711.871,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2016,332985382920.552,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2017,366142513771.069,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2018,397679911490.085,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2019,419812510305.45,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2020,444263960940.574,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2021,509794565033.498,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2022,558440142111.223,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2023,554838052549.08,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2024,567955006809.797,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2025,584221370422.014,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2026,599444900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2027,615375600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2028,631151700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2029,646521900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2030,661511200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2031,676281200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2032,690834400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2033,705147500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2034,719184900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2035,732904700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2036,746284000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2037,759320000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2038,772009900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2039,784357400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2040,796375400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2041,808088900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2042,819521100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2043,830684200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2044,841594000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2045,852290400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2046,862862000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2047,873423400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2048,884081700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2049,894928100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
IRL,2050,906031300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2010,2315746474998.43,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2011,2336015552837.14,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2012,2265519427202.81,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2013,2223281667762.12,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2014,2225234418402.1,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2015,2239305729686.2,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2016,2271280616924.57,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2017,2310958479339.11,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2018,2328960741963.51,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2019,2340143471399.71,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2020,2128590250991.91,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2021,2305068550216.41,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2022,2394637465481.1,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2023,2410325018397.47,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2024,2426170197578.82,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2025,2455891214004.33,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2026,2476381000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2027,2497455000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2028,2521042000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2029,2546889000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2030,2574547000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2031,2603923000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2032,2634740000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2033,2666852000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2034,2700170000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2035,2734642000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2036,2770257000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2037,2806977000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2038,2844571000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2039,2883065000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2040,2922551000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2041,2963179000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2042,3005068000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2043,3048269000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2044,3092781000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2045,3138566000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2046,3185531000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2047,3233541000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2048,3282434000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2049,3332095000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ITA,2050,3382446000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2010,55372535106.9282,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2011,55943267316.5655,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2012,56857276785.2179,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2013,58658792272.1447,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2014,60196738841.9328,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2015,61569752296.2559,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2016,64641520628.7045,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2017,65497067072.4137,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2018,66314091800.1215,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2019,68251480140.6549,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2020,67648376444.6786,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2021,72486538527.0038,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2022,73509522555.2783,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2023,72720710818.5297,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2024,73738819612.586,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2025,76042015715.937,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2026,78639200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2027,81178230000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2028,83564990000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2029,85790560000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2030,87894720000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2031,89939890000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2032,91950040000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2033,93940390000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2034,95918900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2035,97886830000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2036,99842670000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2037,101784000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2038,103709300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2039,105616800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2040,107502900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2041,109364400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2042,111200400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2043,113010800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2044,114795200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2045,116552700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2046,118281600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2047,119981400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2048,121652600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2049,123296100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
LUX,2050,124913300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2010,820563153800.225,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2011,833182605589.014,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2012,824593081462.743,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2013,823906610941.799,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2014,835702545037.298,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2015,852059310255.758,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2016,870308808043.656,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2017,896429258297.411,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2018,917206103488.855,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2019,934627144946.621,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2020,898324460185.268,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2021,953912521811.985,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2022,995761295746.143,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2023,997465865835.443,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2024,1002674054835.78,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2025,1014008016804.49,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2026,1033977000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2027,1054495000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2028,1073307000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2029,1090276000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2030,1106129000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2031,1121700000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2032,1137324000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2033,1153211000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2034,1169507000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2035,1186337000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2036,1203845000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2037,1222164000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2038,1241376000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2039,1261510000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2040,1282524000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2041,1304321000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2042,1326774000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2043,1349743000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2044,1373097000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2045,1396732000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2046,1420575000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2047,1444582000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2048,1468714000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2049,1492902000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NLD,2050,1517065000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2010,289009635545.107,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2011,292205164802.884,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2012,300147203020.501,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2013,303197200281.999,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2014,309407198755.187,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2015,315153812712.799,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2016,318824600833.109,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2017,326679528841.293,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2018,329387449915.707,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2019,333088921348.549,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2020,328831540488.657,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2021,341650610487.5,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2022,352847834681.827,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2023,357260058669.804,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2024,359934310558.69,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2025,365436795763.678,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2026,371886400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2027,378711100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2028,385664200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2029,392674700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2030,399684700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2031,406680700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2032,413668900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2033,420657300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2034,427661100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2035,434754500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2036,441942600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2037,449206000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2038,456542300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2039,463999300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2040,471582700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2041,479257800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2042,487076200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2043,494978000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2044,502910200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2045,510875400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2046,518860100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2047,526852500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2048,534843300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2049,542819800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
NOR,2050,550780900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2010,872269858857.161,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2011,916608707848.89,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2012,931788722817.756,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2013,939694731651.004,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2014,975011046925.439,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2015,1016834798166.8,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2016,1048448525722.13,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2017,1103066098038.95,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2018,1167787218096.69,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2019,1218989178020.95,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2020,1194223666093.06,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2021,1275889356729.25,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2022,1346851836163.42,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2023,1352438461586.98,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2024,1387296775666.18,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2025,1427742170148.45,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2026,1482673000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2027,1536990000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2028,1587736000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2029,1634860000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2030,1678901000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2031,1720494000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2032,1760073000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2033,1797923000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2034,1834186000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2035,1868868000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2036,1901904000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2037,1933234000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2038,1962771000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2039,1990421000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2040,2016188000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2041,2040188000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2042,2062556000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2043,2083393000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2044,2102788000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2045,2120878000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2046,2137861000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2047,2153907000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2048,2169118000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2049,2183635000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
POL,2050,2197683000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2010,320449740446.234,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2011,315014385158.81,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2012,302233325902.3,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2013,299444787351.312,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2014,301816958828.016,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2015,307225658501.631,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2016,313430036650.847,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2017,324419974794.647,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2018,333663756787.382,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2019,342615155604.362,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2020,314176328290.9,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2021,332201997212.019,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2022,354883124547.337,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2023,362513139075.573,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2024,366904381054.268,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2025,374396856572.156,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2026,382124200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2027,389993200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2028,397900700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
