LOCATION,TIME,GDPVD_CAP,Variable
ROU,2020,26247.2811423499,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2021,27953.4007444059,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2022,29366.6867931237,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2023,30110.2446895918,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2024,31206.8299101579,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2025,32370.0822831054,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2026,33508.18,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2027,34595.17,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2028,35622.46,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2029,36607.14,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2030,37559.71,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2031,38484.46,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2032,39341.45,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2033,40148.21,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2034,40908.62,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2035,41638.74,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2036,42344.79,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2037,43036.82,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2038,43719.48,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2039,44384.16,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2040,45039.99,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2041,45687.96,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2042,46331.13,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2043,46972.61,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2044,47610.29,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2045,48242.34,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2046,48870.29,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2047,49500.39,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2048,50133.6,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2049,50763.35,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
ROU,2050,51392.25,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2010,31204.1113552336,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2011,31411.2799124679,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2012,30523.7779107053,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2013,30168.838938474,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2014,30970.0810038291,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2015,31631.5632013249,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2016,32620.0904743447,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2017,34171.2423200847,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2018,35587.6330149696,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2019,36540.4412020503,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2020,34761.4035143852,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2021,37533.7473979638,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2022,38427.0530193335,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2023,38833.1715663498,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2024,39464.3106181736,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2025,40454.8411302519,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2026,41546.38,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2027,42591.82,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2028,43563.89,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2029,44486.6,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2030,45385.81,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2031,46275.92,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2032,47161.81,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2033,48042.69,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2034,48911.97,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2035,49774.79,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2036,50623.97,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2037,51453.0,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2038,52263.73,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2039,53055.78,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2040,53827.86,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2041,54581.06,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2042,55323.76,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2043,56059.47,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2044,56790.6,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2045,57525.6,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2046,58268.31,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2047,59019.7,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2048,59785.35,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2049,60566.01,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
SVN,2050,61370.59,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2010,35460.1672927889,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2011,34710.796561685405,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2012,33007.43218607666,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2013,30904.97112321304,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2014,30691.65207252458,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2015,31922.54577885997,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2016,33865.37985036856,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2017,35475.345541697694,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2018,37024.48880608594,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2019,38545.530410488594,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2020,36444.59230094865,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2021,38503.593574548766,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2022,40287.886505784176,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2023,40806.95061987251,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2024,41797.97289567438,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2025,42840.99668535046,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2026,43893.07861170086,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2027,44971.690710842675,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2028,46064.90192913318,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2029,47153.7336189934,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2030,48239.01957450542,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2031,49320.678536898464,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2032,50396.79503859015,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2033,51467.49584231339,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2034,52518.391302886186,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2035,53548.640971784356,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2036,54571.21284354537,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2037,55586.71713219569,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2038,56591.86783275155,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2039,57588.26858360331,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2040,58576.05655679045,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2041,59553.37096783417,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2042,60520.792786012134,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2043,61481.921449455964,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2044,62434.34398128684,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2045,63379.64442611467,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2046,64321.19433830439,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2047,65259.86638341136,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2048,66198.03377189318,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2049,67137.95364081024,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
CYP,2050,68080.61096266731,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2010,30896.450981763966,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2011,30909.88170968424,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2012,31893.88214735509,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2013,33170.8485144424,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2014,34997.29149455653,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2015,37454.95623022721,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2016,37845.61090663129,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2017,40825.10015918633,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2018,41948.678796782726,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2019,43092.89983910614,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2020,38527.13795043952,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2021,42765.434741523284,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2022,45378.47733817968,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2023,45795.80585573019,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2024,46399.40111671548,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2025,46934.20232856321,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2026,47418.97249663439,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2027,47872.85477141106,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2028,48315.770853434115,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2029,48761.53230405602,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2030,49210.388338566154,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2031,49663.03260687098,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2032,50117.548879479444,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2033,50573.66605576572,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2034,51027.362205810256,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2035,51476.10049285158,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2036,51924.56753487082,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2037,52369.4813017708,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2038,52812.1956460332,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2039,53251.17950137114,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2040,53687.52211299477,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2041,54121.66678648538,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2042,54553.803305185524,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2043,54985.40296644103,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2044,55416.80985490869,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2045,55848.8477983726,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2046,56284.03838305511,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2047,56723.99546900849,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2048,57171.729473538144,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2049,57629.538647270834,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
MLT,2050,58099.650161996055,"Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities"
