LOCATION,TIME,Scenario,INC%,DIS%
CZE,2035,BAU,0.5260415032231505,0.47395849677684954
CZE,2036,BAU,0.545068285664291,0.454931714335709
CZE,2037,BAU,0.5635495437397785,0.43645045626022155
CZE,2038,BAU,0.5814661491054877,0.41853385089451245
CZE,2039,BAU,0.5988070424230602,0.40119295757693985
CZE,2040,BAU,0.6155675301880849,0.3844324698119151
CZE,2041,BAU,0.6317479094178169,0.3682520905821832
CZE,2042,BAU,0.6473523644195819,0.3526476355804182
CZE,2043,BAU,0.662388085941481,0.3376119140585189
CZE,2044,BAU,0.6768645700800714,0.3231354299199285
CZE,2045,BAU,0.6907930613230479,0.309206938676952
CZE,2046,BAU,0.704186110501396,0.295813889498604
CZE,2047,BAU,0.7170572239930545,0.28294277600694556
CZE,2048,BAU,0.7294205852156811,0.2705794147843188
CZE,2049,BAU,0.74129083332045,0.25870916667955
CZE,2050,BAU,0.752682887145467,0.24731711285453303
DNK,2010,OBS,0.948394961397806,0.05160503860219407
DNK,2011,OBS,0.9551861221539574,0.044813877846042634
DNK,2012,OBS,0.9622059390667181,0.037794060933281845
DNK,2013,OBS,0.9698608964451315,0.030139103554868457
DNK,2014,OBS,0.9734939759036145,0.026506024096385524
DNK,2015,OBS,0.9751729751729753,0.0248270248270248
DNK,2016,OBS,0.9772172497965826,0.02278275020341738
DNK,2017,OBS,0.9806217198223659,0.01937828017763406
DNK,2018,OBS,0.9774946921443737,0.022505307855626232
DNK,2019,OBS,0.9806641445985711,0.019335855401428986
DNK,2020,OBS,0.9840900271633684,0.015909972836631564
DNK,2021,OBS,0.9743589743589743,0.025641025641025612
DNK,2022,BAU,0.9905993931170256,0.009400606882974389
DNK,2023,BAU,0.9918339438437178,0.008166056156282173
DNK,2024,BAU,0.9929102703031346,0.0070897296968654025
DNK,2025,BAU,0.993847897222774,0.006152102777225984
DNK,2026,BAU,0.994664097178935,0.00533590282106494
DNK,2027,BAU,0.995374114524305,0.004625885475694951
DNK,2028,BAU,0.9959913761071896,0.0040086238928104066
DNK,2029,BAU,0.9965276868832069,0.0034723131167930512
DNK,2030,BAU,0.9969934095740574,0.003006590425942735
DNK,2031,BAU,0.9973976282725164,0.002602371727483555
DNK,2032,BAU,0.997748296401565,0.0022517035984348918
DNK,2033,BAU,0.9980523697674674,0.0019476302325325849
DNK,2034,BAU,0.9983159256481376,0.00168407435186225
DNK,2035,BAU,0.998544268965265,0.0014557310347349905
DNK,2036,BAU,0.9987420266288942,0.0012579733711058313
DNK,2037,BAU,0.9989132311372746,0.0010867688627253529
DNK,2038,BAU,0.9990613944781463,0.000938605521853643
DNK,2039,BAU,0.9991895733216144,0.0008104266783855741
DNK,2040,BAU,0.9993004264275026,0.0006995735724973785
DNK,2041,BAU,0.9993962651174051,0.0006037348825949043
DNK,2042,BAU,0.999479097587584,0.0005209024124160144
DNK,2043,BAU,0.9995506677661373,0.0004493322338626551
DNK,2044,BAU,0.999612489348223,0.0003875106517769703
DNK,2045,BAU,0.9996658755776675,0.00033412442233248977
DNK,2046,BAU,0.999711965282573,0.0002880347174269992
DNK,2047,BAU,0.9997517456168277,0.00024825438317225494
DNK,2048,BAU,0.9997860719086986,0.0002139280913013662
DNK,2049,BAU,0.9998156849718213,0.00018431502817869072
DNK,2050,BAU,0.9998412261926292,0.00015877380737084506
FIN,2010,OBS,0.32860520094562645,0.6713947990543735
FIN,2011,OBS,0.38283455674760014,0.6171654432523999
FIN,2012,OBS,0.5065717415115005,0.4934282584884995
FIN,2013,OBS,0.6285240464344942,0.37147595356550583
FIN,2014,OBS,0.741826381059752,0.25817361894024804
FIN,2015,OBS,0.8063921327596805,0.19360786724031948
FIN,2016,OBS,0.9439252336448599,0.05607476635514015
FIN,2017,OBS,0.9844497607655502,0.015550239234449734
FIN,2018,OBS,0.9874643874643876,0.012535612535612414
FIN,2019,OBS,0.9830124575311441,0.016987542468856007
FIN,2020,OBS,0.9912865197334702,0.008713480266529853
FIN,2021,OBS,0.9934272300469483,0.006572769953051633
FIN,2022,BAU,0.9890584701460078,0.01094152985399222
FIN,2023,BAU,0.9929192371813548,0.007080762818645223
FIN,2024,BAU,0.995424167730915,0.00457583226908504
FIN,2025,BAU,0.9970456416083663,0.00295435839163366
FIN,2026,BAU,0.9980936688043225,0.0019063311956775727
FIN,2027,BAU,0.9987703960231812,0.0012296039768189544
FIN,2028,BAU,0.999207094361691,0.0007929056383090526
FIN,2029,BAU,0.999488784466277,0.0005112155337230178
FIN,2030,BAU,0.9996704384795264,0.0003295615204735215
FIN,2031,BAU,0.999787561149728,0.00021243885027195093
FIN,2032,BAU,0.9998630676882183,0.00013693231178172043
FIN,2033,BAU,0.9999117410973118,8.825890268820982e-05
FIN,2034,BAU,0.999943115301901,5.6884698099013085e-05
FIN,2035,BAU,0.9999633377551175,3.666224488253134e-05
FIN,2036,BAU,0.9999763717969586,2.3628203041288133e-05
FIN,2037,BAU,0.9999847724103637,1.5227589636303615e-05
FIN,2038,BAU,0.9999901865690234,9.8134309766035e-06
FIN,2039,BAU,0.9999936758817397,6.3241182604054525e-06
FIN,2040,BAU,0.9999959246162501,4.075383749962368e-06
FIN,2041,BAU,0.9999973738086227,2.6261913772541407e-06
FIN,2042,BAU,0.9999983077153024,1.6922846975515124e-06
FIN,2043,BAU,0.9999989095405929,1.0904594070235194e-06
FIN,2044,BAU,0.9999992973575172,7.02642482673317e-07
FIN,2045,BAU,0.9999995472609813,4.527390188182521e-07
FIN,2046,BAU,0.9999997082909802,2.9170901985070944e-07
FIN,2047,BAU,0.9999998120510109,1.879489891512714e-07
FIN,2048,BAU,0.9999998789072537,1.2109274633042116e-07
FIN,2049,BAU,0.9999999219839314,7.801606858688443e-08
FIN,2050,BAU,0.999999949738251,5.0261748997798965e-08
FRA,2010,OBS,0.5447235272858693,0.4552764727141308
FRA,2011,OBS,0.5576013820694673,0.44239861793053287
FRA,2012,OBS,0.5677626676602087,0.4322373323397913
FRA,2013,OBS,0.5784397975747159,0.4215602024252841
FRA,2014,OBS,0.5888221619527315,0.41117783804726854
FRA,2015,OBS,0.5994594594594596,0.40054054054054056
FRA,2016,OBS,0.595864948821103,0.4041350511788969
FRA,2017,OBS,0.5209098235873557,0.47909017641264434
FRA,2018,OBS,0.5444423652694611,0.455557634730539
FRA,2019,OBS,0.5423816707524042,0.4576183292475957
FRA,2020,OBS,0.5571959234212783,0.44280407657872173
FRA,2021,OBS,0.580543093270366,0.419456906729634
FRA,2022,BAU,0.6178641715849674,0.38213582841503263
FRA,2023,BAU,0.627139351459971,0.37286064854002904
FRA,2024,BAU,0.636501295923574,0.36349870407642604
FRA,2025,BAU,0.6459282788203933,0.3540717211796066
FRA,2026,BAU,0.655398158748056,0.34460184125194393
FRA,2027,BAU,0.6648887092287239,0.33511129077127616
FRA,2028,BAU,0.6743779229575272,0.3256220770424728
FRA,2029,BAU,0.683844285047531,0.3161557149524689
FRA,2030,BAU,0.6932670118739814,0.3067329881260187
FRA,2031,BAU,0.7026262536926914,0.29737374630730856
FRA,2032,BAU,0.7119032606084815,0.2880967393915184
FRA,2033,BAU,0.721080512661026,0.27891948733897404
FRA,2034,BAU,0.7301418157584368,0.2698581842415631
FRA,2035,BAU,0.7390723659213985,0.26092763407860153
FRA,2036,BAU,0.7478587848138099,0.25214121518619015
FRA,2037,BAU,0.7564891298503704,0.2435108701496296
FRA,2038,BAU,0.764952882313968,0.23504711768603198
FRA,2039,BAU,0.7732409169156318,0.2267590830843682
FRA,2040,BAU,0.781345456117154,0.21865454388284603
FRA,2041,BAU,0.7892600123397754,0.2107399876602246
FRA,2042,BAU,0.7969793209273965,0.20302067907260343
FRA,2043,BAU,0.8044992664419989,0.19550073355800107
FRA,2044,BAU,0.8118168045609487,0.18818319543905127
FRA,2045,BAU,0.8189298815354598,0.1810701184645403
FRA,2046,BAU,0.825837352868049,0.17416264713195098
FRA,2047,BAU,0.8325389025824671,0.16746109741753296
FRA,2048,BAU,0.8390349641977958,0.1609650358022042
FRA,2049,BAU,0.8453266442823835,0.15467335571761648
FRA,2050,BAU,0.8514156492544462,0.14858435074555376
DEU,2010,OBS,0.9888419456180262,0.01115805438197378
DEU,2011,OBS,0.9867239989250203,0.013276001074979714
DEU,2012,OBS,0.9938146713682873,0.006185328631712797
DEU,2013,OBS,0.9606693117129552,0.039330688287044765
DEU,2014,OBS,0.9611595193348141,0.03884048066518581
DEU,2015,OBS,0.9623828102253539,0.037617189774646086
DEU,2016,OBS,0.969605217188774,0.030394782811226068
DEU,2017,OBS,0.9735418626528695,0.026458137347130508
DEU,2018,OBS,0.9752071113261173,0.02479288867388278
DEU,2019,OBS,0.9755288262131897,0.02447117378681037
DEU,2020,OBS,0.9748036253776436,0.025196374622356275
DEU,2021,OBS,0.9573379866417957,0.04266201335820435
DEU,2022,BAU,0.9997724574716252,0.00022754252837479033
DEU,2023,BAU,0.9998518528125117,0.00014814718748830898
DEU,2024,BAU,0.9999035992242137,9.640077578638069e-05
DEU,2025,BAU,0.9999373016902379,6.269830976211132e-05
DEU,2026,BAU,0.9999592388045777,4.076119542216907e-05
DEU,2027,BAU,0.9999735102589473,2.648974105259991e-05
DEU,2028,BAU,0.9999827904677101,1.720953228979801e-05
DEU,2029,BAU,0.9999888226430084,1.1177356991677305e-05
DEU,2030,BAU,0.9999927422218036,7.257778196435715e-06
DEU,2031,BAU,0.9999952883115933,4.7116884066651045e-06
DEU,2032,BAU,0.9999969417727975,3.0582272026134814e-06
DEU,2033,BAU,0.9999980153052844,1.984694715572901e-06
DEU,2034,BAU,0.9999987121728543,1.2878271457894424e-06
DEU,2035,BAU,0.999999164456115,8.355438850850457e-07
DEU,2036,BAU,0.9999994579545746,5.42045425460997e-07
DEU,2037,BAU,0.999999648388695,3.5161130494198346e-07
DEU,2038,BAU,0.9999997719364301,2.280635698917695e-07
DEU,2039,BAU,0.9999998520825277,1.4791747226237526e-07
DEU,2040,BAU,0.9999999040693388,9.593066118798938e-08
DEU,2041,BAU,0.9999999377881359,6.221186407109247e-08
DEU,2042,BAU,0.9999999596568535,4.03431465308431e-08
DEU,2043,BAU,0.9999999738392815,2.6160718392076375e-08
DEU,2044,BAU,0.9999999830365128,1.6963487231132267e-08
DEU,2045,BAU,0.9999999890006225,1.0999377555626746e-08
DEU,2046,BAU,0.9999999928680177,7.1319823434587094e-09
DEU,2047,BAU,0.9999999953757315,4.624268427022551e-09
DEU,2048,BAU,0.999999997001751,2.9982489869931483e-09
DEU,2049,BAU,0.999999998056049,1.9439510606116143e-09
DEU,2050,BAU,0.9999999987396333,1.2603665651300257e-09
GRC,2010,OBS,0.0,1.0
GRC,2011,OBS,0.003482803656943821,0.9965171963430562
GRC,2012,OBS,0.00639329805996468,0.9936067019400353
GRC,2013,OBS,0.006516853932584158,0.9934831460674158
GRC,2014,OBS,0.005561735261401516,0.9944382647385984
GRC,2015,OBS,0.004050405040503995,0.9959495949594961
GRC,2016,OBS,0.006078343088698708,0.9939216569113013
GRC,2017,OBS,0.013202822672433348,0.9867971773275666
GRC,2018,OBS,0.018808067074552393,0.9811919329254476
GRC,2019,OBS,0.01669298443491986,0.9833070155650802
GRC,2020,OBS,0.02637291688621005,0.97362708311379
GRC,2021,OBS,0.030914692747975023,0.969085307252025
GRC,2022,BAU,0.035758252235237264,0.9642417477647628
GRC,2023,BAU,0.04088180168822791,0.9591181983117721
GRC,2024,BAU,0.046263211236725166,0.9537367887632748
GRC,2025,BAU,0.051880461824157474,0.9481195381758425
GRC,2026,BAU,0.057712003212899106,0.942287996787101
GRC,2027,BAU,0.06373702984294904,0.936262970157051
GRC,2028,BAU,0.0699356834878827,0.9300643165121173
GRC,2029,BAU,0.07628919263790772,0.9237108073620922
GRC,2030,BAU,0.08277995870301427,0.9172200412969858
GRC,2031,BAU,0.08939159871205556,0.9106084012879444
GRC,2032,BAU,0.09610895339285289,0.903891046607147
GRC,2033,BAU,0.1029180685192236,0.8970819314807764
GRC,2034,BAU,0.10980615632754909,0.8901938436724509
GRC,2035,BAU,0.1167615427261125,0.8832384572738875
GRC,2036,BAU,0.12377360500273274,0.8762263949972672
GRC,2037,BAU,0.13083270381435816,0.8691672961856418
GRC,2038,BAU,0.13793011243284475,0.8620698875671552
GRC,2039,BAU,0.14505794552834733,0.8549420544716527
GRC,2040,BAU,0.1522090891916973,0.8477909108083027
GRC,2041,BAU,0.15937713342095225,0.8406228665790478
GRC,2042,BAU,0.16655630791355625,0.8334436920864438
GRC,2043,BAU,0.17374142170186893,0.8262585782981311
GRC,2044,BAU,0.18092780693398106,0.8190721930660189
GRC,2045,BAU,0.18811126692223704,0.811888733077763
GRC,2046,BAU,0.1952880284485227,0.8047119715514772
GRC,2047,BAU,0.202454698219061,0.7975453017809391
GRC,2048,BAU,0.20960822329457665,0.7903917767054233
GRC,2049,BAU,0.216745855277782,0.7832541447222181
GRC,2050,BAU,0.22386511801387213,0.7761348819861279
HUN,2010,OBS,0.125154130702836,0.874845869297164
HUN,2011,OBS,0.13732749915853243,0.8626725008414675
HUN,2012,OBS,0.12243525058863092,0.8775647494113691
HUN,2013,OBS,0.12213740458015267,0.8778625954198473
HUN,2014,OBS,0.14604541895066564,0.8539545810493344
HUN,2015,OBS,0.20866454689984093,0.7913354531001591
HUN,2016,OBS,0.22686322686322685,0.7731367731367731
HUN,2017,OBS,0.24989724619810932,0.7501027538018907
HUN,2018,OBS,0.2130102040816326,0.7869897959183674
HUN,2019,OBS,0.2116728318947801,0.7883271681052199
HUN,2020,OBS,0.1811873554356206,0.8188126445643794
HUN,2021,OBS,0.19617784711388442,0.8038221528861155
HUN,2022,BAU,0.3208038070851993,0.6791961929148008
HUN,2023,BAU,0.35488627572328413,0.6451137242767159
HUN,2024,BAU,0.38971065342052436,0.6102893465794756
HUN,2025,BAU,0.42480040906781047,0.5751995909321894
HUN,2026,BAU,0.4597354540856895,0.5402645459143106
HUN,2027,BAU,0.49415712641934706,0.5058428735806528
HUN,2028,BAU,0.5277683629809776,0.4722316370190224
HUN,2029,BAU,0.560330719090687,0.439669280909313
HUN,2030,BAU,0.5916595271073358,0.40834047289266423
HUN,2031,BAU,0.621618124654121,0.37838187534587897
HUN,2032,BAU,0.6501117802783637,0.34988821972163636
HUN,2033,BAU,0.6770817152620794,0.32291828473792056
HUN,2034,BAU,0.7024994582985642,0.29750054170143575
HUN,2035,BAU,0.7263616609496968,0.27363833905030316
HUN,2036,BAU,0.748685431646318,0.251314568353682
HUN,2037,BAU,0.7695042022837908,0.23049579771620932
HUN,2038,BAU,0.7888641150849273,0.21113588491507287
HUN,2039,BAU,0.8068209020492432,0.1931790979507569
HUN,2040,BAU,0.8234372208517036,0.17656277914829654
HUN,2041,BAU,0.8387804068961706,0.1612195931038295
HUN,2042,BAU,0.8529205997732733,0.14707940022672672
HUN,2043,BAU,0.865929202648381,0.13407079735161903
HUN,2044,BAU,0.8778776345132004,0.12212236548679953
HUN,2045,BAU,0.8888363373887184,0.11116366261128173
HUN,2046,BAU,0.8988740032042803,0.10112599679571964
HUN,2047,BAU,0.9080569880051963,0.09194301199480368
HUN,2048,BAU,0.9164488842119586,0.08355111578804136
HUN,2049,BAU,0.9241102247522728,0.07588977524772722
HUN,2050,BAU,0.9310982959223205,0.06890170407767945
ISL,2010,OBS,0.09836065573770489,0.9016393442622951
ISL,2011,OBS,0.08474576271186438,0.9152542372881356
ISL,2012,OBS,0.07563025210084029,0.9243697478991598
ISL,2013,OBS,0.05172413793103446,0.9482758620689655
ISL,2014,OBS,0.05691056910569106,0.9430894308943089
ISL,2015,OBS,0.058333333333333334,0.9416666666666667
ISL,2016,OBS,0.059701492537313335,0.9402985074626867
ISL,2017,OBS,0.05298013245033105,0.947019867549669
ISL,2018,OBS,0.07499999999999998,0.9249999999999999
ISL,2019,OBS,0.12371134020618547,0.8762886597938145
ISL,2020,OBS,0.11765963552510611,0.882340364474894
ISL,2021,OBS,0.12247140872849673,0.8775285912715032
ISL,2022,BAU,0.12804731243783155,0.8719526875621684
ISL,2023,BAU,0.13434104838117578,0.8656589516188242
ISL,2024,BAU,0.1412998733833072,0.8587001266166928
ISL,2025,BAU,0.1488670231965542,0.8511329768034457
ISL,2026,BAU,0.15698381488709454,0.8430161851129055
ISL,2027,BAU,0.1655913912027822,0.8344086087972178
ISL,2028,BAU,0.17463210400687426,0.8253678959931258
ISL,2029,BAU,0.18405055793501957,0.8159494420649805
ISL,2030,BAU,0.19379435061287958,0.8062056493871204
ISL,2031,BAU,0.20381455354222766,0.7961854464577723
ISL,2032,BAU,0.21406597990167037,0.7859340200983297
ISL,2033,BAU,0.22450728374508228,0.7754927162549177
ISL,2034,BAU,0.2351009309071935,0.7648990690928065
ISL,2035,BAU,0.24581307651252904,0.754186923487471
ISL,2036,BAU,0.25661337817857865,0.7433866218214215
ISL,2037,BAU,0.26747476836970263,0.7325252316302974
ISL,2038,BAU,0.27837320423013023,0.7216267957698698
ISL,2039,BAU,0.28928740876918835,0.7107125912308118
ISL,2040,BAU,0.3001986135401542,0.6998013864598459
ISL,2041,BAU,0.3110903099226643,0.6889096900773357
ISL,2042,BAU,0.321948013722326,0.678051986277674
ISL,2043,BAU,0.33275904595528233,0.6672409540447177
ISL,2044,BAU,0.34351233130023573,0.6564876686997643
ISL,2045,BAU,0.354198214689971,0.645801785310029
ISL,2046,BAU,0.3648082958015782,0.6351917041984219
ISL,2047,BAU,0.37533528072292965,0.6246647192770702
ISL,2048,BAU,0.385772849767121,0.6142271502328789
ISL,2049,BAU,0.3961155402315949,0.603884459768405
ISL,2050,BAU,0.4063586428187831,0.593641357181217
IRL,2010,OBS,0.06791277258566975,0.9320872274143301
IRL,2011,OBS,0.12727272727272726,0.8727272727272727
IRL,2012,OBS,0.29347079037800683,0.7065292096219932
IRL,2013,OBS,0.4575389948006932,0.5424610051993067
IRL,2014,OBS,0.6244755244755246,0.37552447552447554
IRL,2015,OBS,0.5772357723577236,0.4227642276422764
IRL,2016,OBS,0.5328515111695138,0.46714848883048615
IRL,2017,OBS,0.5857712765957448,0.4142287234042552
IRL,2018,OBS,0.7483443708609272,0.25165562913907275
IRL,2019,OBS,0.7496021220159153,0.25039787798408475
IRL,2020,OBS,0.7235294117647059,0.27647058823529413
IRL,2021,OBS,0.7919109684341691,0.2080890315658309
IRL,2022,BAU,0.822071368723623,0.17792863127637704
IRL,2023,BAU,0.8483156899138526,0.1516843100861474
IRL,2024,BAU,0.8710220817638066,0.12897791823619353
IRL,2025,BAU,0.8905716545911602,0.10942834540883979
IRL,2026,BAU,0.9073332755541731,0.09266672444582695
IRL,2027,BAU,0.9216536614352302,0.07834633856476975
IRL,2028,BAU,0.9338515872397066,0.06614841276029343
IRL,2029,BAU,0.9442151549087613,0.055784845091238724
IRL,2030,BAU,0.9530012352041936,0.04699876479580646
IRL,2031,BAU,0.9604363733566869,0.039563626643313074
IRL,2032,BAU,0.9667186143084959,0.033281385691504156
IRL,2033,BAU,0.9720198458187219,0.027980154181278177
IRL,2034,BAU,0.9764883739363298,0.023511626063670243
IRL,2035,BAU,0.9802515362374067,0.01974846376259326
IRL,2036,BAU,0.983418226794557,0.016581773205442983
IRL,2037,BAU,0.9860812569336532,0.013918743066346738
IRL,2038,BAU,0.9883195112823465,0.011680488717653464
IRL,2039,BAU,0.9901998828721176,0.009800117127882476
IRL,2040,BAU,0.9917789870060921,0.008221012993907779
IRL,2041,BAU,0.993104663552475,0.006895336447525009
IRL,2042,BAU,0.9942172830449212,0.005782716955078756
IRL,2043,BAU,0.9951508747983435,0.004849125201656618
IRL,2044,BAU,0.99593409615609,0.004065903843910057
IRL,2045,BAU,0.9965910616698151,0.003408938330184908
IRL,2046,BAU,0.9971420499654241,0.002857950034576009
IRL,2047,BAU,0.9976041046019009,0.0023958953980990484
IRL,2048,BAU,0.9979915436078679,0.0020084563921320383
IRL,2049,BAU,0.9983163907274288,0.0016836092725712477
IRL,2050,BAU,0.9985887398110921,0.0014112601889077975
ITA,2010,OBS,0.2659496455634319,0.7340503544365682
ITA,2011,OBS,0.2975158253098569,0.702484174690143
ITA,2012,OBS,0.3205403211780393,0.6794596788219607
ITA,2013,OBS,0.3535891968727789,0.6464108031272211
ITA,2014,OBS,0.3860526315789473,0.6139473684210526
ITA,2015,OBS,0.43581788007792777,0.5641821199220722
ITA,2016,OBS,0.4410769346469129,0.5589230653530872
ITA,2017,OBS,0.4485311679006449,0.5514688320993552
ITA,2018,OBS,0.4701846103577847,0.5298153896422153
ITA,2019,OBS,0.4838153138350312,0.5161846861649687
ITA,2020,OBS,0.49116515045486353,0.5088348495451364
ITA,2021,OBS,0.4999110003559986,0.5000889996440014
ITA,2022,BAU,0.5773548633369222,0.42264513666307774
ITA,2023,BAU,0.6047239048776201,0.39527609512237993
ITA,2024,BAU,0.6317394531638929,0.3682605468361072
ITA,2025,BAU,0.6582214007750742,0.3417785992249259
ITA,2026,BAU,0.6839971480982332,0.31600285190176686
ITA,2027,BAU,0.7089079206984907,0.2910920793015094
ITA,2028,BAU,0.7328140692695367,0.26718593073046326
ITA,2029,BAU,0.7555990110839385,0.24440098891606163
ITA,2030,BAU,0.7771716451329401,0.22282835486705985
ITA,2031,BAU,0.7974672419481871,0.202532758051813
ITA,2032,BAU,0.8164469500347142,0.1835530499652858
ITA,2033,BAU,0.8340961597782274,0.16590384022177251
ITA,2034,BAU,0.8504220183801677,0.14957798161983227
