unit,waste,Waste categories,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,NUTS_code
T,W073_076,Textile + rubber,Romania,2020,801.0,ROU
T,W073_076,Textile + rubber,Romania,2022,2670.0,ROU
T,W073_076,Textile + rubber,Serbia,2010,0.0,
T,W073_076,Textile + rubber,Serbia,2014,547.0,
T,W073_076,Textile + rubber,Serbia,2016,1676.0,
T,W073_076,Textile + rubber,Serbia,2018,491.0,
T,W073_076,Textile + rubber,Serbia,2020,0.0,
T,W073_076,Textile + rubber,Serbia,2022,0.0,
T,W073_076,Textile + rubber,Sweden,2004,27617.0,SWE
T,W073_076,Textile + rubber,Sweden,2006,31433.0,SWE
T,W073_076,Textile + rubber,Sweden,2008,32387.0,SWE
T,W073_076,Textile + rubber,Sweden,2010,31845.0,SWE
T,W073_076,Textile + rubber,Sweden,2012,32480.0,SWE
T,W073_076,Textile + rubber,Sweden,2014,33373.0,SWE
T,W073_076,Textile + rubber,Sweden,2016,35561.0,SWE
T,W073_076,Textile + rubber,Sweden,2018,37643.0,SWE
T,W073_076,Textile + rubber,Sweden,2020,39122.0,SWE
T,W073_076,Textile + rubber,Sweden,2022,40977.0,SWE
T,W073_076,Textile + rubber,Slovenia,2004,702.0,SVN
T,W073_076,Textile + rubber,Slovenia,2006,2337.0,SVN
T,W073_076,Textile + rubber,Slovenia,2008,608.0,SVN
T,W073_076,Textile + rubber,Slovenia,2010,2848.0,SVN
T,W073_076,Textile + rubber,Slovenia,2012,960.0,SVN
T,W073_076,Textile + rubber,Slovenia,2014,1206.0,SVN
T,W073_076,Textile + rubber,Slovenia,2016,3996.0,SVN
T,W073_076,Textile + rubber,Slovenia,2018,1579.0,SVN
T,W073_076,Textile + rubber,Slovenia,2020,1633.0,SVN
T,W073_076,Textile + rubber,Slovenia,2022,2063.0,SVN
T,W073_076,Textile + rubber,Slovakia,2004,0.0,SVK
T,W073_076,Textile + rubber,Slovakia,2006,675.0,SVK
T,W073_076,Textile + rubber,Slovakia,2008,573.0,SVK
T,W073_076,Textile + rubber,Slovakia,2010,265.0,SVK
T,W073_076,Textile + rubber,Slovakia,2012,2798.0,SVK
T,W073_076,Textile + rubber,Slovakia,2014,6636.0,SVK
T,W073_076,Textile + rubber,Slovakia,2016,4507.0,SVK
T,W073_076,Textile + rubber,Slovakia,2018,3416.0,SVK
T,W073_076,Textile + rubber,Slovakia,2020,4655.0,SVK
T,W073_076,Textile + rubber,Slovakia,2022,8393.0,SVK
T,W073_076,Textile + rubber,Türkiye,2004,0.0,
T,W073_076,Textile + rubber,Türkiye,2006,0.0,
T,W073_076,Textile + rubber,Türkiye,2008,448341.0,
T,W073_076,Textile + rubber,Türkiye,2010,4154.0,
T,W073_076,Textile + rubber,Türkiye,2012,18335.0,
T,W073_076,Textile + rubber,Türkiye,2014,8462.0,
T,W073_076,Textile + rubber,Türkiye,2018,0.0,
T,W073_076,Textile + rubber,Türkiye,2020,0.0,
T,W073_076,Textile + rubber,Türkiye,2022,0.0,
T,W073_076,Textile + rubber,United Kingdom,2004,82518.0,GBR
T,W073_076,Textile + rubber,United Kingdom,2006,103616.0,GBR
T,W073_076,Textile + rubber,United Kingdom,2008,166064.0,GBR
T,W073_076,Textile + rubber,United Kingdom,2010,157922.0,GBR
T,W073_076,Textile + rubber,United Kingdom,2012,128580.0,GBR
T,W073_076,Textile + rubber,United Kingdom,2014,149927.0,GBR
T,W073_076,Textile + rubber,United Kingdom,2016,158075.0,GBR
T,W073_076,Textile + rubber,United Kingdom,2018,152534.0,GBR
T,W073_076,Textile + rubber,Kosovo*,2012,0.0,
T,W073_076,Textile + rubber,Kosovo*,2014,0.0,
T,W073_076,Textile + rubber,Kosovo*,2016,0.0,
T,W073_076,Textile + rubber,Kosovo*,2018,0.0,
T,W073_076,Textile + rubber,Kosovo*,2020,0.0,
T,W073_076,Textile + rubber,Kosovo*,2022,0.0,
