unit,waste,Waste categories,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,NUTS_code
T,W11,Common sludges,Türkiye,2012,98068.0,
T,W11,Common sludges,Türkiye,2014,25358.0,
T,W11,Common sludges,Türkiye,2018,0.0,
T,W11,Common sludges,Türkiye,2020,0.0,
T,W11,Common sludges,Türkiye,2022,0.0,
T,W11,Common sludges,United Kingdom,2004,0.0,GBR
T,W11,Common sludges,United Kingdom,2006,0.0,GBR
T,W11,Common sludges,United Kingdom,2008,0.0,GBR
T,W11,Common sludges,United Kingdom,2010,0.0,GBR
T,W11,Common sludges,United Kingdom,2012,0.0,GBR
T,W11,Common sludges,United Kingdom,2014,0.0,GBR
T,W11,Common sludges,United Kingdom,2016,0.0,GBR
T,W11,Common sludges,United Kingdom,2018,0.0,GBR
T,W11,Common sludges,Kosovo*,2012,0.0,
T,W11,Common sludges,Kosovo*,2014,0.0,
T,W11,Common sludges,Kosovo*,2016,0.0,
T,W11,Common sludges,Kosovo*,2018,0.0,
T,W11,Common sludges,Kosovo*,2020,0.0,
T,W11,Common sludges,Kosovo*,2022,0.0,
T,W12-13,Mineral and solidified wastes (subtotal),Austria,2004,3.0,AUT
T,W12-13,Mineral and solidified wastes (subtotal),Austria,2006,10.0,AUT
T,W12-13,Mineral and solidified wastes (subtotal),Austria,2008,1718.0,AUT
T,W12-13,Mineral and solidified wastes (subtotal),Belgium,2004,870084.0,BEL
T,W12-13,Mineral and solidified wastes (subtotal),Belgium,2006,557372.0,BEL
T,W12-13,Mineral and solidified wastes (subtotal),Belgium,2008,101746.0,BEL
T,W12-13,Mineral and solidified wastes (subtotal),Bulgaria,2004,0.0,BGR
T,W12-13,Mineral and solidified wastes (subtotal),Bulgaria,2006,0.0,BGR
T,W12-13,Mineral and solidified wastes (subtotal),Bulgaria,2008,0.0,BGR
T,W12-13,Mineral and solidified wastes (subtotal),Cyprus,2004,0.0,CYP
T,W12-13,Mineral and solidified wastes (subtotal),Cyprus,2006,0.0,CYP
T,W12-13,Mineral and solidified wastes (subtotal),Cyprus,2008,37179.0,CYP
T,W12-13,Mineral and solidified wastes (subtotal),Czechia,2004,7267.0,CZE
T,W12-13,Mineral and solidified wastes (subtotal),Czechia,2006,302919.0,CZE
T,W12-13,Mineral and solidified wastes (subtotal),Czechia,2008,25174.0,CZE
T,W12-13,Mineral and solidified wastes (subtotal),Germany,2004,0.0,DEU
T,W12-13,Mineral and solidified wastes (subtotal),Germany,2006,0.0,DEU
T,W12-13,Mineral and solidified wastes (subtotal),Germany,2008,0.0,DEU
T,W12-13,Mineral and solidified wastes (subtotal),Denmark,2004,78244.0,DNK
T,W12-13,Mineral and solidified wastes (subtotal),Denmark,2006,63409.0,DNK
T,W12-13,Mineral and solidified wastes (subtotal),Denmark,2008,132906.0,DNK
T,W12-13,Mineral and solidified wastes (subtotal),Estonia,2004,30550.0,EST
T,W12-13,Mineral and solidified wastes (subtotal),Estonia,2006,28327.0,EST
T,W12-13,Mineral and solidified wastes (subtotal),Estonia,2008,25608.0,EST
T,W12-13,Mineral and solidified wastes (subtotal),Greece,2004,0.0,GRC
T,W12-13,Mineral and solidified wastes (subtotal),Greece,2006,1111.0,GRC
T,W12-13,Mineral and solidified wastes (subtotal),Greece,2008,0.0,GRC
T,W12-13,Mineral and solidified wastes (subtotal),Spain,2004,2520971.0,ESP
T,W12-13,Mineral and solidified wastes (subtotal),Spain,2006,1854334.0,ESP
T,W12-13,Mineral and solidified wastes (subtotal),Spain,2008,974931.0,ESP
T,W12-13,Mineral and solidified wastes (subtotal),European Union - 27 countries (from 2020),2004,4420000.0,EU27_2020
T,W12-13,Mineral and solidified wastes (subtotal),European Union - 27 countries (from 2020),2006,4200000.0,EU27_2020
T,W12-13,Mineral and solidified wastes (subtotal),European Union - 27 countries (from 2020),2008,4730000.0,EU27_2020
T,W12-13,Mineral and solidified wastes (subtotal),European Union - 28 countries (2013-2020),2004,4490000.0,
T,W12-13,Mineral and solidified wastes (subtotal),European Union - 28 countries (2013-2020),2006,4840000.0,
T,W12-13,Mineral and solidified wastes (subtotal),European Union - 28 countries (2013-2020),2008,5650000.0,
T,W12-13,Mineral and solidified wastes (subtotal),Finland,2004,0.0,FIN
T,W12-13,Mineral and solidified wastes (subtotal),Finland,2006,290.0,FIN
T,W12-13,Mineral and solidified wastes (subtotal),Finland,2008,0.0,FIN
T,W12-13,Mineral and solidified wastes (subtotal),France,2004,0.0,FRA
T,W12-13,Mineral and solidified wastes (subtotal),France,2006,0.0,FRA
T,W12-13,Mineral and solidified wastes (subtotal),France,2008,2597900.0,FRA
T,W12-13,Mineral and solidified wastes (subtotal),Croatia,2004,0.0,HRV
T,W12-13,Mineral and solidified wastes (subtotal),Croatia,2006,57427.0,HRV
T,W12-13,Mineral and solidified wastes (subtotal),Croatia,2008,0.0,HRV
T,W12-13,Mineral and solidified wastes (subtotal),Hungary,2004,48030.0,HUN
T,W12-13,Mineral and solidified wastes (subtotal),Hungary,2006,0.0,HUN
T,W12-13,Mineral and solidified wastes (subtotal),Hungary,2008,0.0,HUN
T,W12-13,Mineral and solidified wastes (subtotal),Ireland,2004,0.0,IRL
T,W12-13,Mineral and solidified wastes (subtotal),Ireland,2006,0.0,IRL
T,W12-13,Mineral and solidified wastes (subtotal),Iceland,2004,0.0,ISL
T,W12-13,Mineral and solidified wastes (subtotal),Italy,2004,0.0,ITA
T,W12-13,Mineral and solidified wastes (subtotal),Italy,2006,0.0,ITA
T,W12-13,Mineral and solidified wastes (subtotal),Italy,2008,517.0,ITA
T,W12-13,Mineral and solidified wastes (subtotal),Liechtenstein,2008,0.0,
T,W12-13,Mineral and solidified wastes (subtotal),Lithuania,2004,4941.0,LTU
T,W12-13,Mineral and solidified wastes (subtotal),Lithuania,2006,13690.0,LTU
T,W12-13,Mineral and solidified wastes (subtotal),Lithuania,2008,26721.0,LTU
T,W12-13,Mineral and solidified wastes (subtotal),Luxembourg,2004,6022.0,LUX
T,W12-13,Mineral and solidified wastes (subtotal),Luxembourg,2006,6363.0,LUX
T,W12-13,Mineral and solidified wastes (subtotal),Luxembourg,2008,5667.0,LUX
T,W12-13,Mineral and solidified wastes (subtotal),Latvia,2004,0.0,LVA
T,W12-13,Mineral and solidified wastes (subtotal),Latvia,2006,27015.0,LVA
T,W12-13,Mineral and solidified wastes (subtotal),Latvia,2008,3257.0,LVA
T,W12-13,Mineral and solidified wastes (subtotal),North Macedonia,2008,0.0,
T,W12-13,Mineral and solidified wastes (subtotal),Malta,2004,0.0,MLT
T,W12-13,Mineral and solidified wastes (subtotal),Malta,2006,998.0,MLT
T,W12-13,Mineral and solidified wastes (subtotal),Malta,2008,820.0,MLT
T,W12-13,Mineral and solidified wastes (subtotal),Netherlands,2004,611983.0,NLD
T,W12-13,Mineral and solidified wastes (subtotal),Netherlands,2006,596518.0,NLD
T,W12-13,Mineral and solidified wastes (subtotal),Netherlands,2008,570633.0,NLD
T,W12-13,Mineral and solidified wastes (subtotal),Norway,2004,0.0,NOR
T,W12-13,Mineral and solidified wastes (subtotal),Norway,2006,344.0,NOR
T,W12-13,Mineral and solidified wastes (subtotal),Norway,2008,1164.0,NOR
T,W12-13,Mineral and solidified wastes (subtotal),Poland,2004,0.0,POL
T,W12-13,Mineral and solidified wastes (subtotal),Poland,2006,0.0,POL
T,W12-13,Mineral and solidified wastes (subtotal),Poland,2008,0.0,POL
T,W12-13,Mineral and solidified wastes (subtotal),Portugal,2004,0.0,PRT
T,W12-13,Mineral and solidified wastes (subtotal),Portugal,2006,0.0,PRT
T,W12-13,Mineral and solidified wastes (subtotal),Portugal,2008,0.0,PRT
T,W12-13,Mineral and solidified wastes (subtotal),Romania,2004,220839.0,ROU
T,W12-13,Mineral and solidified wastes (subtotal),Romania,2006,250289.0,ROU
T,W12-13,Mineral and solidified wastes (subtotal),Romania,2008,196013.0,ROU
T,W12-13,Mineral and solidified wastes (subtotal),Sweden,2004,0.0,SWE
T,W12-13,Mineral and solidified wastes (subtotal),Sweden,2006,1760.0,SWE
T,W12-13,Mineral and solidified wastes (subtotal),Sweden,2008,0.0,SWE
T,W12-13,Mineral and solidified wastes (subtotal),Slovenia,2004,22023.0,SVN
T,W12-13,Mineral and solidified wastes (subtotal),Slovenia,2006,411734.0,SVN
T,W12-13,Mineral and solidified wastes (subtotal),Slovenia,2008,13841.0,SVN
T,W12-13,Mineral and solidified wastes (subtotal),Slovakia,2004,0.0,SVK
T,W12-13,Mineral and solidified wastes (subtotal),Slovakia,2006,22670.0,SVK
T,W12-13,Mineral and solidified wastes (subtotal),Slovakia,2008,15704.0,SVK
T,W12-13,Mineral and solidified wastes (subtotal),Türkiye,2004,0.0,
T,W12-13,Mineral and solidified wastes (subtotal),Türkiye,2006,0.0,
T,W12-13,Mineral and solidified wastes (subtotal),Türkiye,2008,638179.0,
T,W12-13,Mineral and solidified wastes (subtotal),United Kingdom,2004,70953.0,GBR
T,W12-13,Mineral and solidified wastes (subtotal),United Kingdom,2006,644534.0,GBR
T,W12-13,Mineral and solidified wastes (subtotal),United Kingdom,2008,921015.0,GBR
T,W073_076,Textile + rubber,Austria,2004,23000.0,AUT
T,W073_076,Textile + rubber,Austria,2006,22200.0,AUT
T,W073_076,Textile + rubber,Austria,2008,27248.0,AUT
T,W073_076,Textile + rubber,Austria,2010,29452.0,AUT
T,W073_076,Textile + rubber,Austria,2012,27426.0,AUT
T,W073_076,Textile + rubber,Austria,2014,31328.0,AUT
T,W073_076,Textile + rubber,Austria,2016,38126.0,AUT
T,W073_076,Textile + rubber,Austria,2018,38676.0,AUT
T,W073_076,Textile + rubber,Austria,2020,38330.0,AUT
T,W073_076,Textile + rubber,Austria,2022,36589.0,AUT
T,W073_076,Textile + rubber,Bosnia and Herzegovina,2012,0.0,
T,W073_076,Textile + rubber,Bosnia and Herzegovina,2018,0.0,
T,W073_076,Textile + rubber,Bosnia and Herzegovina,2020,2409.0,
T,W073_076,Textile + rubber,Bosnia and Herzegovina,2022,2417.0,
T,W073_076,Textile + rubber,Belgium,2004,20349.0,BEL
T,W073_076,Textile + rubber,Belgium,2006,92862.0,BEL
T,W073_076,Textile + rubber,Belgium,2008,69463.0,BEL
T,W073_076,Textile + rubber,Belgium,2010,83433.0,BEL
T,W073_076,Textile + rubber,Belgium,2012,83220.0,BEL
T,W073_076,Textile + rubber,Belgium,2014,79807.0,BEL
T,W073_076,Textile + rubber,Belgium,2016,82325.0,BEL
T,W073_076,Textile + rubber,Belgium,2018,86841.0,BEL
T,W073_076,Textile + rubber,Belgium,2020,89743.0,BEL
T,W073_076,Textile + rubber,Belgium,2022,80521.0,BEL
T,W073_076,Textile + rubber,Bulgaria,2004,0.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2006,0.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2008,0.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2010,9447.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2012,19163.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2014,1217.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2016,32560.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2018,1589.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2020,737.0,BGR
T,W073_076,Textile + rubber,Bulgaria,2022,12337.0,BGR
T,W073_076,Textile + rubber,Cyprus,2004,24613.0,CYP
T,W073_076,Textile + rubber,Cyprus,2006,27314.0,CYP
T,W073_076,Textile + rubber,Cyprus,2008,46066.0,CYP
T,W073_076,Textile + rubber,Cyprus,2010,35726.0,CYP
T,W073_076,Textile + rubber,Cyprus,2012,1110.0,CYP
T,W073_076,Textile + rubber,Cyprus,2014,1300.0,CYP
T,W073_076,Textile + rubber,Cyprus,2016,2042.0,CYP
T,W073_076,Textile + rubber,Cyprus,2018,2527.0,CYP
T,W073_076,Textile + rubber,Cyprus,2020,2740.0,CYP
T,W073_076,Textile + rubber,Cyprus,2022,2806.0,CYP
T,W073_076,Textile + rubber,Czechia,2004,6286.0,CZE
T,W073_076,Textile + rubber,Czechia,2006,6833.0,CZE
T,W073_076,Textile + rubber,Czechia,2008,2256.0,CZE
T,W073_076,Textile + rubber,Czechia,2010,2911.0,CZE
T,W073_076,Textile + rubber,Czechia,2012,4774.0,CZE
T,W073_076,Textile + rubber,Czechia,2014,8262.0,CZE
T,W073_076,Textile + rubber,Czechia,2016,12165.0,CZE
T,W073_076,Textile + rubber,Czechia,2018,36900.0,CZE
T,W073_076,Textile + rubber,Czechia,2020,37944.0,CZE
T,W073_076,Textile + rubber,Czechia,2022,39657.0,CZE
T,W073_076,Textile + rubber,Germany,2004,82434.0,DEU
T,W073_076,Textile + rubber,Germany,2006,47996.0,DEU
T,W073_076,Textile + rubber,Germany,2008,82914.0,DEU
T,W073_076,Textile + rubber,Germany,2010,80733.0,DEU
T,W073_076,Textile + rubber,Germany,2012,99955.0,DEU
T,W073_076,Textile + rubber,Germany,2014,114230.0,DEU
T,W073_076,Textile + rubber,Germany,2016,141667.0,DEU
T,W073_076,Textile + rubber,Germany,2018,140946.0,DEU
T,W073_076,Textile + rubber,Germany,2020,123775.0,DEU
T,W073_076,Textile + rubber,Germany,2022,148897.0,DEU
T,W073_076,Textile + rubber,Denmark,2004,547.0,DNK
T,W073_076,Textile + rubber,Denmark,2006,145.0,DNK
T,W073_076,Textile + rubber,Denmark,2008,117.0,DNK
T,W073_076,Textile + rubber,Denmark,2010,1898.0,DNK
T,W073_076,Textile + rubber,Denmark,2012,7753.0,DNK
T,W073_076,Textile + rubber,Denmark,2014,6331.0,DNK
T,W073_076,Textile + rubber,Denmark,2016,9305.0,DNK
T,W073_076,Textile + rubber,Denmark,2018,12358.0,DNK
T,W073_076,Textile + rubber,Denmark,2020,14400.0,DNK
T,W073_076,Textile + rubber,Denmark,2022,15488.0,DNK
T,W073_076,Textile + rubber,Estonia,2004,194.0,EST
T,W073_076,Textile + rubber,Estonia,2006,5232.0,EST
T,W073_076,Textile + rubber,Estonia,2008,2788.0,EST
T,W073_076,Textile + rubber,Estonia,2010,2163.0,EST
T,W073_076,Textile + rubber,Estonia,2012,2091.0,EST
T,W073_076,Textile + rubber,Estonia,2014,2501.0,EST
T,W073_076,Textile + rubber,Estonia,2016,2088.0,EST
T,W073_076,Textile + rubber,Estonia,2018,2421.0,EST
T,W073_076,Textile + rubber,Estonia,2020,3545.0,EST
T,W073_076,Textile + rubber,Estonia,2022,3492.0,EST
T,W073_076,Textile + rubber,Greece,2004,0.0,GRC
T,W073_076,Textile + rubber,Greece,2006,0.0,GRC
T,W073_076,Textile + rubber,Greece,2008,0.0,GRC
T,W073_076,Textile + rubber,Greece,2010,0.0,GRC
T,W073_076,Textile + rubber,Greece,2016,0.0,GRC
T,W073_076,Textile + rubber,Greece,2018,1924.0,GRC
T,W073_076,Textile + rubber,Greece,2020,1994.0,GRC
T,W073_076,Textile + rubber,Greece,2022,3763.0,GRC
T,W073_076,Textile + rubber,Spain,2004,31580.0,ESP
T,W073_076,Textile + rubber,Spain,2006,15747.0,ESP
T,W073_076,Textile + rubber,Spain,2008,12456.0,ESP
T,W073_076,Textile + rubber,Spain,2010,9889.0,ESP
T,W073_076,Textile + rubber,Spain,2012,21002.0,ESP
T,W073_076,Textile + rubber,Spain,2014,42507.0,ESP
T,W073_076,Textile + rubber,Spain,2016,34616.0,ESP
T,W073_076,Textile + rubber,Spain,2018,40344.0,ESP
T,W073_076,Textile + rubber,Spain,2020,35823.0,ESP
T,W073_076,Textile + rubber,Spain,2022,47631.0,ESP
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2004,790000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2006,850000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2008,590000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2010,590000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2016,920000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2018,910000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2020,990000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 27 countries (from 2020),2022,1190000.0,EU27_2020
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2004,870000.0,
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2006,950000.0,
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2008,750000.0,
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2010,750000.0,
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2012,870000.0,
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2014,940000.0,
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2016,1070000.0,
T,W073_076,Textile + rubber,European Union - 28 countries (2013-2020),2018,1080000.0,
T,W073_076,Textile + rubber,Finland,2004,0.0,FIN
T,W073_076,Textile + rubber,Finland,2006,6.0,FIN
T,W073_076,Textile + rubber,Finland,2008,0.0,FIN
T,W073_076,Textile + rubber,Finland,2010,0.0,FIN
T,W073_076,Textile + rubber,Finland,2012,0.0,FIN
T,W073_076,Textile + rubber,Finland,2014,0.0,FIN
T,W073_076,Textile + rubber,Finland,2016,0.0,FIN
T,W073_076,Textile + rubber,Finland,2018,219.0,FIN
T,W073_076,Textile + rubber,Finland,2020,290.0,FIN
T,W073_076,Textile + rubber,Finland,2022,192.0,FIN
T,W073_076,Textile + rubber,France,2004,14000.0,FRA
T,W073_076,Textile + rubber,France,2006,12700.0,FRA
T,W073_076,Textile + rubber,France,2008,10730.0,FRA
T,W073_076,Textile + rubber,France,2010,10058.0,FRA
T,W073_076,Textile + rubber,France,2012,125468.0,FRA
T,W073_076,Textile + rubber,France,2014,144513.0,FRA
T,W073_076,Textile + rubber,France,2016,182983.0,FRA
T,W073_076,Textile + rubber,France,2018,164590.0,FRA
T,W073_076,Textile + rubber,France,2020,225064.0,FRA
T,W073_076,Textile + rubber,France,2022,276509.0,FRA
T,W073_076,Textile + rubber,Croatia,2004,0.0,HRV
T,W073_076,Textile + rubber,Croatia,2006,0.0,HRV
T,W073_076,Textile + rubber,Croatia,2008,0.0,HRV
T,W073_076,Textile + rubber,Croatia,2010,0.0,HRV
T,W073_076,Textile + rubber,Croatia,2012,22.0,HRV
T,W073_076,Textile + rubber,Croatia,2014,191.0,HRV
T,W073_076,Textile + rubber,Croatia,2016,1595.0,HRV
T,W073_076,Textile + rubber,Croatia,2018,3534.0,HRV
T,W073_076,Textile + rubber,Croatia,2020,4818.0,HRV
T,W073_076,Textile + rubber,Croatia,2022,5475.0,HRV
T,W073_076,Textile + rubber,Hungary,2004,3550.0,HUN
T,W073_076,Textile + rubber,Hungary,2006,1931.0,HUN
T,W073_076,Textile + rubber,Hungary,2008,22526.0,HUN
T,W073_076,Textile + rubber,Hungary,2010,16184.0,HUN
T,W073_076,Textile + rubber,Hungary,2012,2513.0,HUN
T,W073_076,Textile + rubber,Hungary,2014,277.0,HUN
T,W073_076,Textile + rubber,Hungary,2016,5893.0,HUN
T,W073_076,Textile + rubber,Hungary,2018,4930.0,HUN
T,W073_076,Textile + rubber,Hungary,2020,8271.0,HUN
T,W073_076,Textile + rubber,Hungary,2022,29003.0,HUN
T,W073_076,Textile + rubber,Ireland,2004,137830.0,IRL
T,W073_076,Textile + rubber,Ireland,2006,161078.0,IRL
T,W073_076,Textile + rubber,Ireland,2010,114.0,IRL
T,W073_076,Textile + rubber,Ireland,2012,241.0,IRL
T,W073_076,Textile + rubber,Ireland,2014,516.0,IRL
T,W073_076,Textile + rubber,Ireland,2016,739.0,IRL
T,W073_076,Textile + rubber,Ireland,2018,766.0,IRL
T,W073_076,Textile + rubber,Ireland,2020,1620.0,IRL
T,W073_076,Textile + rubber,Ireland,2022,1182.0,IRL
T,W073_076,Textile + rubber,Iceland,2004,900.0,ISL
T,W073_076,Textile + rubber,Iceland,2010,3899.0,ISL
T,W073_076,Textile + rubber,Iceland,2012,3350.0,ISL
T,W073_076,Textile + rubber,Iceland,2014,4800.0,ISL
T,W073_076,Textile + rubber,Iceland,2016,5990.0,ISL
T,W073_076,Textile + rubber,Iceland,2018,9330.0,ISL
T,W073_076,Textile + rubber,Iceland,2020,5265.0,ISL
T,W073_076,Textile + rubber,Iceland,2022,2732.0,ISL
T,W073_076,Textile + rubber,Italy,2004,56501.0,ITA
T,W073_076,Textile + rubber,Italy,2006,70448.0,ITA
T,W073_076,Textile + rubber,Italy,2008,80338.0,ITA
T,W073_076,Textile + rubber,Italy,2010,111597.0,ITA
T,W073_076,Textile + rubber,Italy,2012,117605.0,ITA
T,W073_076,Textile + rubber,Italy,2014,139161.0,ITA
T,W073_076,Textile + rubber,Italy,2016,154204.0,ITA
T,W073_076,Textile + rubber,Italy,2018,163120.0,ITA
T,W073_076,Textile + rubber,Italy,2020,160081.0,ITA
T,W073_076,Textile + rubber,Italy,2022,176494.0,ITA
T,W073_076,Textile + rubber,Liechtenstein,2008,0.0,
T,W073_076,Textile + rubber,Liechtenstein,2010,0.0,
T,W073_076,Textile + rubber,Liechtenstein,2012,0.0,
T,W073_076,Textile + rubber,Liechtenstein,2014,0.0,
T,W073_076,Textile + rubber,Liechtenstein,2016,0.0,
T,W073_076,Textile + rubber,Liechtenstein,2018,0.0,
T,W073_076,Textile + rubber,Liechtenstein,2020,0.0,
T,W073_076,Textile + rubber,Liechtenstein,2022,0.0,
T,W073_076,Textile + rubber,Lithuania,2004,4.0,LTU
T,W073_076,Textile + rubber,Lithuania,2006,10224.0,LTU
T,W073_076,Textile + rubber,Lithuania,2008,2132.0,LTU
T,W073_076,Textile + rubber,Lithuania,2010,3242.0,LTU
T,W073_076,Textile + rubber,Lithuania,2012,9610.0,LTU
T,W073_076,Textile + rubber,Lithuania,2014,7790.0,LTU
T,W073_076,Textile + rubber,Lithuania,2016,8935.0,LTU
T,W073_076,Textile + rubber,Lithuania,2018,10609.0,LTU
T,W073_076,Textile + rubber,Lithuania,2020,13391.0,LTU
T,W073_076,Textile + rubber,Lithuania,2022,17750.0,LTU
T,W073_076,Textile + rubber,Luxembourg,2004,2510.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2006,3223.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2008,3194.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2010,3862.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2012,3796.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2014,5932.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2016,4700.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2018,5487.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2020,5495.0,LUX
T,W073_076,Textile + rubber,Luxembourg,2022,2743.0,LUX
T,W073_076,Textile + rubber,Latvia,2004,0.0,LVA
T,W073_076,Textile + rubber,Latvia,2006,1354.0,LVA
T,W073_076,Textile + rubber,Latvia,2008,0.0,LVA
T,W073_076,Textile + rubber,Latvia,2010,4290.0,LVA
T,W073_076,Textile + rubber,Latvia,2012,7105.0,LVA
T,W073_076,Textile + rubber,Latvia,2014,10385.0,LVA
T,W073_076,Textile + rubber,Latvia,2016,10850.0,LVA
T,W073_076,Textile + rubber,Latvia,2018,12784.0,LVA
T,W073_076,Textile + rubber,Latvia,2020,18705.0,LVA
T,W073_076,Textile + rubber,Latvia,2022,13891.0,LVA
T,W073_076,Textile + rubber,Montenegro,2012,573.0,
T,W073_076,Textile + rubber,Montenegro,2014,720.0,
T,W073_076,Textile + rubber,Montenegro,2016,452.0,
T,W073_076,Textile + rubber,Montenegro,2018,405.0,
T,W073_076,Textile + rubber,Montenegro,2020,51.0,
T,W073_076,Textile + rubber,Montenegro,2022,384.0,
T,W073_076,Textile + rubber,North Macedonia,2008,0.0,
T,W073_076,Textile + rubber,North Macedonia,2010,0.0,
T,W073_076,Textile + rubber,North Macedonia,2012,0.0,
T,W073_076,Textile + rubber,North Macedonia,2014,0.0,
T,W073_076,Textile + rubber,North Macedonia,2016,0.0,
T,W073_076,Textile + rubber,North Macedonia,2018,0.0,
T,W073_076,Textile + rubber,North Macedonia,2020,0.0,
T,W073_076,Textile + rubber,North Macedonia,2022,0.0,
T,W073_076,Textile + rubber,Malta,2004,988.0,MLT
T,W073_076,Textile + rubber,Malta,2006,1146.0,MLT
T,W073_076,Textile + rubber,Malta,2008,1653.0,MLT
T,W073_076,Textile + rubber,Malta,2010,1510.0,MLT
T,W073_076,Textile + rubber,Malta,2012,1527.0,MLT
T,W073_076,Textile + rubber,Malta,2014,1987.0,MLT
T,W073_076,Textile + rubber,Malta,2016,2349.0,MLT
T,W073_076,Textile + rubber,Malta,2018,3202.0,MLT
T,W073_076,Textile + rubber,Malta,2020,3796.0,MLT
T,W073_076,Textile + rubber,Malta,2022,3641.0,MLT
T,W073_076,Textile + rubber,Netherlands,2004,177406.0,NLD
T,W073_076,Textile + rubber,Netherlands,2006,149547.0,NLD
T,W073_076,Textile + rubber,Netherlands,2008,147250.0,NLD
T,W073_076,Textile + rubber,Netherlands,2010,114039.0,NLD
T,W073_076,Textile + rubber,Netherlands,2016,140574.0,NLD
T,W073_076,Textile + rubber,Netherlands,2018,130855.0,NLD
T,W073_076,Textile + rubber,Netherlands,2020,134768.0,NLD
T,W073_076,Textile + rubber,Netherlands,2022,155663.0,NLD
T,W073_076,Textile + rubber,Norway,2004,38538.0,NOR
T,W073_076,Textile + rubber,Norway,2006,42193.0,NOR
T,W073_076,Textile + rubber,Norway,2008,50479.0,NOR
T,W073_076,Textile + rubber,Norway,2010,59176.0,NOR
T,W073_076,Textile + rubber,Norway,2012,1772.0,NOR
T,W073_076,Textile + rubber,Norway,2014,134.0,NOR
T,W073_076,Textile + rubber,Norway,2016,499.0,NOR
T,W073_076,Textile + rubber,Norway,2018,249.0,NOR
T,W073_076,Textile + rubber,Norway,2020,4330.0,NOR
T,W073_076,Textile + rubber,Norway,2022,4020.0,NOR
T,W073_076,Textile + rubber,Poland,2004,12955.0,POL
T,W073_076,Textile + rubber,Poland,2006,23655.0,POL
T,W073_076,Textile + rubber,Poland,2008,36623.0,POL
T,W073_076,Textile + rubber,Poland,2010,35256.0,POL
T,W073_076,Textile + rubber,Poland,2012,37237.0,POL
T,W073_076,Textile + rubber,Poland,2014,31447.0,POL
T,W073_076,Textile + rubber,Poland,2016,1442.0,POL
T,W073_076,Textile + rubber,Poland,2018,2241.0,POL
T,W073_076,Textile + rubber,Poland,2020,21653.0,POL
T,W073_076,Textile + rubber,Poland,2022,59917.0,POL
T,W073_076,Textile + rubber,Portugal,2004,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2006,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2008,1409.0,PRT
T,W073_076,Textile + rubber,Portugal,2010,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2012,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2014,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2016,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2018,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2020,0.0,PRT
T,W073_076,Textile + rubber,Portugal,2022,373.0,PRT
T,W073_076,Textile + rubber,Romania,2004,160081.0,ROU
T,W073_076,Textile + rubber,Romania,2006,159339.0,ROU
T,W073_076,Textile + rubber,Romania,2008,0.0,ROU
T,W073_076,Textile + rubber,Romania,2010,83.0,ROU
T,W073_076,Textile + rubber,Romania,2012,491.0,ROU
T,W073_076,Textile + rubber,Romania,2014,156.0,ROU
T,W073_076,Textile + rubber,Romania,2016,142.0,ROU
T,W073_076,Textile + rubber,Romania,2018,204.0,ROU
