,Waste Stream,Country,Year,Scenario,Substance main parent,Stock/Flow ID,Value,Unit,Data Quality,Reference,Remark 1,Remark 2,Remark 3
197,SLASH,IRL,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,246680.00000000003,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
198,SLASH,IRL,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,348040.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
199,SLASH,IRL,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,395640.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
200,SLASH,IRL,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,378840.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
201,SLASH,ISL,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,3360.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
202,SLASH,ISL,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,2800.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
203,SLASH,ISL,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,2520.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
204,SLASH,ISL,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,1680.0000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
205,SLASH,ISL,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,1960.0000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
206,SLASH,ISL,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,1960.0000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
207,SLASH,ISL,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,2240.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
208,SLASH,ISL,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,2240.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
209,SLASH,ISL,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,3360.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
210,SLASH,ISL,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,5040.000000000001,t,2,,"Missing data, estimated from Eurostat MSW incineration quantities of neighbouring years ",,Sowmya Ravisandiran
211,SLASH,ISL,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,6720.000000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
212,SLASH,ISL,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,5600.000000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
213,SLASH,ITA,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,1523200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
214,SLASH,ITA,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,1566040.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
215,SLASH,ITA,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,1548120.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
216,SLASH,ITA,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,1671600.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
217,SLASH,ITA,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,1643040.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
218,SLASH,ITA,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,1691200.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
219,SLASH,ITA,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,1642200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
220,SLASH,ITA,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,1577520.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
221,SLASH,ITA,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,1611680.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
222,SLASH,ITA,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,1648920.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
223,SLASH,ITA,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,1572200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
224,SLASH,ITA,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,1572760.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
225,SLASH,LTU,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,280.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
226,SLASH,LTU,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,1960.0000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
227,SLASH,LTU,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
228,SLASH,LTU,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,25760.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
229,SLASH,LTU,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,31640.000000000004,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
230,SLASH,LTU,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,42000.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
231,SLASH,LTU,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,61880.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
232,SLASH,LTU,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,66080.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
233,SLASH,LTU,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,45640.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
234,SLASH,LTU,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,54320.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
235,SLASH,LTU,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,97720.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
236,SLASH,LTU,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,132440.00000000003,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
237,SLASH,LUX,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,36400.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
238,SLASH,LUX,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,37800.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
239,SLASH,LUX,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,36960.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
240,SLASH,LUX,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,36960.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
241,SLASH,LUX,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,36960.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
242,SLASH,LUX,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,43680.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
243,SLASH,LUX,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,61880.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
244,SLASH,LUX,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,62160.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
245,SLASH,LUX,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,63840.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
246,SLASH,LUX,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,64120.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
247,SLASH,LUX,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,60200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
248,SLASH,LUX,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,57960.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
249,SLASH,LVA,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
250,SLASH,LVA,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
251,SLASH,LVA,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,840.0000000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
252,SLASH,LVA,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,3360.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
253,SLASH,LVA,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,3080.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
254,SLASH,LVA,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,4200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
255,SLASH,LVA,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,5320.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
256,SLASH,LVA,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,6160.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
257,SLASH,LVA,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,4200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
258,SLASH,LVA,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,7840.000000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
259,SLASH,LVA,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,6720.000000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
260,SLASH,LVA,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,8400.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
261,SLASH,MLT,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
262,SLASH,MLT,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,840.0000000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
263,SLASH,MLT,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,280.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
264,SLASH,MLT,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,280.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
265,SLASH,MLT,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,280.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
266,SLASH,MLT,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,280.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
267,SLASH,MLT,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,280.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
268,SLASH,MLT,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
269,SLASH,MLT,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
270,SLASH,MLT,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
271,SLASH,MLT,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,0.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
272,SLASH,MLT,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,3640.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
273,SLASH,NLD,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,1308720.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
274,SLASH,NLD,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,1309840.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
275,SLASH,NLD,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,1264200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
276,SLASH,NLD,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,1205120.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
277,SLASH,NLD,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,1186640.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
278,SLASH,NLD,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,1162280.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
279,SLASH,NLD,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,1118600.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
280,SLASH,NLD,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,1083040.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
281,SLASH,NLD,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,1052520.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
282,SLASH,NLD,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,1028160.0000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
283,SLASH,NLD,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,1085840.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
284,SLASH,NLD,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,1031800.0000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
285,SLASH,NOR,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,323120.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
286,SLASH,NOR,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,375480.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
287,SLASH,NOR,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,376880.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
288,SLASH,NOR,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,404880.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
289,SLASH,NOR,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,321440.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
290,SLASH,NOR,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,320600.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
291,SLASH,NOR,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,591640.0000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
292,SLASH,NOR,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,584640.0000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
293,SLASH,NOR,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,561680.0000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
294,SLASH,NOR,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,574840.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
295,SLASH,NOR,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,439040.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
296,SLASH,NOR,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,604800.0000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
297,SLASH,POL,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,10920.000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
298,SLASH,POL,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,12600.000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
299,SLASH,POL,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,14280.000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
300,SLASH,POL,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,214480.00000000003,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
301,SLASH,POL,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,436800.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
302,SLASH,POL,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,402920.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
303,SLASH,POL,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,634480.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
304,SLASH,POL,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,818160.0000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
305,SLASH,POL,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,843640.0000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
306,SLASH,POL,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,817600.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
307,SLASH,POL,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,790440.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
308,SLASH,POL,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,804440.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
309,SLASH,PRT,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,296240.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
310,SLASH,PRT,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,304640.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
311,SLASH,PRT,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,260400.00000000003,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
312,SLASH,PRT,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,305480.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
313,SLASH,PRT,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,272720.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
314,SLASH,PRT,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,263480.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
315,SLASH,PRT,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,266000.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
316,SLASH,PRT,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,276920.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
317,SLASH,PRT,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,264880.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
318,SLASH,PRT,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,278880.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
319,SLASH,PRT,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,316120.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
320,SLASH,PRT,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,349440.00000000006,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
321,SLASH,ROU,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,5880.000000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
322,SLASH,ROU,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,13160.000000000002,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
323,SLASH,ROU,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,24920.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
324,SLASH,ROU,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,27160.000000000004,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
325,SLASH,ROU,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,37240.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
326,SLASH,ROU,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,32480.000000000004,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
327,SLASH,ROU,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,61600.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
328,SLASH,ROU,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,63560.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
329,SLASH,ROU,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,67480.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
330,SLASH,ROU,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,70280.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
331,SLASH,ROU,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,83440.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
332,SLASH,ROU,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,93800.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
333,SLASH,SVK,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,51240.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
334,SLASH,SVK,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,52080.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
335,SLASH,SVK,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,47040.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
336,SLASH,SVK,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,48720.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
337,SLASH,SVK,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,53200.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
338,SLASH,SVK,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,53480.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
339,SLASH,SVK,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,55160.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
340,SLASH,SVK,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,55160.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
341,SLASH,SVK,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,52360.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
342,SLASH,SVK,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,59080.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
343,SLASH,SVK,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,54040.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
344,SLASH,SVK,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,61600.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
345,SLASH,SVN,2010,OBS,19 01 11,SLASH_bottomAshesWasteInc,2520.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
346,SLASH,SVN,2011,OBS,19 01 11,SLASH_bottomAshesWasteInc,3080.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
347,SLASH,SVN,2012,OBS,19 01 11,SLASH_bottomAshesWasteInc,2800.0000000000005,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
348,SLASH,SVN,2013,OBS,19 01 11,SLASH_bottomAshesWasteInc,1120.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
349,SLASH,SVN,2014,OBS,19 01 11,SLASH_bottomAshesWasteInc,560.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
350,SLASH,SVN,2015,OBS,19 01 11,SLASH_bottomAshesWasteInc,44240.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
351,SLASH,SVN,2016,OBS,19 01 11,SLASH_bottomAshesWasteInc,52640.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
352,SLASH,SVN,2017,OBS,19 01 11,SLASH_bottomAshesWasteInc,31080.000000000004,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
353,SLASH,SVN,2018,OBS,19 01 11,SLASH_bottomAshesWasteInc,29400.000000000004,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
354,SLASH,SVN,2019,OBS,19 01 11,SLASH_bottomAshesWasteInc,38360.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
355,SLASH,SVN,2020,OBS,19 01 11,SLASH_bottomAshesWasteInc,37520.0,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
356,SLASH,SVN,2021,OBS,19 01 11,SLASH_bottomAshesWasteInc,33040.00000000001,t,2,,Estimated from Eurostat MSW incineration quantities,,Sowmya Ravisandiran
