LOCATION,TIME,MSW_GEN_T,INC_T,INC%,DIS%,RCY%,Scenario
GRC,2041,6216710.399910046,1554177.5999775114,0.25,0.09999999999999999,0.65,REC
GRC,2042,6227854.7935977625,1556963.6983994406,0.25,0.09999999999999999,0.65,REC
GRC,2043,6237800.941776462,1559450.2354441155,0.25,0.09999999999999999,0.65,REC
GRC,2044,6246821.272191563,1561705.3180478907,0.25,0.09999999999999999,0.65,REC
GRC,2045,6255145.018485613,1563786.2546214033,0.25,0.09999999999999999,0.65,REC
GRC,2046,6262685.310888437,1565671.3277221092,0.25,0.09999999999999999,0.65,REC
GRC,2047,6270057.308478621,1567514.3271196552,0.25,0.09999999999999999,0.65,REC
GRC,2048,6277454.99332482,1569363.748331205,0.25,0.09999999999999999,0.65,REC
GRC,2049,6284929.51304516,1571232.37826129,0.25,0.09999999999999999,0.65,REC
GRC,2050,6292811.598588953,1573202.8996472382,0.25,0.09999999999999999,0.65,REC
HUN,2022,3871875.945619974,743686.5455373678,0.19207396000862498,0.40476486356875707,0.4031611764226179,REC
HUN,2023,3854242.729332193,789075.0183039524,0.20472893736006914,0.37033957585955,0.4249314867803809,REC
HUN,2024,3889370.593969226,840938.9432560345,0.21621466068571,0.33776606314695107,0.44601927616733894,REC
HUN,2025,3930342.3553771847,889947.8904640726,0.2264301198206095,0.30708417695456186,0.46648570322482863,REC
HUN,2026,3972105.826165539,934598.8751977003,0.23529052751847568,0.2783129602612019,0.48639651222032243,REC
HUN,2027,4013003.596650455,974080.1720634936,0.2427309491764552,0.2514515398116758,0.505817511011869,REC
HUN,2028,4052668.6159287225,1007930.6374134185,0.24870788434361982,0.22648050351095803,0.5248116121454222,REC
HUN,2029,4089948.9216513545,1035572.0699248692,0.2531992672189039,0.2033636641924776,0.5434370685886185,REC
HUN,2030,4124689.139846073,1056759.0581786977,0.25620332159580256,0.18205010274731587,0.5617465756568816,REC
HUN,2031,4157460.956982432,1071530.0446064924,0.2577366464035853,0.1624763831678444,0.5797869704285703,REC
HUN,2032,4188742.298624339,1079991.134531817,0.2578318400935064,0.14456883833517659,0.597599321571317,REC
HUN,2033,4218412.492070683,1082170.0519543127,0.2565349059601116,0.12824583678441998,0.6152192572554684,REC
HUN,2034,4246696.011159874,1078247.2478461284,0.2539026210052726,0.11341995546717562,0.6326774235275517,REC
HUN,2035,4273271.827961494,1068317.9569903733,0.24999999999999997,0.1,0.65,REC
HUN,2036,4298392.479854945,1074598.119963736,0.24999999999999997,0.1,0.65,REC
HUN,2037,4322454.2111945525,1080613.552798638,0.24999999999999997,0.1,0.65,REC
HUN,2038,4345271.511045117,1086317.877761279,0.24999999999999997,0.1,0.65,REC
HUN,2039,4367759.686318677,1091939.921579669,0.24999999999999997,0.1,0.65,REC
HUN,2040,4389519.247067516,1097379.8117668787,0.24999999999999997,0.1,0.65,REC
HUN,2041,4410457.6047007935,1102614.4011751981,0.24999999999999997,0.1,0.65,REC
HUN,2042,4430947.920103869,1107736.9800259671,0.24999999999999997,0.1,0.65,REC
HUN,2043,4451156.2745998455,1112789.0686499611,0.24999999999999997,0.1,0.65,REC
HUN,2044,4471461.826832506,1117865.4567081262,0.24999999999999997,0.1,0.65,REC
HUN,2045,4491827.33884143,1122956.8347103572,0.24999999999999997,0.1,0.65,REC
HUN,2046,4512449.8460073145,1128112.4615018284,0.24999999999999997,0.1,0.65,REC
HUN,2047,4533039.685445557,1133259.921361389,0.24999999999999997,0.1,0.65,REC
HUN,2048,4553755.983891124,1138438.9959727807,0.24999999999999997,0.1,0.65,REC
HUN,2049,4574422.406676589,1143605.601669147,0.24999999999999997,0.1,0.65,REC
HUN,2050,4595011.907681516,1148752.9769203789,0.24999999999999997,0.1,0.65,REC
ISL,2022,248838.3475068433,25010.86304096957,0.10051048518670036,0.5522430472938399,0.3472464675194597,REC
ISL,2023,256763.9298567723,30074.297545865586,0.11712820240226729,0.5116511363095266,0.3712206612882061,REC
ISL,2024,261630.48719694943,34741.06180793065,0.13278674889971204,0.4720599768541854,0.3951532742461025,REC
ISL,2025,266754.819676885,39354.625710185064,0.14753107650633857,0.4334613677550233,0.4190075557386381,REC
ISL,2026,272190.15860382206,43930.89054471515,0.16139779178665087,0.3958467171350995,0.4427554910782496,REC
ISL,2027,277693.5705205218,48434.287638967486,0.17441630912872774,0.35920705607675085,0.4663766347945214,REC
ISL,2028,283238.4908437201,52855.12835872504,0.18660997734198642,0.3235330525997609,0.4898569700582526,REC
ISL,2029,288773.2305937836,57176.273249716454,0.1979971382116999,0.28881502591933644,0.5131878358689637,REC
ISL,2030,294287.839730035,61386.11588554756,0.2085920911372353,0.255042960949007,0.5363649479137577,REC
ISL,2031,299794.5734372892,65476.91872455722,0.218405950360718,0.22220652301372876,0.5593875266255532,REC
ISL,2032,305312.79224174976,69442.59789595881,0.2274473905468509,0.19029507273875848,0.5822575367143906,REC
ISL,2033,310844.8333732838,73273.36462642021,0.23572328300026313,0.15929768108026188,0.604979035919475,REC
ISL,2034,316428.30781855894,76967.77765655979,0.24323922909164425,0.12920314446411946,0.6275576264442363,REC
ISL,2035,322021.9755863698,80505.49389659245,0.25,0.09999999999999999,0.65,REC
ISL,2036,327604.4962807349,81901.12407018372,0.25,0.09999999999999999,0.65,REC
ISL,2037,333179.65828695224,83294.91457173806,0.25,0.09999999999999999,0.65,REC
ISL,2038,338728.4559978768,84682.1139994692,0.25,0.09999999999999999,0.65,REC
ISL,2039,344239.673719058,86059.9184297645,0.25,0.09999999999999999,0.65,REC
ISL,2040,349725.7729934302,87431.44324835755,0.25,0.09999999999999999,0.65,REC
ISL,2041,355179.5391788802,88794.88479472006,0.25,0.09999999999999999,0.65,REC
ISL,2042,360592.4333165166,90148.10832912914,0.25,0.09999999999999999,0.65,REC
ISL,2043,365963.7631656918,91490.94079142295,0.25,0.09999999999999999,0.65,REC
